1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q4,150.00,23.00,472.00,0.00,0.00,24.00,0.00,24.00,0.00,0.00,0.00,460.00,0.00,268.00,192.00,0.00,-12.00,432.00,-376.00,736.00,4.00,732.00,0.00,0.00,0.00,72.00,87.00
1962:Q1,150.00,25.00,496.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,468.00,0.00,204.00,264.00,0.00,8.00,428.00,-408.00,780.00,0.00,780.00,0.00,0.00,0.00,56.00,57.00
1962:Q2,146.00,26.00,668.00,0.00,0.00,16.00,0.00,16.00,0.00,0.00,0.00,712.00,0.00,-160.00,872.00,0.00,-60.00,596.00,-8.00,564.00,4.00,560.00,0.00,0.00,0.00,40.00,48.00
1962:Q3,130.00,26.00,672.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,684.00,0.00,252.00,432.00,0.00,-32.00,592.00,-120.00,684.00,0.00,684.00,0.00,0.00,0.00,28.00,24.00
1962:Q4,114.00,26.00,660.00,0.00,0.00,24.00,0.00,24.00,0.00,0.00,0.00,616.00,0.00,280.00,336.00,0.00,20.00,592.00,-156.00,740.00,4.00,736.00,0.00,0.00,0.00,8.00,20.00
1963:Q1,101.00,22.00,664.00,0.00,0.00,40.00,0.00,36.00,4.00,0.00,0.00,608.00,0.00,400.00,208.00,0.00,16.00,596.00,-312.00,904.00,0.00,904.00,0.00,0.00,0.00,4.00,11.00
1963:Q2,85.00,23.00,792.00,0.00,0.00,48.00,0.00,44.00,4.00,0.00,0.00,848.00,0.00,-28.00,876.00,0.00,-104.00,716.00,64.00,680.00,4.00,676.00,0.00,0.00,0.00,-28.00,-14.00
1963:Q3,82.00,23.00,708.00,0.00,0.00,52.00,0.00,44.00,8.00,0.00,0.00,692.00,0.00,296.00,396.00,0.00,-36.00,632.00,-184.00,832.00,0.00,832.00,0.00,0.00,0.00,-16.00,-17.00
1963:Q4,78.00,24.00,736.00,0.00,0.00,40.00,0.00,36.00,4.00,0.00,0.00,644.00,0.00,352.00,292.00,0.00,52.00,668.00,-224.00,920.00,4.00,916.00,0.00,0.00,0.00,-28.00,-14.00
1964:Q1,86.00,28.00,836.00,0.00,0.00,28.00,0.00,24.00,4.00,0.00,0.00,756.00,0.00,16.00,740.00,0.00,52.00,720.00,-184.00,964.00,0.00,964.00,0.00,0.00,0.00,-60.00,-58.00
1964:Q2,90.00,29.00,788.00,0.00,0.00,24.00,0.00,16.00,8.00,0.00,0.00,940.00,0.00,-240.00,1180.00,0.00,-176.00,676.00,-312.00,1056.00,4.00,1052.00,0.00,0.00,0.00,-68.00,-51.00
1964:Q3,103.00,30.00,948.00,0.00,0.00,28.00,0.00,12.00,16.00,0.00,0.00,960.00,0.00,228.00,732.00,0.00,-40.00,824.00,-188.00,1064.00,0.00,1064.00,0.00,0.00,0.00,-52.00,-51.00
1964:Q4,108.00,31.00,872.00,0.00,0.00,20.00,0.00,8.00,12.00,0.00,0.00,780.00,0.00,-132.00,912.00,0.00,72.00,752.00,-348.00,1156.00,4.00,1152.00,0.00,0.00,0.00,-56.00,-43.00
1965:Q1,104.00,30.00,1084.00,0.00,0.00,16.00,0.00,8.00,8.00,0.00,0.00,1004.00,0.00,556.00,448.00,0.00,64.00,964.00,92.00,924.00,0.00,924.00,0.00,0.00,0.00,-52.00,-46.00
1965:Q2,112.00,31.00,1196.00,0.00,0.00,8.00,0.00,4.00,4.00,0.00,0.00,1352.00,0.00,-12.00,1364.00,0.00,-164.00,1072.00,232.00,896.00,4.00,892.00,0.00,0.00,0.00,-56.00,-43.00
1965:Q3,113.00,33.00,796.00,0.00,0.00,24.00,0.00,4.00,20.00,0.00,0.00,880.00,0.00,-320.00,1200.00,0.00,-108.00,664.00,-176.00,884.00,0.00,884.00,0.00,0.00,0.00,-44.00,-52.00
1965:Q4,117.00,34.00,1012.00,0.00,0.00,60.00,0.00,16.00,44.00,0.00,0.00,832.00,0.00,-320.00,1152.00,0.00,120.00,892.00,-332.00,1276.00,4.00,1272.00,0.00,0.00,0.00,-52.00,-37.00
1966:Q1,125.00,31.00,1088.00,0.00,0.00,100.00,0.00,20.00,80.00,0.00,0.00,900.00,0.00,984.00,-84.00,0.00,88.00,960.00,56.00,944.00,4.00,940.00,0.00,0.00,0.00,-40.00,-34.00
1966:Q2,137.00,33.00,1104.00,0.00,0.00,140.00,0.00,28.00,112.00,0.00,0.00,1128.00,0.00,-200.00,1328.00,0.00,-164.00,976.00,176.00,832.00,0.00,832.00,0.00,0.00,0.00,-32.00,-24.00
1966:Q3,134.00,33.00,1016.00,0.00,0.00,152.00,0.00,28.00,124.00,0.00,0.00,1044.00,0.00,-484.00,1528.00,0.00,-180.00,868.00,276.00,616.00,4.00,612.00,0.00,0.00,0.00,-24.00,-47.00
1966:Q4,138.00,34.00,1168.00,0.00,0.00,124.00,0.00,20.00,104.00,0.00,0.00,864.00,0.00,-268.00,1132.00,0.00,180.00,1040.00,72.00,1012.00,0.00,1012.00,0.00,0.00,0.00,-44.00,-24.00
1967:Q1,135.00,33.00,720.00,0.00,0.00,92.00,0.00,8.00,84.00,0.00,0.00,544.00,0.00,8.00,536.00,0.00,84.00,612.00,-356.00,980.00,4.00,976.00,0.00,0.00,0.00,-12.00,-6.00
