1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q1,14163.00,14163.00,14163.00,26831.00,24234.00,2597.00,-12668.00,1956.00,12.00,0.00,0.00,0.00,0.00,0.00,-1356.00,0.00,-1356.00,2788.00,512.00,464.00,48.00,0.00,14624.00,12777.00,2164.00,2253.00,8360.00,644.00,0.00,4.00,0.00,1199.00
1966:Q2,14420.00,14420.00,14420.00,24561.00,24047.00,514.00,-10141.00,-428.00,-28.00,0.00,0.00,0.00,0.00,0.00,516.00,0.00,516.00,-1468.00,552.00,496.00,56.00,0.00,9713.00,10907.00,2804.00,123.00,7980.00,-2672.00,0.00,4.00,0.00,1474.00
1966:Q3,14666.00,14666.00,14666.00,25191.00,23861.00,1330.00,-10525.00,2760.00,-32.00,0.00,0.00,0.00,0.00,0.00,-420.00,0.00,-420.00,2620.00,592.00,520.00,72.00,0.00,13285.00,7247.00,672.00,675.00,5900.00,552.00,0.00,4.00,0.00,5483.00
1966:Q4,14909.00,14909.00,14909.00,25294.00,23162.00,2132.00,-10385.00,-84.00,8.00,0.00,0.00,0.00,0.00,0.00,1052.00,0.00,1052.00,-1696.00,552.00,520.00,32.00,0.00,10301.00,7806.00,3360.00,654.00,3792.00,-3336.00,0.00,4.00,0.00,5827.00
1967:Q1,15152.00,15152.00,15152.00,26017.00,22454.00,3563.00,-10865.00,2004.00,92.00,0.00,0.00,0.00,0.00,0.00,-1336.00,0.00,-1336.00,2636.00,612.00,564.00,48.00,0.00,12869.00,6396.00,392.00,1688.00,4316.00,-220.00,0.00,16.00,0.00,6677.00
1967:Q2,15391.00,15391.00,15391.00,25622.00,22990.00,2632.00,-10231.00,432.00,120.00,0.00,0.00,0.00,0.00,0.00,304.00,0.00,304.00,-672.00,680.00,584.00,96.00,0.00,10663.00,11809.00,1992.00,505.00,9312.00,-76.00,0.00,20.00,0.00,-1090.00
1967:Q3,15648.00,15648.00,15648.00,25112.00,23398.00,1714.00,-9464.00,2344.00,148.00,0.00,0.00,200.00,200.00,0.00,-412.00,0.00,-412.00,1760.00,648.00,612.00,36.00,0.00,11808.00,10440.00,400.00,556.00,9484.00,1584.00,0.00,20.00,0.00,-236.00
1967:Q4,15910.00,15910.00,15910.00,24938.00,24492.00,446.00,-9028.00,404.00,168.00,0.00,0.00,200.00,200.00,0.00,980.00,0.00,980.00,-1600.00,656.00,608.00,48.00,0.00,9432.00,12679.00,2656.00,1883.00,8140.00,-1652.00,0.00,20.00,0.00,-1615.00
1968:Q1,16206.00,16206.00,16206.00,29037.00,25412.00,3625.00,-12831.00,-4608.00,124.00,0.00,0.00,200.00,200.00,0.00,-1120.00,0.00,-1120.00,-4516.00,704.00,660.00,44.00,0.00,8223.00,6552.00,464.00,1072.00,5016.00,-9080.00,0.00,16.00,0.00,10736.00
1968:Q2,16511.00,16511.00,16511.00,31256.00,25867.00,5389.00,-14745.00,896.00,172.00,0.00,0.00,200.00,200.00,0.00,340.00,0.00,340.00,-628.00,812.00,684.00,128.00,0.00,15641.00,13663.00,2500.00,363.00,10800.00,644.00,0.00,16.00,0.00,1319.00
1968:Q3,16850.00,16850.00,16850.00,27905.00,26676.00,1229.00,-11055.00,2684.00,176.00,0.00,0.00,200.00,200.00,0.00,-580.00,0.00,-580.00,2108.00,780.00,748.00,32.00,0.00,13739.00,10428.00,368.00,508.00,9552.00,2368.00,0.00,20.00,0.00,923.00
1968:Q4,17214.00,17214.00,17214.00,27530.00,28368.00,-838.00,-10316.00,252.00,148.00,0.00,0.00,200.00,200.00,0.00,1280.00,0.00,1280.00,-2432.00,1056.00,832.00,224.00,0.00,10568.00,13243.00,2520.00,1239.00,9484.00,-2352.00,0.00,20.00,0.00,-343.00
1969:Q1,17628.00,17628.00,17628.00,32920.00,29973.00,2947.00,-15292.00,2412.00,108.00,0.00,0.00,200.00,200.00,0.00,-1288.00,0.00,-1288.00,2408.00,984.00,928.00,56.00,0.00,17704.00,11157.00,2944.00,1705.00,6508.00,900.00,0.00,20.00,0.00,5627.00
1969:Q2,18011.00,18011.00,18011.00,33094.00,30752.00,2342.00,-15083.00,2328.00,80.00,0.00,0.00,200.00,200.00,0.00,548.00,400.00,148.00,352.00,1148.00,1032.00,116.00,0.00,17411.00,18679.00,3180.00,1383.00,14116.00,1712.00,0.00,20.00,0.00,-3000.00
1969:Q3,18374.00,18374.00,18374.00,32286.00,31901.00,385.00,-13912.00,2880.00,64.00,0.00,0.00,200.00,200.00,0.00,72.00,400.00,-328.00,1440.00,1104.00,1068.00,36.00,0.00,16792.00,16551.00,2944.00,1319.00,12288.00,2104.00,0.00,24.00,0.00,-1887.00
1969:Q4,18722.00,18722.00,18722.00,31016.00,31806.00,-790.00,-12294.00,280.00,64.00,0.00,0.00,200.00,200.00,0.00,1308.00,400.00,908.00,-2380.00,1088.00,1040.00,48.00,0.00,12574.00,14882.00,1920.00,1798.00,11164.00,-2148.00,0.00,24.00,0.00,-184.00
1970:Q1,19063.00,19063.00,19063.00,33184.00,31630.00,1554.00,-14121.00,2340.00,112.00,800.00,0.00,200.00,200.00,0.00,-792.00,400.00,-1192.00,884.00,1136.00,1080.00,56.00,0.00,16461.00,-27922.00,-60.00,2158.00,-30020.00,84.00,0.00,32.00,30492.00,13776.00
1970:Q2,19423.00,19423.00,19423.00,32774.00,31801.00,973.00,-13351.00,1860.00,108.00,1600.00,0.00,200.00,200.00,0.00,656.00,400.00,256.00,-1884.00,1180.00,1108.00,72.00,0.00,15211.00,17428.00,1276.00,1212.00,14940.00,780.00,0.00,32.00,560.00,-3588.00
1970:Q3,19824.00,19824.00,19824.00,31718.00,32567.00,-849.00,-11894.00,2064.00,104.00,1600.00,0.00,200.00,200.00,0.00,808.00,400.00,408.00,-1768.00,1120.00,1096.00,24.00,0.00,13958.00,19191.00,-144.00,999.00,18336.00,-160.00,0.00,32.00,1368.00,-6473.00
1970:Q4,20251.00,20251.00,20251.00,30330.00,33707.00,-3377.00,-10079.00,1264.00,112.00,1600.00,0.00,200.00,200.00,0.00,1396.00,400.00,996.00,-3180.00,1136.00,1040.00,96.00,0.00,11343.00,17971.00,580.00,1663.00,15728.00,-3416.00,0.00,32.00,1904.00,-5148.00
1971:Q1,20724.00,20724.00,20724.00,38659.00,34908.00,3751.00,-17935.00,13600.00,112.00,1600.00,0.00,200.00,200.00,0.00,-392.00,1100.00,-1492.00,6840.00,5240.00,1172.00,68.00,4000.00,31535.00,15980.00,2312.00,2472.00,11196.00,6608.00,0.00,12.00,3016.00,5919.00
1971:Q2,21177.00,21177.00,21177.00,42235.00,37361.00,4874.00,-21058.00,8008.00,108.00,1600.00,0.00,200.00,200.00,0.00,1540.00,1200.00,340.00,-724.00,5284.00,1204.00,80.00,4000.00,29066.00,28115.00,2552.00,1231.00,24332.00,-2044.00,1244.00,16.00,1616.00,120.00
1971:Q3,21640.00,21640.00,21640.00,41833.00,38582.00,3251.00,-20193.00,9840.00,136.00,1600.00,0.00,240.00,240.00,0.00,1064.00,1200.00,-136.00,1512.00,5288.00,1264.00,24.00,4000.00,30033.00,21881.00,60.00,-67.00,21888.00,-660.00,1452.00,16.00,2740.00,4604.00
1971:Q4,22094.00,22094.00,22094.00,37707.00,39619.00,-1912.00,-15613.00,7848.00,192.00,1600.00,0.00,160.00,160.00,0.00,2020.00,1200.00,820.00,-1628.00,5504.00,1360.00,144.00,4000.00,23461.00,24298.00,3776.00,1066.00,19456.00,-3092.00,1452.00,16.00,4208.00,-3421.00
1972:Q1,22560.00,22560.00,22560.00,42198.00,42108.00,90.00,-19638.00,9420.00,240.00,1600.00,0.00,200.00,200.00,0.00,-164.00,1200.00,-1364.00,2052.00,5492.00,1452.00,40.00,4000.00,29058.00,19137.00,1992.00,1965.00,15180.00,900.00,1452.00,20.00,3680.00,3870.00
1972:Q2,23036.00,23036.00,23036.00,45991.00,42640.00,3351.00,-22955.00,10616.00,312.00,1600.00,0.00,200.00,200.00,0.00,1244.00,1100.00,144.00,752.00,6508.00,1568.00,140.00,4800.00,33571.00,37962.00,4048.00,286.00,33628.00,2136.00,1452.00,20.00,1140.00,-9139.00
1972:Q3,23538.00,23538.00,23538.00,46072.00,43324.00,2748.00,-22534.00,11724.00,304.00,1600.00,0.00,200.00,200.00,0.00,956.00,1100.00,-144.00,2248.00,6416.00,1588.00,28.00,4800.00,34258.00,28925.00,-324.00,1045.00,28204.00,2808.00,1452.00,20.00,2012.00,-959.00
1972:Q4,24065.00,24065.00,24065.00,45986.00,46062.00,-76.00,-21921.00,8184.00,216.00,1600.00,0.00,200.00,200.00,0.00,2136.00,1100.00,1036.00,-2464.00,6496.00,1516.00,180.00,4800.00,30105.00,39512.00,5308.00,1496.00,32708.00,-1264.00,1452.00,24.00,3904.00,-13523.00
1973:Q1,24645.00,24645.00,24645.00,46469.00,48449.00,-1980.00,-21824.00,12080.00,516.00,1624.00,0.00,132.00,132.00,0.00,-676.00,680.00,-1356.00,1880.00,8604.00,1468.00,112.00,7024.00,33904.00,35842.00,6676.00,9494.00,19672.00,1832.00,1456.00,104.00,3872.00,-9202.00
1973:Q2,25301.00,25301.00,25301.00,55790.00,49264.00,6526.00,-30489.00,8656.00,544.00,1620.00,0.00,112.00,112.00,0.00,848.00,516.00,332.00,2052.00,3480.00,1388.00,248.00,1844.00,39145.00,31238.00,6980.00,1534.00,22724.00,3592.00,1476.00,156.00,532.00,2151.00
1973:Q3,26070.00,26070.00,26070.00,52885.00,49471.00,3414.00,-26815.00,7676.00,596.00,1608.00,0.00,60.00,60.00,0.00,-300.00,124.00,-424.00,2492.00,3220.00,1376.00,208.00,1636.00,34491.00,8082.00,7796.00,1894.00,-1608.00,3744.00,1508.00,124.00,2508.00,18525.00
1973:Q4,26937.00,26937.00,26937.00,53799.00,48128.00,5671.00,-26862.00,7896.00,588.00,1600.00,0.00,28.00,28.00,0.00,496.00,-180.00,676.00,2840.00,2344.00,1428.00,112.00,804.00,34758.00,-3372.00,9212.00,1868.00,-14452.00,4264.00,1544.00,144.00,6236.00,25942.00
1974:Q1,27978.00,27978.00,27978.00,45470.00,46758.00,-1288.00,-17492.00,10352.00,1764.00,2088.00,0.00,64.00,64.00,0.00,-988.00,276.00,-1264.00,5816.00,1608.00,1492.00,92.00,24.00,27844.00,32985.00,9532.00,3781.00,19672.00,9056.00,1736.00,152.00,4308.00,-20393.00
1974:Q2,29010.00,29010.00,29010.00,48575.00,45681.00,2894.00,-19565.00,8932.00,964.00,1880.00,0.00,60.00,60.00,0.00,388.00,208.00,180.00,4368.00,1272.00,1552.00,420.00,-700.00,28497.00,44620.00,9632.00,2380.00,32608.00,6552.00,1668.00,152.00,3432.00,-27927.00
1974:Q3,30095.00,30095.00,30095.00,45767.00,45194.00,573.00,-15672.00,1800.00,-616.00,1364.00,0.00,48.00,48.00,0.00,-456.00,48.00,-504.00,756.00,704.00,1520.00,196.00,-1012.00,17472.00,42399.00,8168.00,4519.00,29712.00,616.00,1488.00,156.00,6412.00,-33598.00
1974:Q4,31230.00,31230.00,31230.00,38503.00,43310.00,-4807.00,-7273.00,-2136.00,-1744.00,952.00,0.00,48.00,48.00,0.00,72.00,-100.00,172.00,-2132.00,668.00,1388.00,196.00,-916.00,5137.00,28424.00,5876.00,3636.00,18912.00,-3804.00,1348.00,156.00,8160.00,-29147.00
1975:Q1,32516.00,32516.00,32516.00,46140.00,41368.00,4772.00,-13624.00,460.00,-120.00,372.00,0.00,-40.00,-40.00,0.00,-2212.00,-460.00,-1752.00,1620.00,840.00,1744.00,160.00,-1064.00,14084.00,22896.00,4524.00,2512.00,15860.00,1468.00,1208.00,-20.00,3124.00,-14591.00
1975:Q2,33531.00,33531.00,33531.00,42377.00,41337.00,1040.00,-8846.00,2208.00,220.00,348.00,0.00,-8.00,-8.00,0.00,-272.00,-328.00,56.00,1476.00,444.00,1812.00,124.00,-1492.00,11054.00,24530.00,1840.00,4830.00,17860.00,1768.00,1148.00,-20.00,4.00,-16376.00
1975:Q3,34365.00,34365.00,34365.00,42807.00,42324.00,483.00,-8442.00,2548.00,880.00,276.00,0.00,68.00,68.00,0.00,-532.00,-24.00,-508.00,1116.00,740.00,1884.00,124.00,-1268.00,10990.00,17613.00,3276.00,4029.00,10308.00,1524.00,996.00,-20.00,1580.00,-10703.00
1975:Q4,35022.00,35022.00,35022.00,45275.00,43198.00,2077.00,-10253.00,5548.00,1344.00,220.00,0.00,124.00,124.00,0.00,792.00,248.00,544.00,840.00,2228.00,2004.00,628.00,-404.00,15801.00,16368.00,4240.00,4856.00,7272.00,488.00,876.00,-24.00,7412.00,-9318.00
1976:Q1,35585.00,35585.00,35585.00,45830.00,44653.00,1177.00,-10245.00,3832.00,1104.00,472.00,0.00,-100.00,-100.00,0.00,-1020.00,296.00,-1316.00,-36.00,3412.00,2768.00,228.00,416.00,14077.00,33424.00,5192.00,4724.00,23508.00,2468.00,1168.00,16.00,-1164.00,-21834.00
1976:Q2,36191.00,36191.00,36191.00,47072.00,46161.00,911.00,-10881.00,8184.00,1428.00,844.00,0.00,36.00,36.00,0.00,700.00,544.00,156.00,496.00,4680.00,3292.00,232.00,1156.00,19065.00,26247.00,5092.00,3975.00,17180.00,3776.00,1172.00,16.00,496.00,-12642.00
1976:Q3,36924.00,36924.00,36924.00,51055.00,47118.00,3937.00,-14131.00,12024.00,2272.00,1768.00,0.00,376.00,376.00,0.00,628.00,1116.00,-488.00,1828.00,5152.00,3484.00,144.00,1524.00,26155.00,29230.00,4744.00,6774.00,17712.00,2980.00,1188.00,16.00,1832.00,-9092.00
1976:Q4,37781.00,37781.00,37781.00,48611.00,49983.00,-1372.00,-10830.00,16988.00,2984.00,2524.00,0.00,652.00,652.00,0.00,2540.00,1640.00,900.00,2904.00,5384.00,3356.00,508.00,1520.00,27818.00,29039.00,6804.00,4399.00,17836.00,2784.00,1204.00,12.00,3820.00,-9041.00
1977:Q1,38848.00,38848.00,38848.00,52216.00,51716.00,500.00,-13368.00,9808.00,2148.00,1844.00,0.00,684.00,684.00,0.00,-600.00,676.00,-1276.00,116.00,5616.00,3620.00,304.00,1692.00,23176.00,44048.00,7960.00,11296.00,24792.00,6224.00,1120.00,-16.00,1156.00,-29356.00
1977:Q2,39906.00,39906.00,39906.00,61997.00,55518.00,6479.00,-22091.00,15660.00,2384.00,2160.00,0.00,768.00,768.00,0.00,532.00,948.00,-416.00,3792.00,6024.00,3800.00,200.00,2024.00,37751.00,45656.00,9028.00,3844.00,32784.00,4900.00,1104.00,-16.00,-3836.00,-10056.00
1977:Q3,41030.00,41030.00,41030.00,64621.00,57700.00,6921.00,-23591.00,19276.00,2900.00,2952.00,0.00,980.00,980.00,0.00,760.00,1608.00,-848.00,5580.00,6104.00,3972.00,72.00,2060.00,42867.00,39869.00,7980.00,4913.00,26976.00,2692.00,1072.00,-16.00,828.00,-1578.00
1977:Q4,42211.00,42211.00,42211.00,71278.00,60623.00,10655.00,-29067.00,24288.00,3296.00,3592.00,0.00,1156.00,1156.00,0.00,2804.00,2200.00,604.00,7020.00,6420.00,4124.00,508.00,1788.00,53355.00,41342.00,8320.00,5674.00,27348.00,580.00,1048.00,-20.00,1640.00,8765.00
1978:Q1,43548.00,43548.00,43548.00,64353.00,62142.00,2211.00,-20805.00,19016.00,3192.00,2152.00,0.00,1280.00,1280.00,0.00,-68.00,1988.00,-2056.00,6332.00,6128.00,4264.00,316.00,1548.00,39821.00,45326.00,11912.00,8426.00,24988.00,2136.00,376.00,132.00,6124.00,-14273.00
1978:Q2,44914.00,44914.00,44914.00,72504.00,69617.00,2887.00,-27590.00,21176.00,3232.00,2648.00,0.00,1076.00,1076.00,0.00,1684.00,2228.00,-544.00,6216.00,6320.00,4520.00,464.00,1336.00,48766.00,60599.00,16168.00,11427.00,33004.00,3608.00,660.00,160.00,2388.00,-18649.00
1978:Q3,46388.00,46388.00,46388.00,83480.00,74881.00,8599.00,-37092.00,22216.00,3300.00,3888.00,0.00,568.00,568.00,0.00,2264.00,2840.00,-576.00,5924.00,6272.00,4576.00,380.00,1316.00,59308.00,65290.00,17796.00,11850.00,35644.00,4440.00,1360.00,192.00,708.00,-12681.00
1978:Q4,47977.00,47977.00,47977.00,82050.00,80248.00,1802.00,-34073.00,24764.00,3368.00,4892.00,0.00,164.00,164.00,0.00,4384.00,3364.00,1020.00,5696.00,6260.00,4428.00,344.00,1488.00,58837.00,62366.00,16216.00,10330.00,35820.00,4156.00,1924.00,220.00,3740.00,-13569.00
1979:Q1,49717.00,49717.00,49717.00,91116.00,85230.00,5886.00,-41399.00,22180.00,3016.00,5916.00,0.00,32.00,32.00,0.00,1400.00,3424.00,-2024.00,5612.00,6204.00,4284.00,248.00,1672.00,63579.00,53208.00,15652.00,9624.00,27932.00,7680.00,2264.00,428.00,7956.00,-7957.00
1979:Q2,51471.00,51471.00,51471.00,93971.00,88650.00,5321.00,-42500.00,23036.00,2972.00,5848.00,0.00,-132.00,-132.00,0.00,2800.00,3204.00,-404.00,5020.00,6528.00,4164.00,488.00,1876.00,65536.00,93667.00,16448.00,16823.00,60396.00,8668.00,2496.00,428.00,1640.00,-41363.00
1979:Q3,53273.00,53273.00,53273.00,99623.00,92909.00,6714.00,-46350.00,20052.00,2824.00,5676.00,0.00,-540.00,-540.00,0.00,2144.00,2664.00,-520.00,3548.00,6400.00,4220.00,356.00,1824.00,66402.00,81196.00,16452.00,8468.00,56276.00,8640.00,3076.00,428.00,3224.00,-30162.00
1979:Q4,55122.00,55122.00,55122.00,93860.00,92774.00,1086.00,-38738.00,19476.00,2724.00,5548.00,0.00,-876.00,-876.00,0.00,2904.00,2256.00,648.00,2364.00,6812.00,4432.00,864.00,1516.00,58214.00,67178.00,14376.00,14402.00,38400.00,8060.00,3540.00,428.00,14928.00,-35920.00
1980:Q1,57047.00,57047.00,57047.00,89873.00,89480.00,393.00,-32826.00,5348.00,3032.00,1072.00,0.00,-680.00,-680.00,0.00,-2784.00,-888.00,-1896.00,1952.00,2756.00,3800.00,560.00,-1604.00,38174.00,72177.00,3608.00,15485.00,53084.00,6872.00,4300.00,1140.00,6244.00,-52559.00
1980:Q2,58960.00,58960.00,58960.00,77663.00,81346.00,-3683.00,-18703.00,2300.00,2948.00,1828.00,0.00,-504.00,-504.00,0.00,-784.00,-48.00,-736.00,2104.00,-3292.00,3744.00,500.00,-7536.00,21003.00,54786.00,-3076.00,5046.00,52816.00,6060.00,3592.00,1064.00,9812.00,-54311.00
1980:Q3,60891.00,60891.00,60891.00,71070.00,84613.00,-13543.00,-10179.00,12656.00,2732.00,3716.00,0.00,-64.00,-64.00,0.00,1744.00,2044.00,-300.00,2492.00,2036.00,3636.00,364.00,-1964.00,22835.00,60783.00,2008.00,7695.00,51080.00,5676.00,1828.00,1276.00,5052.00,-51780.00
1980:Q4,62836.00,62836.00,62836.00,86714.00,92680.00,-5966.00,-23878.00,34364.00,2608.00,5232.00,0.00,284.00,284.00,0.00,3756.00,3756.00,0.00,2804.00,19680.00,3500.00,1084.00,15096.00,58242.00,65010.00,9056.00,12274.00,43680.00,4176.00,412.00,1324.00,6004.00,-18684.00
1981:Q1,64815.00,64815.00,64815.00,106586.00,97517.00,9069.00,-41771.00,30640.00,1952.00,1756.00,0.00,656.00,656.00,0.00,6456.00,6756.00,-300.00,2156.00,17664.00,3204.00,400.00,14060.00,72411.00,75010.00,9324.00,18274.00,47412.00,6024.00,-1168.00,1288.00,-5524.00,-3219.00
1981:Q2,66732.00,66732.00,66732.00,111747.00,102439.00,9308.00,-45015.00,31492.00,2120.00,1244.00,0.00,688.00,688.00,0.00,7200.00,7300.00,-100.00,3108.00,17132.00,2956.00,616.00,13560.00,76507.00,63897.00,13812.00,13681.00,36404.00,9024.00,-1332.00,1300.00,-5460.00,9078.00
1981:Q3,68602.00,68602.00,68602.00,117894.00,104169.00,13725.00,-49292.00,33172.00,2460.00,1180.00,0.00,764.00,764.00,0.00,8668.00,8668.00,0.00,5488.00,14612.00,2936.00,616.00,11060.00,82464.00,53924.00,12992.00,8024.00,32908.00,5732.00,-1748.00,1424.00,2300.00,20832.00
1981:Q4,70433.00,70433.00,70433.00,113030.00,105408.00,7622.00,-42597.00,36052.00,2752.00,1696.00,0.00,828.00,828.00,0.00,9664.00,9764.00,-100.00,7392.00,13720.00,3140.00,1020.00,9560.00,78649.00,66039.00,9484.00,4483.00,52072.00,3408.00,-2088.00,2140.00,3456.00,5694.00
1982:Q1,72301.00,72301.00,72301.00,102307.00,98847.00,3460.00,-30006.00,7084.00,1280.00,2044.00,0.00,-872.00,-872.00,0.00,6116.00,6116.00,0.00,6772.00,-8256.00,3516.00,756.00,-12528.00,37090.00,49625.00,-3392.00,4077.00,48940.00,2656.00,120.00,904.00,28452.00,-44667.00
1982:Q2,73654.00,73654.00,73654.00,98051.00,94430.00,3621.00,-24397.00,9112.00,2284.00,2232.00,0.00,-540.00,-540.00,0.00,5416.00,5516.00,-100.00,7480.00,-7760.00,4440.00,-172.00,-12028.00,33509.00,63698.00,-8804.00,5730.00,66772.00,9744.00,668.00,1024.00,27640.00,-69265.00
1982:Q3,74576.00,74576.00,74576.00,98264.00,90057.00,8207.00,-23688.00,14468.00,4728.00,2492.00,0.00,276.00,276.00,0.00,4020.00,4020.00,0.00,8448.00,-5496.00,3676.00,356.00,-9528.00,38156.00,67762.00,-8496.00,4466.00,71792.00,5468.00,2036.00,1436.00,27956.00,-66502.00
1982:Q4,75060.00,75060.00,75060.00,91198.00,88969.00,2229.00,-16138.00,16284.00,6692.00,2832.00,0.00,920.00,920.00,0.00,2836.00,2836.00,0.00,9224.00,-6220.00,1208.00,600.00,-8028.00,32422.00,50423.00,-5544.00,-1213.00,57180.00,-160.00,3140.00,1580.00,30256.00,-52817.00
1983:Q1,75236.00,75236.00,75236.00,81562.00,89652.00,-8090.00,-6326.00,26092.00,7968.00,3236.00,0.00,2972.00,2972.00,0.00,2192.00,2192.00,0.00,7824.00,1900.00,-2056.00,96.00,3860.00,32418.00,75627.00,260.00,3771.00,71596.00,-6816.00,2012.00,2460.00,11064.00,-51929.00
1983:Q2,75441.00,75441.00,75441.00,80137.00,91882.00,-11745.00,-4696.00,23960.00,8192.00,3712.00,0.00,2896.00,2896.00,0.00,3060.00,3060.00,0.00,7652.00,-1552.00,-5820.00,-92.00,4360.00,28656.00,58732.00,-1408.00,3340.00,56800.00,3660.00,1944.00,1116.00,13668.00,-50464.00
1983:Q3,75790.00,75790.00,75790.00,68471.00,97125.00,-28654.00,7319.00,29164.00,8700.00,3836.00,0.00,2700.00,2700.00,0.00,5200.00,5200.00,0.00,7220.00,1508.00,-5492.00,140.00,6860.00,21845.00,67896.00,984.00,4112.00,62800.00,1800.00,1776.00,1356.00,12040.00,-63023.00
1983:Q4,76281.00,76281.00,76281.00,95329.00,101901.00,-6572.00,-19048.00,36428.00,9080.00,3616.00,0.00,2548.00,2548.00,0.00,6924.00,6924.00,0.00,6884.00,7376.00,-1120.00,132.00,8364.00,55476.00,83042.00,8648.00,3102.00,71292.00,1068.00,1652.00,236.00,13716.00,-44238.00
1984:Q1,77076.00,77076.00,77076.00,115092.00,106928.00,8164.00,-38016.00,52280.00,3724.00,3332.00,0.00,464.00,464.00,0.00,9868.00,9868.00,0.00,7960.00,26932.00,34308.00,24.00,-7400.00,90296.00,109184.00,19412.00,8424.00,81348.00,-276.00,428.00,1800.00,12628.00,-33468.00
1984:Q2,77785.00,77785.00,77785.00,119951.00,111890.00,8061.00,-42166.00,19480.00,4180.00,2992.00,0.00,64.00,64.00,0.00,9920.00,9920.00,0.00,7532.00,-5208.00,2656.00,32.00,-7896.00,61646.00,118625.00,16708.00,1089.00,100828.00,7424.00,684.00,1128.00,1672.00,-67887.00
1984:Q3,78557.00,78557.00,78557.00,124069.00,114817.00,9252.00,-45512.00,17092.00,5532.00,3232.00,0.00,-940.00,-940.00,0.00,10052.00,10052.00,0.00,6460.00,-7244.00,3004.00,152.00,-10400.00,62604.00,115705.00,18048.00,5929.00,91728.00,6952.00,1324.00,332.00,13324.00,-75033.00
1984:Q4,79393.00,79393.00,79393.00,124371.00,117772.00,6599.00,-44978.00,17296.00,6744.00,4044.00,0.00,-1756.00,-1756.00,0.00,10184.00,10184.00,0.00,5604.00,-7524.00,4260.00,112.00,-11896.00,62274.00,111144.00,16912.00,-856.00,95088.00,5280.00,1844.00,1008.00,10692.00,-67694.00
1985:Q1,80456.00,80456.00,80456.00,129469.00,121750.00,7719.00,-49013.00,32068.00,9248.00,5080.00,0.00,-52.00,-52.00,0.00,6792.00,6792.00,0.00,5456.00,5544.00,8008.00,64.00,-2528.00,81081.00,103286.00,6088.00,854.00,96344.00,348.00,2496.00,1424.00,23912.00,-50386.00
1985:Q2,81442.00,81442.00,81442.00,127818.00,123064.00,4754.00,-46376.00,32808.00,10428.00,6344.00,0.00,80.00,80.00,0.00,5936.00,5936.00,0.00,5076.00,4944.00,7452.00,-484.00,-2024.00,79184.00,105229.00,2900.00,-39.00,102368.00,8284.00,2876.00,-360.00,17104.00,-53950.00
1985:Q3,82514.00,82514.00,82514.00,130645.00,124093.00,6552.00,-48131.00,35496.00,13192.00,6132.00,0.00,400.00,400.00,0.00,3816.00,3816.00,0.00,4124.00,7832.00,7780.00,-420.00,472.00,83627.00,53658.00,-180.00,3414.00,50424.00,3732.00,3824.00,160.00,57480.00,-35227.00
1985:Q4,83657.00,83657.00,83657.00,135620.00,130192.00,5428.00,-51963.00,35212.00,24056.00,4444.00,0.00,664.00,664.00,0.00,2144.00,2144.00,0.00,3364.00,540.00,-1100.00,-336.00,1976.00,87175.00,19427.00,-600.00,-12061.00,32088.00,-17448.00,4584.00,1324.00,18100.00,61188.00
1986:Q1,85057.00,85057.00,85057.00,130433.00,126698.00,3735.00,-45376.00,29256.00,5584.00,3120.00,0.00,2684.00,2684.00,0.00,-660.00,-660.00,0.00,8992.00,9536.00,7400.00,-800.00,2936.00,74632.00,79167.00,3356.00,2203.00,73608.00,2560.00,960.00,864.00,13412.00,-22330.00
1986:Q2,86255.00,86255.00,86255.00,126253.00,128540.00,-2287.00,-39998.00,32756.00,2300.00,2152.00,240.00,2332.00,2332.00,0.00,5092.00,5092.00,0.00,9028.00,11612.00,8088.00,84.00,3440.00,72754.00,76457.00,-3484.00,1321.00,78620.00,-14076.00,1248.00,756.00,3688.00,4681.00
1986:Q3,87418.00,87418.00,87418.00,125699.00,128779.00,-3080.00,-38281.00,30032.00,936.00,1224.00,104.00,2088.00,2088.00,0.00,4672.00,4672.00,0.00,8244.00,12764.00,7612.00,-784.00,5936.00,68313.00,63363.00,-196.00,-4121.00,67680.00,-4208.00,1956.00,524.00,5808.00,870.00
1986:Q4,88547.00,88547.00,88547.00,126893.00,129081.00,-2188.00,-38346.00,12296.00,1500.00,336.00,76.00,964.00,964.00,0.00,-6332.00,-6332.00,0.00,5832.00,9920.00,3384.00,-904.00,7440.00,50642.00,49602.00,2700.00,-2718.00,49620.00,7276.00,2528.00,2304.00,11020.00,-22089.00
