date,FA893065105.Q,FA153165105.Q,FA103165105.Q,FA113165105.Q,FA893065105.Q,FA153065103.Q,FA103065105.Q,FA113065103.Q,FA313065105.Q,FA213065103.Q,FA763065105.Q,FA753065103.Q,FA743065103.Q,FA473065100.Q,FA543065105.Q,FA573065103.Q,FA223065143.Q,FA403065105.Q,FA413065105.Q,FA673065105.Q,FA613065105.Q,FA643065105.Q,FV893065153.Q,FA893065125.Q,FA763065125.Q,FA753065203.Q,FA473065125.Q,FA673065123.Q,FA613065123.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q3,195014.00,164054.00,3646.00,27314.00,195014.00,-8924.00,-7568.00,-284.00,-3436.00,3380.00,71767.00,0.00,1236.00,5562.00,-2916.00,664.00,568.00,-3987.00,122638.00,22580.00,-6262.00,-4.00,0.00,23580.00,14168.00,0.00,-636.00,868.00,9180.00
1996:Q4,191183.00,191171.00,-2231.00,2243.00,191183.00,-8924.00,-7960.00,-320.00,-180.00,3092.00,55329.00,0.00,-216.00,12345.00,-1496.00,296.00,584.00,-4242.00,123259.00,6024.00,10204.00,3388.00,0.00,34552.00,19392.00,0.00,8312.00,604.00,6244.00
1997:Q1,252057.00,238645.00,-2580.00,15992.00,252057.00,-8924.00,4844.00,-1048.00,-5280.00,2292.00,84800.00,0.00,-616.00,8805.00,-24.00,800.00,604.00,-12799.00,125319.00,36876.00,13504.00,2904.00,0.00,24936.00,14728.00,0.00,3892.00,1104.00,5212.00
1997:Q2,195112.00,182548.00,1621.00,10943.00,195112.00,-8924.00,5224.00,-408.00,-144.00,2852.00,107784.00,0.00,-244.00,7668.00,636.00,848.00,620.00,-8366.00,76358.00,17984.00,-12761.00,5984.00,0.00,48192.00,39064.00,0.00,3012.00,928.00,5188.00
1997:Q3,318586.00,288254.00,1187.00,29145.00,318586.00,-8924.00,5508.00,-568.00,-2792.00,3708.00,74173.00,0.00,400.00,12868.00,-272.00,924.00,640.00,-3205.00,92138.00,58776.00,80752.00,4460.00,0.00,39120.00,26404.00,0.00,3936.00,1644.00,7136.00
1997:Q4,172589.00,154165.00,1012.00,17412.00,172589.00,-8924.00,5508.00,-444.00,16.00,2968.00,32935.00,0.00,736.00,10311.00,740.00,532.00,664.00,5614.00,143249.00,40152.00,-71983.00,10516.00,0.00,25468.00,13076.00,0.00,3264.00,1520.00,7608.00
1998:Q1,373902.00,320686.00,770.00,52446.00,373902.00,-8924.00,-2644.00,2720.00,-836.00,3256.00,156320.00,0.00,1140.00,10341.00,-1276.00,180.00,1412.00,9400.00,99437.00,60720.00,36120.00,6536.00,0.00,4164.00,-2964.00,0.00,1048.00,1764.00,4316.00
1998:Q2,316781.00,268389.00,1146.00,47246.00,316781.00,-8924.00,-2708.00,2720.00,-676.00,3396.00,-17156.00,0.00,1536.00,10662.00,-756.00,212.00,2572.00,-2624.00,233983.00,74932.00,8909.00,10704.00,0.00,14780.00,10836.00,0.00,884.00,2320.00,740.00
1998:Q3,301289.00,241505.00,2387.00,57397.00,301289.00,-8916.00,-2684.00,2720.00,-428.00,-18572.00,-3215.00,0.00,920.00,7784.00,-1244.00,596.00,1048.00,-2931.00,222154.00,80116.00,25053.00,-1112.00,0.00,16656.00,2576.00,0.00,1644.00,2320.00,10116.00
1998:Q4,434187.00,375255.00,1181.00,57751.00,434187.00,7092.00,-2688.00,2720.00,596.00,8676.00,117647.00,0.00,636.00,12685.00,1004.00,-568.00,1164.00,18682.00,172887.00,56492.00,50090.00,-12928.00,0.00,16204.00,3080.00,0.00,-620.00,2004.00,11740.00
1999:Q1,462342.00,419406.00,1398.00,41538.00,462342.00,7092.00,-6508.00,-852.00,-1048.00,2288.00,7022.00,0.00,-2076.00,11335.00,1616.00,712.00,492.00,-16278.00,384372.00,48556.00,31490.00,-5872.00,0.00,4708.00,-668.00,0.00,2180.00,1832.00,1364.00
1999:Q2,388003.00,339915.00,1952.00,46136.00,388003.00,7092.00,-6796.00,-852.00,-928.00,824.00,50635.00,0.00,2364.00,13987.00,1664.00,712.00,1504.00,-12490.00,265354.00,45212.00,20981.00,-1260.00,0.00,10264.00,4808.00,0.00,964.00,1840.00,2652.00
1999:Q3,466178.00,410222.00,2882.00,53074.00,466178.00,7092.00,-7080.00,-852.00,1260.00,704.00,191822.00,0.00,1068.00,15756.00,776.00,712.00,-144.00,-6679.00,221627.00,12864.00,26780.00,472.00,0.00,50392.00,31752.00,0.00,8164.00,1180.00,9296.00
1999:Q4,393629.00,347381.00,2312.00,43936.00,393629.00,7092.00,-7080.00,-852.00,-964.00,5260.00,139209.00,0.00,1040.00,13991.00,-3496.00,712.00,2344.00,-6182.00,186974.00,20868.00,32893.00,1820.00,0.00,32280.00,29792.00,0.00,3420.00,1188.00,-2120.00
2000:Q1,395348.00,359476.00,1982.00,33890.00,395348.00,7092.00,1236.00,-236.00,-252.00,784.00,205224.00,0.00,1440.00,15824.00,-1864.00,1056.00,-1820.00,10393.00,126202.00,2376.00,41604.00,-13712.00,0.00,59764.00,50420.00,0.00,9276.00,-1360.00,1428.00
2000:Q2,431542.00,384258.00,2177.00,45107.00,431542.00,7092.00,1236.00,-236.00,-160.00,-1532.00,202952.00,0.00,2204.00,15368.00,-216.00,1048.00,736.00,25514.00,145075.00,5692.00,28272.00,-1504.00,0.00,83980.00,63608.00,0.00,7732.00,5008.00,7632.00
2000:Q3,450113.00,404513.00,2608.00,42992.00,450113.00,7092.00,1236.00,-236.00,-1984.00,308.00,115649.00,0.00,1548.00,9171.00,-416.00,1212.00,-3740.00,13110.00,221707.00,52920.00,33265.00,-728.00,0.00,75348.00,57012.00,0.00,9276.00,1484.00,7576.00
2000:Q4,423079.00,385903.00,1139.00,36037.00,423079.00,7092.00,1236.00,-232.00,-388.00,-2152.00,547.00,0.00,-1036.00,10937.00,-852.00,1148.00,456.00,15488.00,270520.00,63376.00,54835.00,2104.00,0.00,75292.00,63164.00,0.00,2904.00,3216.00,6008.00
2001:Q1,503320.00,454236.00,3475.00,45609.00,503320.00,7092.00,1500.00,1208.00,-424.00,-1196.00,170377.00,0.00,-8128.00,13706.00,-504.00,-3564.00,-200.00,14234.00,148025.00,71924.00,88322.00,948.00,0.00,14048.00,4156.00,0.00,2744.00,4024.00,3124.00
2001:Q2,619651.00,574711.00,2646.00,42294.00,619651.00,7092.00,1548.00,1212.00,-628.00,2320.00,68117.00,0.00,1772.00,13766.00,896.00,-3408.00,-1696.00,20165.00,413198.00,67820.00,28558.00,-1080.00,0.00,68528.00,54884.00,0.00,3180.00,2900.00,7564.00
2001:Q3,618561.00,573129.00,1558.00,43874.00,618561.00,7068.00,1564.00,1212.00,-1012.00,-4356.00,-28276.00,0.00,532.00,23596.00,696.00,-2856.00,648.00,13975.00,482624.00,87016.00,33491.00,2640.00,0.00,49360.00,30588.00,0.00,12396.00,2176.00,4200.00
2001:Q4,470748.00,430574.00,720.00,39455.00,470748.00,6088.00,1568.00,1208.00,-328.00,1544.00,131642.00,0.00,2100.00,11812.00,348.00,-2380.00,188.00,38271.00,247725.00,89496.00,-59171.00,636.00,0.00,-7956.00,25432.00,0.00,-1460.00,-1336.00,-30592.00
2002:Q1,695549.00,655645.00,-168.00,40072.00,695549.00,6088.00,1884.00,-224.00,-660.00,-3048.00,-63409.00,0.00,92.00,26047.00,-180.00,-2236.00,-44.00,25614.00,512401.00,123028.00,68904.00,1292.00,0.00,52848.00,44020.00,0.00,-2848.00,8676.00,3000.00
2002:Q2,616579.00,571879.00,764.00,43936.00,616579.00,6088.00,1904.00,-228.00,-1560.00,-3268.00,90246.00,0.00,1728.00,13250.00,696.00,-1996.00,-128.00,27821.00,347222.00,104032.00,22917.00,7856.00,0.00,102076.00,84136.00,0.00,9852.00,952.00,7136.00
2002:Q3,809416.00,751280.00,1949.00,56187.00,809416.00,6088.00,1924.00,-228.00,-556.00,-4556.00,375600.00,0.00,2124.00,9342.00,60.00,-1528.00,2856.00,47929.00,162314.00,86392.00,108462.00,13192.00,0.00,81056.00,56880.00,0.00,5764.00,4032.00,14380.00
2002:Q4,903108.00,845240.00,218.00,57650.00,903108.00,6088.00,1928.00,-224.00,-864.00,-16.00,429820.00,0.00,1976.00,16585.00,-4844.00,-1576.00,244.00,80924.00,238778.00,12800.00,103313.00,18176.00,0.00,11176.00,-4060.00,0.00,-704.00,-3300.00,19240.00
2003:Q1,703616.00,716988.00,1456.00,-14828.00,703616.00,6088.00,1168.00,44.00,-1016.00,-160.00,179952.00,0.00,3640.00,20408.00,-284.00,-1488.00,288.00,95686.00,273336.00,99536.00,32182.00,-5764.00,0.00,63704.00,65592.00,0.00,-2244.00,532.00,-176.00
2003:Q2,851792.00,916716.00,1710.00,-66634.00,851792.00,6088.00,1188.00,40.00,-1028.00,7832.00,267965.00,0.00,2164.00,10740.00,-1952.00,-1304.00,2160.00,120126.00,264341.00,59648.00,86741.00,27044.00,0.00,79064.00,54176.00,0.00,4216.00,-316.00,20988.00
2003:Q3,889037.00,948705.00,1802.00,-61470.00,889037.00,6088.00,1216.00,44.00,-1004.00,936.00,247763.00,0.00,1708.00,27105.00,1268.00,-944.00,-1936.00,139422.00,277103.00,125128.00,39987.00,25152.00,0.00,92228.00,77248.00,0.00,3764.00,1212.00,10004.00
2003:Q4,812711.00,905931.00,2761.00,-95981.00,812711.00,6088.00,1216.00,40.00,-392.00,3760.00,111800.00,0.00,2580.00,25539.00,7664.00,-752.00,-1516.00,21478.00,418268.00,210004.00,-20509.00,27444.00,0.00,135612.00,122288.00,0.00,9152.00,2952.00,1220.00
2004:Q1,856234.00,732266.00,4118.00,119850.00,856234.00,6088.00,13760.00,1640.00,-532.00,3456.00,410484.00,0.00,2236.00,21566.00,184.00,-784.00,-1936.00,-10955.00,8342.00,296320.00,85069.00,21296.00,0.00,102204.00,75684.00,0.00,7152.00,8252.00,11116.00
2004:Q2,1098242.00,1014754.00,3998.00,79490.00,1098242.00,6088.00,13756.00,1640.00,-580.00,12788.00,370181.00,0.00,4380.00,31737.00,-216.00,-36.00,-1872.00,-13406.00,77625.00,369408.00,186593.00,40156.00,0.00,221948.00,169252.00,0.00,14740.00,7176.00,30780.00
2004:Q3,995204.00,907992.00,5582.00,81630.00,995204.00,6072.00,13924.00,1636.00,-448.00,4792.00,370872.00,0.00,3516.00,24699.00,-104.00,4.00,-860.00,-15663.00,54778.00,477616.00,59122.00,-4752.00,0.00,222280.00,188904.00,0.00,17392.00,2660.00,13324.00
2004:Q4,1137812.00,1082628.00,5083.00,50101.00,1137812.00,8000.00,13920.00,1640.00,-340.00,8768.00,407927.00,0.00,3424.00,24938.00,-1288.00,-100.00,-3100.00,-2044.00,34595.00,417312.00,76416.00,147744.00,0.00,183788.00,138816.00,0.00,9484.00,11852.00,23636.00
2005:Q1,885232.00,824904.00,6014.00,54314.00,885232.00,10000.00,976.00,1924.00,-480.00,5028.00,265601.00,0.00,19112.00,28029.00,-184.00,-72.00,-2020.00,-56911.00,88470.00,475676.00,22054.00,28028.00,0.00,116828.00,89852.00,0.00,6856.00,13516.00,6604.00
2005:Q2,1192150.00,1108626.00,8198.00,75326.00,1192150.00,8000.00,988.00,1924.00,-224.00,4184.00,350883.00,0.00,-292.00,24994.00,340.00,-44.00,-2808.00,-50101.00,168734.00,574988.00,67012.00,43572.00,0.00,195968.00,156576.00,0.00,15008.00,15648.00,8736.00
2005:Q3,1225138.00,1145930.00,7596.00,71612.00,1225138.00,4000.00,1000.00,1924.00,-604.00,14524.00,339792.00,0.00,756.00,27108.00,64.00,-40.00,3712.00,-56653.00,150137.00,671160.00,30161.00,38096.00,0.00,123120.00,72304.00,0.00,15892.00,21848.00,13076.00
2005:Q4,1212800.00,1135084.00,8716.00,69000.00,1212800.00,-2000.00,1000.00,1928.00,-408.00,8220.00,201153.00,0.00,-16580.00,29652.00,-2628.00,-40.00,-1144.00,-55312.00,268703.00,638788.00,151972.00,-10504.00,0.00,130000.00,64848.00,0.00,10272.00,26232.00,28648.00
2006:Q1,1274576.00,1174048.00,10310.00,90218.00,1274576.00,-8000.00,-4988.00,-556.00,-56.00,2000.00,247564.00,0.00,-2164.00,28980.00,1548.00,-32.00,-516.00,-16966.00,337002.00,579128.00,81044.00,30588.00,0.00,123296.00,57120.00,0.00,8168.00,43540.00,14468.00
2006:Q2,1322615.00,1228199.00,8960.00,85456.00,1322615.00,-16000.00,-5044.00,-556.00,864.00,7988.00,347982.00,0.00,9424.00,30561.00,2788.00,-40.00,256.00,14467.00,277891.00,580600.00,63059.00,8376.00,0.00,209716.00,148756.00,0.00,15628.00,37704.00,7628.00
2006:Q3,1020050.00,939294.00,7976.00,72780.00,1020050.00,-20000.00,-5100.00,-556.00,-92.00,13940.00,163073.00,0.00,-4332.00,28177.00,2116.00,-36.00,1472.00,10079.00,276149.00,519696.00,49545.00,-14080.00,0.00,147544.00,81008.00,0.00,16388.00,35020.00,15128.00
2006:Q4,702559.00,648619.00,5677.00,48263.00,702559.00,-16000.00,-5100.00,-556.00,-104.00,9592.00,54534.00,0.00,760.00,17938.00,4992.00,-104.00,1524.00,7304.00,320010.00,415164.00,12597.00,-119992.00,0.00,121560.00,75208.00,0.00,3880.00,41032.00,1440.00
2007:Q1,887722.00,823198.00,6550.00,57974.00,887722.00,-14000.00,-10740.00,2676.00,-188.00,13392.00,39015.00,0.00,-2140.00,19657.00,-1720.00,-136.00,1552.00,-35854.00,485521.00,382144.00,-16888.00,25432.00,4293.00,49144.00,27736.00,0.00,336.00,29708.00,-8636.00
2007:Q2,882213.00,837345.00,418.00,44450.00,882213.00,-12000.00,-10856.00,2680.00,320.00,8928.00,170651.00,0.00,3036.00,27054.00,-720.00,-56.00,1588.00,4339.00,485961.00,291456.00,-46495.00,-43672.00,6000.00,90140.00,104980.00,0.00,7820.00,-8764.00,-13896.00
2007:Q3,790790.00,760554.00,3332.00,26904.00,790790.00,-12452.00,-10976.00,2680.00,240.00,9580.00,256732.00,0.00,1420.00,29187.00,-992.00,20.00,-144.00,23775.00,660649.00,-113528.00,-18921.00,-36480.00,8800.00,97580.00,116700.00,0.00,12992.00,-26692.00,-5420.00
2007:Q4,526386.00,512598.00,1183.00,12605.00,526386.00,-10000.00,-10980.00,2680.00,912.00,7856.00,111478.00,0.00,14828.00,35130.00,-272.00,-260.00,-152.00,-31163.00,869293.00,-318796.00,-105436.00,-38732.00,13100.00,49080.00,95220.00,0.00,7816.00,-29596.00,-24360.00
2008:Q1,357698.00,357650.00,-2974.00,3022.00,357698.00,-8000.00,-5292.00,-1072.00,432.00,4624.00,62564.00,0.00,2152.00,37984.00,-1236.00,160.00,-120.00,-26782.00,580705.00,-184328.00,-46374.00,-57720.00,20900.00,6104.00,38792.00,0.00,1524.00,-22412.00,-11800.00
2008:Q2,81443.00,131447.00,-10689.00,-39315.00,81443.00,25600.00,-4604.00,-1068.00,2624.00,-1916.00,-201433.00,0.00,44.00,36996.00,-1036.00,116.00,-164.00,13966.00,621679.00,-286284.00,-101130.00,-21948.00,32700.00,25004.00,72596.00,0.00,3236.00,-20808.00,-30020.00
2008:Q3,-28699.00,34817.00,-12660.00,-50856.00,-28699.00,35088.00,-4656.00,-1068.00,104.00,-7596.00,-212861.00,-76.00,1288.00,30521.00,-1332.00,332.00,-1940.00,-47401.00,508201.00,-223856.00,-83295.00,-20152.00,39100.00,-21976.00,7280.00,12.00,7424.00,-16512.00,-20180.00
2008:Q4,-177069.00,-88521.00,-14517.00,-74031.00,-177069.00,10672.00,-4660.00,-1072.00,7736.00,-1032.00,-215863.00,-5732.00,2032.00,23411.00,300.00,-160.00,-1840.00,95361.00,299995.00,-233364.00,-68397.00,-84456.00,45100.00,16868.00,47696.00,-1608.00,6040.00,-19412.00,-15848.00
2009:Q1,123874.00,155622.00,-10796.00,-20952.00,123874.00,10672.00,-2428.00,-432.00,-160.00,-4056.00,35383.00,-3132.00,464.00,11614.00,624.00,1632.00,-1804.00,-3966.00,364994.00,-144444.00,-37974.00,-103112.00,48100.00,-39536.00,-13080.00,324.00,-6696.00,-14488.00,-5596.00
2009:Q2,56687.00,99699.00,-12966.00,-30046.00,56687.00,10672.00,-2452.00,-436.00,10180.00,8808.00,-122507.00,-3876.00,-316.00,3638.00,720.00,288.00,-1832.00,-56567.00,512649.00,-272420.00,-33702.00,3840.00,59700.00,-50008.00,-22800.00,-2408.00,-3692.00,-11204.00,-9904.00
2009:Q3,-57946.00,11242.00,-13829.00,-55359.00,-57946.00,10672.00,-2480.00,-436.00,15560.00,14676.00,-322959.00,-15992.00,48.00,4371.00,1028.00,432.00,-64.00,-12343.00,509199.00,-205300.00,-53347.00,-1012.00,66300.00,-55380.00,-33516.00,28.00,-4520.00,-8640.00,-8732.00
2009:Q4,51717.00,77345.00,-11970.00,-13658.00,51717.00,10672.00,-2476.00,-432.00,-2904.00,9556.00,-93357.00,-1192.00,-1324.00,1789.00,-1716.00,512.00,-64.00,-19928.00,395390.00,-186232.00,-55877.00,-700.00,65400.00,-39768.00,-18072.00,-172.00,-1548.00,-5992.00,-13984.00
2010:Q1,-356178.00,-365334.00,-7764.00,16920.00,-356178.00,10672.00,-928.00,1500.00,4648.00,5444.00,-198930.00,856.00,-1476.00,2669.00,-1528.00,-4.00,-72.00,-128294.00,162656.00,-149224.00,-72847.00,8680.00,49400.00,-40164.00,-15880.00,108.00,-7468.00,-8376.00,-8548.00
2010:Q2,-26032.00,-36108.00,-9838.00,19914.00,-26032.00,10672.00,-932.00,1500.00,2648.00,3960.00,-61680.00,-56.00,-5752.00,1900.00,-336.00,628.00,-56.00,-2350.00,237214.00,-158480.00,-46592.00,-8320.00,50000.00,-40508.00,-21112.00,-52.00,-3624.00,-4784.00,-10936.00
2010:Q3,-122442.00,-156346.00,-4614.00,38518.00,-122442.00,10684.00,-948.00,1500.00,-15608.00,14500.00,40650.00,-48.00,-1436.00,-582.00,528.00,-896.00,-132.00,-133058.00,158352.00,-155852.00,-39656.00,-440.00,47500.00,-53464.00,-37724.00,132.00,-6040.00,-3400.00,-6432.00
2010:Q4,-56256.00,-84384.00,-4902.00,33030.00,-56256.00,-3448.00,-940.00,1500.00,1168.00,12040.00,24452.00,-156.00,-1316.00,-443.00,2552.00,-132.00,-180.00,-41902.00,169634.00,-179560.00,-40214.00,688.00,39800.00,-76992.00,-52352.00,-28.00,-8328.00,-5196.00,-11088.00
2011:Q1,-86487.00,-60943.00,-4707.00,-20837.00,-86487.00,-3448.00,-332.00,-2092.00,-260.00,1316.00,-255749.00,-52.00,-5384.00,5310.00,-744.00,-916.00,-212.00,101131.00,202229.00,-140120.00,-32963.00,45800.00,41100.00,-69600.00,-54052.00,-20.00,-6612.00,-3936.00,-4980.00
2011:Q2,-67968.00,-45472.00,-4085.00,-18411.00,-67968.00,-3448.00,-336.00,-2088.00,2788.00,3372.00,-40757.00,80.00,-2220.00,2472.00,120.00,-240.00,-252.00,-56381.00,163651.00,-122040.00,-10153.00,-2536.00,40700.00,-58380.00,-46016.00,-60.00,-6464.00,-2368.00,-3472.00
2011:Q3,-102110.00,-87090.00,-2659.00,-12361.00,-102110.00,-3448.00,-336.00,-2092.00,-1388.00,2784.00,79415.00,800.00,-1144.00,1771.00,420.00,-380.00,-148.00,-176742.00,127478.00,-109364.00,-20116.00,380.00,36600.00,-45480.00,-35596.00,16.00,-4516.00,-2404.00,-2980.00
2011:Q4,-89551.00,-77551.00,-2002.00,-9998.00,-89551.00,-3448.00,-336.00,-2088.00,-500.00,-120.00,66844.00,172.00,-684.00,8551.00,-40.00,268.00,-224.00,-134148.00,98394.00,-112116.00,-10339.00,264.00,36200.00,-42052.00,-28848.00,-64.00,-6512.00,-2220.00,-4408.00
2012:Q1,-73581.00,-57293.00,-1018.00,-15270.00,-73581.00,-3448.00,-1124.00,-868.00,4580.00,128.00,-29796.00,516.00,-1044.00,11255.00,3564.00,308.00,-232.00,-40011.00,108705.00,-111860.00,-20442.00,6188.00,36500.00,-66924.00,-52852.00,72.00,-9444.00,-1756.00,-2944.00
2012:Q2,-63458.00,-52434.00,-56.00,-10968.00,-63458.00,-3448.00,-1124.00,-872.00,1468.00,4328.00,29353.00,-484.00,-992.00,8777.00,3496.00,-152.00,-188.00,-134061.00,145773.00,-117376.00,-10236.00,12280.00,36400.00,-55604.00,-44476.00,-160.00,-6084.00,-1800.00,-3084.00
2012:Q3,-95350.00,-87026.00,62.00,-8386.00,-95350.00,-3448.00,-1140.00,-868.00,1220.00,8216.00,30557.00,1044.00,-840.00,5199.00,3300.00,-196.00,-480.00,-96771.00,72014.00,-100604.00,-13217.00,664.00,37600.00,-61024.00,-52040.00,32.00,-4432.00,-2752.00,-1832.00
2012:Q4,-78294.00,-64298.00,-978.00,-13018.00,-78294.00,-3448.00,-1132.00,-868.00,-2760.00,4072.00,-30014.00,924.00,11920.00,8166.00,-2396.00,-200.00,-508.00,-61197.00,88224.00,-96772.00,-684.00,8380.00,32200.00,-67328.00,-57480.00,-88.00,-6128.00,-1748.00,-1884.00
2013:Q1,-46359.00,-30827.00,-1235.00,-14297.00,-46359.00,-3448.00,920.00,360.00,2696.00,3772.00,-70783.00,-196.00,-292.00,8434.00,-564.00,-220.00,-544.00,2163.00,98976.00,-72024.00,-16409.00,800.00,27700.00,-72376.00,-61584.00,144.00,-6712.00,-1928.00,-2296.00
2013:Q2,-27347.00,-26223.00,666.00,-1790.00,-27347.00,-3448.00,928.00,360.00,-3088.00,-3784.00,-124862.00,-792.00,-3020.00,15752.00,572.00,-232.00,-564.00,121423.00,91758.00,-119340.00,-9538.00,10528.00,25800.00,-59376.00,-46668.00,-64.00,-6028.00,-3868.00,-2748.00
2013:Q3,70844.00,64536.00,794.00,5514.00,70844.00,-3460.00,940.00,356.00,-2404.00,696.00,-118332.00,-760.00,-596.00,25576.00,1552.00,-224.00,168.00,162907.00,105908.00,-83096.00,-19523.00,1136.00,22084.00,-51224.00,-48432.00,384.00,8.00,156.00,-3340.00
2013:Q4,12870.00,13150.00,928.00,-1208.00,12870.00,-3448.00,940.00,360.00,4592.00,472.00,-82663.00,112.00,-560.00,24734.00,-104.00,-176.00,148.00,69727.00,92774.00,-77832.00,-23650.00,7444.00,16999.00,-40812.00,-31040.00,60.00,-2096.00,-1868.00,-5868.00
2014:Q1,19077.00,15577.00,1654.00,1846.00,19077.00,-3448.00,1148.00,-136.00,1008.00,5288.00,52935.00,1028.00,-2192.00,26154.00,-1460.00,-124.00,148.00,-57813.00,69900.00,-61580.00,-18119.00,6340.00,14737.00,-42460.00,-36044.00,4.00,-2160.00,-1680.00,-2580.00
2014:Q2,38245.00,28401.00,2045.00,7799.00,38245.00,-3448.00,1164.00,-136.00,-892.00,8776.00,49626.00,1160.00,-260.00,25721.00,2844.00,248.00,120.00,-9306.00,28285.00,-70436.00,-4505.00,9284.00,13531.00,-20908.00,-18368.00,0.00,1188.00,-1776.00,-1952.00
2014:Q3,29370.00,19346.00,1486.00,8538.00,29370.00,-3448.00,1176.00,-136.00,980.00,-3248.00,163.00,2072.00,-2704.00,28250.00,3604.00,280.00,280.00,22837.00,41526.00,-75348.00,-12085.00,25172.00,12106.00,-15008.00,-17528.00,-52.00,6348.00,-1868.00,-1908.00
2014:Q4,100336.00,94016.00,827.00,5493.00,100336.00,-3448.00,1180.00,-136.00,3608.00,3084.00,4200.00,1628.00,-1016.00,27284.00,4684.00,-376.00,272.00,56438.00,63593.00,-49420.00,-4615.00,-6624.00,12410.00,-21172.00,-19636.00,252.00,1296.00,-1436.00,-1648.00
2015:Q1,38477.00,33245.00,1976.00,3256.00,38477.00,-3448.00,1164.00,764.00,3528.00,9844.00,80562.00,-472.00,-3648.00,27548.00,168.00,-140.00,264.00,-4763.00,704.00,-50708.00,-19102.00,-3788.00,17941.00,-44804.00,-38684.00,-36.00,-1672.00,-1624.00,-2788.00
2015:Q2,220876.00,203032.00,2026.00,15818.00,220876.00,-3448.00,1172.00,932.00,1844.00,1884.00,55195.00,188.00,-788.00,37960.00,4226.00,-140.00,280.00,101034.00,84789.00,-77556.00,-11875.00,25180.00,12161.00,-28128.00,-26328.00,-16.00,3436.00,-1568.00,-3652.00
2015:Q3,159917.00,142381.00,1728.00,15808.00,159917.00,-3448.00,1164.00,668.00,1812.00,8544.00,14992.00,-968.00,-760.00,32821.00,4372.00,-140.00,-692.00,75097.00,149171.00,-100464.00,-17557.00,-4696.00,9907.00,-34340.00,-32388.00,-4.00,3012.00,-1984.00,-2976.00
2015:Q4,171521.00,156745.00,2036.00,12740.00,171521.00,-3448.00,1168.00,1220.00,-644.00,8528.00,69302.00,-4212.00,-948.00,32303.00,6932.00,-140.00,-476.00,11960.00,141637.00,-74008.00,-9929.00,-7724.00,10123.00,-29892.00,-29312.00,32.00,3388.00,-1524.00,-2476.00
2016:Q1,208497.00,195413.00,1886.00,11198.00,208497.00,-3448.00,1168.00,908.00,2048.00,3048.00,82866.00,-396.00,-636.00,2338.00,1196.00,-140.00,-1848.00,51732.00,98429.00,-23020.00,-13109.00,7360.00,9506.00,-40140.00,-34908.00,-348.00,-1616.00,-1748.00,-1520.00
2016:Q2,251755.00,234151.00,1601.00,16003.00,251755.00,-3448.00,1168.00,852.00,684.00,3212.00,116236.00,-1136.00,-880.00,52523.00,2344.00,-139.00,16.00,43644.00,106321.00,-74892.00,-4809.00,10060.00,8066.00,-19148.00,-25316.00,-36.00,11732.00,-3052.00,-2476.00
2016:Q3,312594.00,282054.00,2491.00,28049.00,312594.00,-3448.00,1164.00,784.00,-288.00,6452.00,119119.00,-84.00,-572.00,37540.00,1928.00,-138.00,-660.00,57092.00,100875.00,-35092.00,-9709.00,37632.00,7885.00,-32216.00,-36776.00,28.00,6704.00,-704.00,-1468.00
