date,FA703130005.Q,FA703131005.Q,FA763131005.Q,FA753131005.Q,FA743131005.Q,FA473131005.Q,FA703135005.Q,FA763135005.Q,FA753135005.Q,FA743135005.Q,FA473135003.Q,FA703130005.Q,FA153030005.Q,FA143030005.Q,FA103030003.Q,FA113030003.Q,FA313030003.Q,FA213030005.Q,FA793030005.Q,FA573030005.Q,FA223030045.Q,FA633030000.Q,FA403030005.Q,FA613030003.Q,FA733030003.Q,FA263030005.Q
1974:Q3,50848.00,2934.00,136.00,188.00,50.00,2560.00,47914.00,45936.00,1928.00,50.00,0.00,50848.00,28532.00,828.00,-536.00,1364.00,176.00,836.00,4952.00,1832.00,760.00,2304.00,0.00,56.00,0.00,15524.00
1974:Q4,74728.00,51782.00,47740.00,140.00,42.00,3860.00,22946.00,21748.00,1156.00,42.00,0.00,74728.00,46320.00,6628.00,5676.00,952.00,-52.00,6312.00,6576.00,2504.00,680.00,3336.00,0.00,56.00,0.00,8944.00
1975:Q1,101444.00,99090.00,93488.00,92.00,150.00,5360.00,2354.00,1580.00,624.00,150.00,0.00,101444.00,107244.00,-2440.00,-2812.00,372.00,692.00,-10532.00,6104.00,2152.00,1072.00,2824.00,0.00,56.00,0.00,376.00
1975:Q2,93040.00,130640.00,124564.00,160.00,152.00,5764.00,-37600.00,-39592.00,1840.00,152.00,0.00,93040.00,74052.00,9136.00,8788.00,348.00,-632.00,4164.00,3008.00,2624.00,-492.00,824.00,0.00,52.00,0.00,3312.00
1975:Q3,74616.00,86430.00,80748.00,460.00,166.00,5056.00,-11814.00,-15376.00,3396.00,166.00,0.00,74616.00,63772.00,9612.00,9336.00,276.00,632.00,-1036.00,500.00,2724.00,-1384.00,-896.00,0.00,56.00,0.00,1136.00
1975:Q4,87872.00,77408.00,70704.00,784.00,168.00,5752.00,10464.00,4116.00,6180.00,168.00,0.00,87872.00,79436.00,-428.00,-648.00,220.00,-312.00,996.00,7180.00,2488.00,-684.00,-676.00,0.00,52.00,6000.00,1000.00
1976:Q1,112352.00,146702.00,141416.00,-328.00,-14.00,5628.00,-34350.00,-32208.00,-2128.00,-14.00,0.00,112352.00,111936.00,3732.00,3260.00,472.00,192.00,816.00,1252.00,2564.00,-424.00,-1736.00,0.00,48.00,800.00,-5576.00
1976:Q2,96908.00,99992.00,94488.00,228.00,-20.00,5296.00,-3084.00,-4276.00,1212.00,-20.00,0.00,96908.00,93056.00,6452.00,5608.00,844.00,416.00,-4460.00,3184.00,2204.00,272.00,-144.00,0.00,52.00,800.00,-1740.00
1976:Q3,85480.00,110218.00,104992.00,144.00,130.00,4952.00,-24738.00,-26212.00,1344.00,130.00,0.00,85480.00,84548.00,-1772.00,-3540.00,1768.00,-616.00,4480.00,1780.00,1800.00,-312.00,-556.00,0.00,48.00,800.00,-2940.00
1976:Q4,135880.00,129104.00,121632.00,76.00,132.00,7264.00,6776.00,5664.00,980.00,132.00,0.00,135880.00,104856.00,15808.00,13284.00,2524.00,644.00,7652.00,4260.00,2172.00,372.00,-172.00,0.00,48.00,1840.00,2660.00
1977:Q1,145960.00,146146.00,138592.00,116.00,494.00,6944.00,-186.00,-1668.00,988.00,494.00,0.00,145960.00,142180.00,-1468.00,-3312.00,1844.00,-564.00,4696.00,3324.00,2644.00,-200.00,-128.00,0.00,48.00,960.00,-2208.00
1977:Q2,105644.00,91196.00,84076.00,172.00,600.00,6348.00,14448.00,12700.00,1148.00,600.00,0.00,105644.00,81228.00,7500.00,5340.00,2160.00,880.00,3960.00,6248.00,2936.00,1212.00,456.00,0.00,44.00,1600.00,5828.00
1977:Q3,113156.00,88450.00,80552.00,12.00,490.00,7396.00,24706.00,23692.00,524.00,490.00,0.00,113156.00,99960.00,5380.00,2428.00,2952.00,-200.00,8420.00,5072.00,3148.00,328.00,-52.00,0.00,48.00,1600.00,-5476.00
1977:Q4,130524.00,55200.00,45488.00,628.00,428.00,8656.00,75324.00,69620.00,5276.00,428.00,0.00,130524.00,85416.00,25828.00,22236.00,3592.00,472.00,9732.00,5896.00,3292.00,-268.00,948.00,0.00,44.00,1880.00,3180.00
1978:Q1,139172.00,86422.00,76780.00,368.00,778.00,8496.00,52750.00,48636.00,3240.00,778.00,96.00,139172.00,113864.00,648.00,-1504.00,2152.00,-752.00,7900.00,10780.00,3792.00,1368.00,3460.00,0.00,40.00,2120.00,6732.00
1978:Q2,108056.00,57354.00,49984.00,280.00,1026.00,6064.00,50702.00,47768.00,1764.00,1026.00,144.00,108056.00,82952.00,3872.00,1224.00,2648.00,1444.00,7332.00,9404.00,3992.00,1140.00,1828.00,0.00,44.00,2400.00,3052.00
1978:Q3,110588.00,77264.00,71464.00,832.00,784.00,4184.00,33324.00,25328.00,7084.00,784.00,128.00,110588.00,90032.00,-592.00,-4480.00,3888.00,-420.00,8240.00,12408.00,3676.00,1572.00,3920.00,0.00,40.00,3200.00,920.00
1978:Q4,126992.00,44398.00,38180.00,1284.00,546.00,4388.00,82594.00,71072.00,10832.00,546.00,144.00,126992.00,86340.00,20556.00,15664.00,4892.00,-16.00,5112.00,8708.00,4604.00,-328.00,1452.00,0.00,40.00,2940.00,6292.00
1979:Q1,98032.00,87880.00,82608.00,192.00,228.00,4852.00,10152.00,9020.00,760.00,228.00,144.00,98032.00,83948.00,-2708.00,-8624.00,5916.00,-28.00,2068.00,12976.00,4268.00,1572.00,6436.00,0.00,40.00,660.00,1776.00
1979:Q2,42716.00,50560.00,44432.00,772.00,-20.00,5376.00,-7844.00,-14068.00,6100.00,-20.00,144.00,42716.00,38968.00,-2332.00,-8180.00,5848.00,152.00,-1988.00,11728.00,3800.00,388.00,6704.00,0.00,36.00,800.00,-3812.00
1979:Q3,116360.00,60262.00,52656.00,1000.00,806.00,5800.00,56098.00,46880.00,8268.00,806.00,144.00,116360.00,74272.00,20388.00,14712.00,5676.00,96.00,-1088.00,17012.00,4148.00,844.00,11180.00,0.00,40.00,800.00,5680.00
1979:Q4,101796.00,42876.00,42264.00,-48.00,1128.00,-468.00,58920.00,60160.00,-2512.00,1128.00,144.00,101796.00,78348.00,16568.00,11020.00,5548.00,40.00,-7468.00,13352.00,4720.00,1612.00,5796.00,0.00,36.00,1188.00,956.00
1980:Q1,101148.00,16112.00,26588.00,-220.00,364.00,-10620.00,85036.00,85624.00,-1096.00,364.00,144.00,101148.00,94712.00,-5592.00,-6664.00,1072.00,-392.00,-988.00,14444.00,3744.00,444.00,8612.00,0.00,32.00,1612.00,-1036.00
1980:Q2,100116.00,118872.00,113848.00,228.00,196.00,4600.00,-18756.00,-18360.00,-736.00,196.00,144.00,100116.00,91124.00,-6084.00,-7912.00,1828.00,-604.00,-2724.00,14424.00,3476.00,-52.00,8964.00,0.00,36.00,2000.00,3980.00
1980:Q3,150716.00,129042.00,113128.00,1304.00,282.00,14328.00,21674.00,9128.00,12120.00,282.00,144.00,150716.00,134436.00,6232.00,2516.00,3716.00,920.00,-5076.00,17260.00,3284.00,12.00,11932.00,0.00,32.00,2000.00,-3056.00
1980:Q4,219824.00,69752.00,66568.00,2020.00,632.00,532.00,150072.00,131124.00,17952.00,632.00,364.00,219824.00,165344.00,35724.00,30492.00,5232.00,-764.00,920.00,14584.00,5228.00,500.00,7348.00,0.00,32.00,1476.00,4016.00
1981:Q1,71308.00,1990.00,-528.00,384.00,1046.00,1088.00,69318.00,63316.00,4868.00,1046.00,88.00,71308.00,7428.00,25804.00,24048.00,1756.00,104.00,-2060.00,43500.00,4384.00,1692.00,34868.00,0.00,32.00,2524.00,-3468.00
1981:Q2,108956.00,44902.00,42980.00,124.00,1518.00,280.00,64054.00,59904.00,2540.00,1518.00,92.00,108956.00,86352.00,-520.00,-1764.00,1244.00,-264.00,1800.00,17388.00,3216.00,-1384.00,8248.00,0.00,28.00,7280.00,4200.00
1981:Q3,142300.00,75716.00,70676.00,1332.00,1480.00,2228.00,66584.00,54072.00,11036.00,1480.00,-4.00,142300.00,99812.00,-3932.00,-5112.00,1180.00,-360.00,728.00,48056.00,4932.00,2140.00,33832.00,0.00,32.00,7120.00,-2004.00
1981:Q4,142804.00,96052.00,88228.00,1592.00,924.00,5308.00,46752.00,37104.00,8576.00,924.00,148.00,142804.00,72620.00,24320.00,22624.00,1696.00,-48.00,8488.00,27064.00,6064.00,-1932.00,15700.00,0.00,28.00,7204.00,10360.00
1982:Q1,149964.00,68410.00,66868.00,-260.00,386.00,1416.00,81554.00,74360.00,6264.00,386.00,544.00,149964.00,121116.00,-220.00,-2264.00,2044.00,516.00,9956.00,11500.00,12436.00,636.00,-10392.00,0.00,24.00,8796.00,7096.00
1982:Q2,153164.00,97422.00,94760.00,1380.00,-158.00,1440.00,55742.00,44496.00,11128.00,-158.00,276.00,153164.00,105320.00,-13080.00,-15312.00,2232.00,696.00,2808.00,40304.00,13796.00,2552.00,14796.00,0.00,24.00,9136.00,17116.00
1982:Q3,167320.00,142196.00,130940.00,1052.00,-200.00,10404.00,25124.00,15488.00,9680.00,-200.00,156.00,167320.00,93428.00,32184.00,29692.00,2492.00,112.00,6396.00,30816.00,12452.00,1892.00,21984.00,0.00,24.00,-5536.00,4384.00
1982:Q4,219268.00,286568.00,265548.00,1232.00,248.00,19540.00,-67300.00,-79440.00,12220.00,248.00,-328.00,219268.00,212736.00,25124.00,22292.00,2832.00,564.00,-3848.00,-28204.00,13076.00,3636.00,-39436.00,0.00,28.00,-5508.00,12896.00
1983:Q1,201580.00,381254.00,375240.00,-3760.00,698.00,9076.00,-179674.00,-142768.00,-37332.00,698.00,-272.00,201580.00,224544.00,2292.00,-944.00,3236.00,-708.00,-9388.00,-10336.00,16300.00,5432.00,-42004.00,0.00,28.00,9908.00,-4824.00
1983:Q2,180400.00,150256.00,139148.00,1408.00,1124.00,8576.00,30144.00,15128.00,13964.00,1124.00,-72.00,180400.00,150616.00,21680.00,17968.00,3712.00,-804.00,-6192.00,12156.00,22232.00,1628.00,-16912.00,0.00,28.00,5180.00,2944.00
1983:Q3,201292.00,140292.00,125444.00,8.00,1116.00,13724.00,61000.00,60320.00,-632.00,1116.00,196.00,201292.00,207052.00,-1092.00,-4928.00,3836.00,140.00,-2244.00,-1260.00,692.00,-1808.00,-6196.00,0.00,32.00,6020.00,-1304.00
1983:Q4,200732.00,157222.00,138416.00,-1068.00,674.00,19200.00,43510.00,53740.00,-10968.00,674.00,64.00,200732.00,167976.00,17124.00,13508.00,3616.00,-432.00,-7216.00,16016.00,6604.00,5920.00,-2136.00,0.00,32.00,5596.00,7264.00
1984:Q1,210996.00,141002.00,127288.00,-948.00,266.00,14396.00,69994.00,77040.00,-7508.00,266.00,196.00,210996.00,246920.00,-6724.00,-10056.00,3332.00,560.00,-19716.00,-9064.00,-2820.00,5276.00,-13556.00,0.00,-368.00,2404.00,-980.00
1984:Q2,286344.00,134174.00,121632.00,1628.00,-114.00,11028.00,152170.00,141560.00,11188.00,-114.00,-464.00,286344.00,249636.00,-3608.00,-6600.00,2992.00,100.00,4888.00,19756.00,-592.00,3956.00,15072.00,0.00,4.00,1316.00,15572.00
1984:Q3,191664.00,124206.00,116164.00,-736.00,-182.00,8960.00,67458.00,72736.00,-5432.00,-182.00,336.00,191664.00,193136.00,-15480.00,-18712.00,3232.00,392.00,9532.00,1204.00,19420.00,6536.00,-18772.00,0.00,136.00,-6116.00,2880.00
1984:Q4,251876.00,194362.00,181540.00,2016.00,54.00,10752.00,57514.00,39792.00,17252.00,54.00,416.00,251876.00,188700.00,36012.00,31968.00,4044.00,1076.00,6212.00,18540.00,12600.00,-3068.00,16604.00,0.00,-192.00,-7404.00,1336.00
1985:Q1,209536.00,186156.00,169836.00,808.00,232.00,15280.00,23380.00,18464.00,4364.00,232.00,320.00,209536.00,160932.00,20784.00,15704.00,5080.00,-276.00,5280.00,20560.00,20680.00,8500.00,-9108.00,0.00,84.00,404.00,2256.00
1985:Q2,150336.00,156462.00,138656.00,-1028.00,342.00,18492.00,-6126.00,4404.00,-11164.00,342.00,292.00,150336.00,146536.00,-18624.00,-24968.00,6344.00,-108.00,1080.00,22268.00,25600.00,2116.00,-6192.00,0.00,372.00,372.00,-816.00
1985:Q3,147864.00,121156.00,91416.00,1692.00,400.00,27648.00,26708.00,9920.00,16120.00,400.00,268.00,147864.00,125328.00,13652.00,7520.00,6132.00,332.00,11808.00,-8524.00,-3084.00,-1860.00,-4460.00,0.00,852.00,28.00,5268.00
1985:Q4,121936.00,97500.00,77780.00,3096.00,404.00,16220.00,24436.00,33776.00,-10240.00,404.00,496.00,121936.00,117668.00,6896.00,2452.00,4444.00,212.00,9936.00,-18940.00,-8892.00,-3288.00,-7004.00,0.00,-32.00,276.00,6164.00
1986:Q1,141448.00,127026.00,110680.00,-4608.00,478.00,20476.00,14422.00,19396.00,-5712.00,478.00,260.00,141448.00,132400.00,24944.00,21824.00,3120.00,1492.00,-5224.00,5652.00,5772.00,2980.00,1276.00,0.00,500.00,-4876.00,-17816.00
1986:Q2,111368.00,133322.00,101496.00,1812.00,606.00,29408.00,-21954.00,-25356.00,2692.00,606.00,104.00,111368.00,77156.00,24832.00,22680.00,2152.00,100.00,204.00,6208.00,3700.00,444.00,-912.00,0.00,16.00,2960.00,2868.00
1986:Q3,191228.00,146244.00,115312.00,-384.00,552.00,30764.00,44984.00,-5192.00,48956.00,552.00,668.00,191228.00,117904.00,48388.00,47164.00,1224.00,-760.00,10364.00,13280.00,10932.00,-10352.00,9560.00,0.00,1472.00,1668.00,2052.00
1986:Q4,161364.00,113368.00,77036.00,12092.00,316.00,23924.00,47996.00,-10392.00,56456.00,316.00,1616.00,161364.00,163172.00,-26416.00,-26752.00,336.00,-92.00,4060.00,17584.00,20872.00,-6816.00,1100.00,0.00,1280.00,1148.00,3056.00
1987:Q1,23348.00,56864.00,26620.00,7720.00,56.00,22468.00,-33516.00,-16812.00,-15816.00,56.00,-944.00,23348.00,46164.00,-18824.00,-17648.00,-1176.00,-448.00,10708.00,-14296.00,-12928.00,-9952.00,-1196.00,0.00,368.00,9412.00,44.00
1987:Q2,165064.00,46578.00,41264.00,-9716.00,-222.00,15252.00,118486.00,59476.00,57612.00,-222.00,1620.00,165064.00,149852.00,-628.00,2696.00,-3324.00,1008.00,8448.00,9124.00,532.00,-6600.00,19504.00,0.00,-180.00,-4132.00,-2740.00
1987:Q3,155024.00,74942.00,69480.00,-336.00,-238.00,6036.00,80082.00,39020.00,42268.00,-238.00,-968.00,155024.00,150500.00,-8224.00,-5236.00,-2988.00,-212.00,2452.00,9240.00,-10708.00,-2936.00,11056.00,0.00,1036.00,10792.00,1268.00
1987:Q4,261896.00,130074.00,123564.00,4848.00,6.00,1656.00,131822.00,105816.00,24660.00,6.00,1340.00,261896.00,240856.00,21656.00,21840.00,-184.00,524.00,6792.00,-12848.00,-20164.00,788.00,29252.00,0.00,1116.00,-23840.00,4916.00
1988:Q1,175300.00,195732.00,183840.00,-1260.00,148.00,13004.00,-20432.00,18504.00,-38620.00,148.00,-464.00,175300.00,164744.00,-6812.00,-15884.00,9072.00,-316.00,968.00,17172.00,1568.00,2180.00,10672.00,0.00,564.00,2188.00,-456.00
1988:Q2,161588.00,123812.00,109012.00,680.00,260.00,13860.00,37776.00,25128.00,9208.00,260.00,3180.00,161588.00,160296.00,-20984.00,-29168.00,8184.00,288.00,-7648.00,22796.00,25084.00,416.00,-9688.00,0.00,1152.00,5832.00,6840.00
1988:Q3,208452.00,78890.00,64492.00,2388.00,342.00,11668.00,129562.00,102700.00,28796.00,342.00,-2276.00,208452.00,165876.00,21760.00,17076.00,4684.00,-900.00,2404.00,19540.00,-468.00,2492.00,11612.00,0.00,-244.00,6148.00,-228.00
1988:Q4,191284.00,91452.00,84228.00,312.00,392.00,6520.00,99832.00,34048.00,64344.00,392.00,1048.00,191284.00,177400.00,17624.00,13296.00,4328.00,-60.00,-3620.00,-7380.00,17172.00,2512.00,-14796.00,0.00,512.00,-12780.00,7320.00
1989:Q1,90777.00,-1547.00,-2023.00,3272.00,370.00,-3165.00,92323.00,58753.00,32780.00,370.00,420.00,90777.00,47538.00,-28492.00,-31576.00,3084.00,-288.00,-3865.00,70116.00,30300.00,4028.00,11352.00,0.00,2764.00,21672.00,5768.00
1989:Q2,120577.00,101641.00,106252.00,-1664.00,276.00,-3223.00,18936.00,32980.00,-13932.00,276.00,-388.00,120577.00,42361.00,24036.00,25368.00,-1332.00,-188.00,-983.00,46856.00,28332.00,1180.00,28392.00,0.00,1016.00,-12064.00,8496.00
1989:Q3,117154.00,138990.00,125310.00,2140.00,500.00,11040.00,-21835.00,-30747.00,2260.00,500.00,6152.00,117154.00,121302.00,-31408.00,-30072.00,-1336.00,-520.00,-8240.00,32580.00,28364.00,1728.00,5688.00,0.00,544.00,-3744.00,3440.00
1989:Q4,186252.00,156848.00,132645.00,11044.00,1042.00,12117.00,29404.00,-31690.00,53908.00,1042.00,6144.00,186252.00,130844.00,34788.00,29628.00,5160.00,424.00,1968.00,10956.00,22860.00,840.00,-8004.00,0.00,832.00,-5572.00,7272.00
1990:Q1,-67687.00,52454.00,43950.00,-10420.00,1796.00,17128.00,-120141.00,-60281.00,-56712.00,1796.00,-4944.00,-67687.00,-780.00,-38132.00,-43052.00,4920.00,592.00,-9631.00,-25756.00,6384.00,-2324.00,-27240.00,0.00,-80.00,-2496.00,6020.00
1990:Q2,-11579.00,52241.00,31688.00,1584.00,2758.00,16211.00,-63820.00,-53010.00,-9052.00,2758.00,-4516.00,-11579.00,19530.00,6624.00,4312.00,2312.00,-296.00,1898.00,-35516.00,-10892.00,-2104.00,-22716.00,0.00,1036.00,-840.00,-3820.00
1990:Q3,-7752.00,51218.00,37962.00,-3084.00,2564.00,13777.00,-58970.00,-63814.00,1764.00,2564.00,516.00,-7752.00,70253.00,10936.00,5776.00,5160.00,496.00,-8501.00,-77188.00,-8672.00,-604.00,-23748.00,0.00,744.00,-44908.00,-3748.00
1990:Q4,97838.00,99947.00,80157.00,8044.00,1214.00,10532.00,-2109.00,-76715.00,72932.00,1214.00,460.00,97838.00,111816.00,7060.00,8780.00,-1720.00,-224.00,4073.00,-23700.00,-3552.00,-404.00,-11460.00,0.00,908.00,-9192.00,-1188.00
1991:Q1,-4170.00,58756.00,47856.00,5744.00,-122.00,5279.00,-62927.00,-106873.00,43328.00,-122.00,740.00,-4170.00,-25969.00,9864.00,13600.00,-3736.00,-412.00,-34457.00,41692.00,-10344.00,27828.00,27688.00,0.00,1000.00,-4480.00,5112.00
1991:Q2,-135131.00,9064.00,-10284.00,660.00,-1454.00,20143.00,-144195.00,-125993.00,-17628.00,-1454.00,880.00,-135131.00,-180324.00,18480.00,13320.00,5160.00,976.00,4465.00,17620.00,8636.00,-9712.00,13020.00,0.00,4440.00,1236.00,3652.00
1991:Q3,-47112.00,-19719.00,-41953.00,2268.00,-1666.00,21633.00,-27394.00,-105704.00,79256.00,-1666.00,720.00,-47112.00,-66560.00,14496.00,10996.00,3500.00,-68.00,-2789.00,19008.00,18372.00,-9312.00,10192.00,0.00,2896.00,-3140.00,-11200.00
1991:Q4,-84039.00,-41616.00,-54750.00,-8876.00,-764.00,22774.00,-42422.00,-101814.00,59228.00,-764.00,928.00,-84039.00,-56047.00,-21936.00,-25848.00,3912.00,96.00,-11531.00,3880.00,5320.00,-4296.00,2424.00,0.00,2824.00,-2392.00,1500.00
1992:Q1,-212820.00,-87243.00,-104944.00,-2188.00,-2.00,19891.00,-125577.00,-97291.00,-29756.00,-2.00,1472.00,-212820.00,-152592.00,-1024.00,-13656.00,12632.00,1400.00,-9199.00,-28430.00,-20196.00,-1688.00,-11682.00,0.00,-344.00,5480.00,-22976.00
1992:Q2,-30109.00,-49031.00,-62377.00,2900.00,598.00,9848.00,18923.00,-92775.00,109648.00,598.00,1452.00,-30109.00,-16351.00,2200.00,-3668.00,5868.00,1200.00,-8405.00,-21957.00,-18204.00,-192.00,1559.00,0.00,-1480.00,-3640.00,13204.00
1992:Q3,-211630.00,-75024.00,-85385.00,-2820.00,694.00,12487.00,-136606.00,-63784.00,-75264.00,694.00,1748.00,-211630.00,-178008.00,13056.00,5448.00,7608.00,-104.00,1401.00,-15983.00,-12520.00,-1792.00,-1563.00,0.00,1728.00,-1836.00,-31992.00
1992:Q4,-57877.00,-17356.00,-40546.00,3084.00,288.00,19819.00,-40522.00,-97110.00,54688.00,288.00,1612.00,-57877.00,-112626.00,7276.00,5516.00,1760.00,-5204.00,-8389.00,-14414.00,-17524.00,-3872.00,9590.00,0.00,1140.00,-3748.00,75480.00
1993:Q1,-261925.00,-162226.00,-164171.00,288.00,-50.00,1707.00,-99699.00,-44665.00,-55372.00,-50.00,388.00,-261925.00,-237465.00,31336.00,24516.00,6820.00,248.00,-1350.00,5202.00,4372.00,2596.00,-2070.00,0.00,2076.00,-1772.00,-59896.00
1993:Q2,-21203.00,-51450.00,-64615.00,2712.00,-326.00,10779.00,30247.00,-13891.00,43956.00,-326.00,508.00,-21203.00,-69963.00,15304.00,13168.00,2136.00,-404.00,-4976.00,2440.00,-1168.00,4040.00,-3072.00,0.00,1300.00,1340.00,36396.00
1993:Q3,-76243.00,-37389.00,-40823.00,-8352.00,-358.00,12144.00,-38854.00,-21900.00,-18488.00,-358.00,1892.00,-76243.00,-9398.00,-17780.00,-17128.00,-652.00,-36.00,544.00,-58005.00,-17396.00,-188.00,-50425.00,0.00,7136.00,2868.00,8432.00
1993:Q4,17111.00,-30092.00,-46511.00,2080.00,-150.00,14489.00,47202.00,-10944.00,56580.00,-150.00,1716.00,17111.00,-173758.00,48744.00,43408.00,5336.00,-60.00,-334.00,34742.00,776.00,-9296.00,43994.00,0.00,2056.00,-2788.00,107776.00
1994:Q1,-92488.00,-67834.00,-76169.00,-988.00,534.00,8788.00,-24653.00,-451.00,-25020.00,534.00,284.00,-92488.00,-70783.00,-14168.00,-18688.00,4520.00,-352.00,1637.00,-19722.00,6884.00,-1444.00,-24134.00,0.00,504.00,-1532.00,10900.00
1994:Q2,4781.00,-33266.00,-41000.00,1940.00,856.00,4938.00,38047.00,22067.00,14396.00,856.00,728.00,4781.00,-97646.00,15148.00,11908.00,3240.00,-136.00,4453.00,22714.00,1704.00,-1396.00,20942.00,0.00,1232.00,232.00,60248.00
1994:Q3,73414.00,-21543.00,-24930.00,-5944.00,656.00,8675.00,94957.00,25861.00,68168.00,656.00,272.00,73414.00,119490.00,4832.00,964.00,3868.00,132.00,16381.00,-13777.00,-4680.00,-11536.00,1243.00,0.00,1032.00,164.00,-53644.00
1994:Q4,32889.00,-27122.00,-28149.00,460.00,1056.00,-489.00,60011.00,36523.00,22172.00,1056.00,260.00,32889.00,-49973.00,26020.00,23364.00,2656.00,-136.00,3644.00,23901.00,21944.00,-612.00,1253.00,0.00,1904.00,-588.00,29432.00
1995:Q1,113696.00,-45133.00,-14524.00,-2336.00,884.00,-29157.00,158829.00,111301.00,23904.00,884.00,22740.00,113696.00,115831.00,-50160.00,-56656.00,6496.00,1752.00,10364.00,46713.00,10956.00,212.00,32269.00,0.00,3060.00,216.00,-10804.00
1995:Q2,256601.00,166196.00,171538.00,1844.00,896.00,-8083.00,90406.00,49006.00,15232.00,896.00,25272.00,256601.00,159573.00,41416.00,38488.00,2928.00,-288.00,3780.00,31881.00,4260.00,232.00,26369.00,0.00,1236.00,-216.00,20240.00
1995:Q3,228412.00,209388.00,156668.00,-1160.00,944.00,52936.00,19023.00,27163.00,15588.00,944.00,-24672.00,228412.00,201392.00,10356.00,5640.00,4716.00,-4.00,1258.00,51529.00,9560.00,6460.00,35129.00,0.00,436.00,-56.00,-36120.00
1995:Q4,97411.00,119559.00,87822.00,-1276.00,2130.00,30883.00,-22148.00,32126.00,-39704.00,2130.00,-16700.00,97411.00,32940.00,28796.00,25804.00,2992.00,-452.00,11158.00,9269.00,7632.00,1020.00,-8839.00,0.00,9780.00,-324.00,15700.00
1996:Q1,248186.00,164414.00,146367.00,-1164.00,880.00,18331.00,83773.00,82801.00,-2008.00,880.00,2100.00,248186.00,237613.00,-13232.00,-15356.00,2124.00,380.00,10928.00,8370.00,8456.00,2020.00,-3138.00,0.00,1060.00,-28.00,4128.00
1996:Q2,198827.00,96194.00,91410.00,-2388.00,1242.00,5930.00,102633.00,77239.00,22392.00,1242.00,1760.00,198827.00,116002.00,35792.00,31932.00,3860.00,13204.00,12248.00,38549.00,12604.00,-4392.00,29497.00,0.00,956.00,-116.00,-16968.00
1996:Q3,288106.00,137559.00,126485.00,-160.00,-892.00,12126.00,150547.00,64087.00,85984.00,-892.00,1368.00,288106.00,169973.00,40576.00,36608.00,3968.00,-4092.00,13787.00,52266.00,9544.00,-6388.00,45422.00,0.00,2816.00,872.00,15596.00
1996:Q4,170337.00,97203.00,80870.00,4252.00,-596.00,12676.00,73134.00,-7738.00,76904.00,-596.00,4564.00,170337.00,40652.00,70976.00,66744.00,4232.00,-3748.00,5433.00,60492.00,4108.00,76.00,52536.00,0.00,5744.00,-1972.00,-3468.00
1997:Q1,184812.00,102732.00,63471.00,43052.00,-1076.00,-2715.00,82080.00,69320.00,9944.00,-1076.00,3892.00,184812.00,91545.00,26156.00,12968.00,13188.00,200.00,-3418.00,64845.00,8836.00,10912.00,41909.00,0.00,92.00,3096.00,5484.00
1997:Q2,306524.00,148324.00,141935.00,-10664.00,-972.00,18025.00,158199.00,77883.00,79796.00,-972.00,1492.00,306524.00,145617.00,65708.00,53636.00,12072.00,3376.00,13257.00,76657.00,12040.00,-10876.00,71341.00,0.00,4672.00,-520.00,1908.00
1997:Q3,293779.00,92865.00,91388.00,-14676.00,1176.00,14976.00,200915.00,127247.00,72368.00,1176.00,124.00,293779.00,264851.00,-8216.00,-18116.00,9900.00,-2052.00,9006.00,28647.00,-1092.00,2084.00,31819.00,0.00,-4376.00,212.00,1544.00
1997:Q4,220545.00,174031.00,150646.00,-104.00,868.00,22621.00,46514.00,32478.00,6880.00,868.00,6288.00,220545.00,67603.00,98008.00,90328.00,7680.00,2552.00,4367.00,4371.00,24112.00,-1612.00,-29181.00,0.00,14508.00,-3456.00,43644.00
1998:Q1,265586.00,99361.00,110183.00,-3108.00,1092.00,-8806.00,166225.00,118961.00,45860.00,1092.00,312.00,265586.00,43879.00,201360.00,162616.00,38744.00,-1640.00,24412.00,-23065.00,30284.00,-3068.00,-47525.00,-9700.00,5164.00,1780.00,20640.00
1998:Q2,134272.00,173364.00,132856.00,9248.00,994.00,30266.00,-39092.00,-3642.00,-44320.00,994.00,7876.00,134272.00,24699.00,28628.00,-8116.00,36744.00,980.00,8526.00,85794.00,33468.00,-128.00,43722.00,5084.00,2472.00,1176.00,-14356.00
1998:Q3,143501.00,132423.00,121464.00,-19684.00,1226.00,29417.00,11078.00,13204.00,-5676.00,1226.00,2324.00,143501.00,19556.00,37132.00,-5608.00,42740.00,1280.00,9907.00,70987.00,28304.00,384.00,62851.00,-13120.00,-7152.00,-280.00,4640.00
1998:Q4,324608.00,352048.00,311456.00,-1336.00,568.00,41359.00,-27439.00,71013.00,-104924.00,568.00,5904.00,324608.00,256662.00,8708.00,-36036.00,44744.00,4656.00,16411.00,36680.00,26744.00,1064.00,-6500.00,10972.00,4848.00,-448.00,1492.00
1999:Q1,-57581.00,-65374.00,-50544.00,-5896.00,-2430.00,-6504.00,7793.00,25147.00,-19140.00,-2430.00,4216.00,-57581.00,-111481.00,63240.00,12188.00,51052.00,-3424.00,12180.00,13479.00,-35936.00,744.00,35963.00,5348.00,7808.00,-448.00,-31576.00
1999:Q2,225880.00,184275.00,154876.00,-3968.00,1108.00,32258.00,41605.00,32557.00,3744.00,1108.00,4196.00,225880.00,63309.00,113496.00,61448.00,52048.00,828.00,15097.00,27793.00,-33692.00,-2072.00,34437.00,18388.00,3000.00,7732.00,5356.00
