date,FA703130005.Q,FA703131005.Q,FA763131005.Q,FA753131005.Q,FA743131005.Q,FA473131005.Q,FA703135005.Q,FA763135005.Q,FA753135005.Q,FA743135005.Q,FA473135003.Q,FA703130005.Q,FA153030005.Q,FA143030005.Q,FA103030003.Q,FA113030003.Q,FA313030003.Q,FA213030005.Q,FA793030005.Q,FA573030005.Q,FA223030045.Q,FA633030000.Q,FA403030005.Q,FA613030003.Q,FA733030003.Q,FA263030005.Q
1953:Q2,10020.00,9296.00,8832.00,8.00,0.00,456.00,724.00,676.00,48.00,0.00,0.00,10020.00,9436.00,0.00,0.00,0.00,-20.00,60.00,76.00,68.00,0.00,0.00,0.00,8.00,0.00,468.00
1953:Q3,7316.00,6380.00,6036.00,4.00,0.00,340.00,936.00,892.00,44.00,0.00,0.00,7316.00,6492.00,0.00,0.00,0.00,16.00,412.00,72.00,68.00,0.00,0.00,0.00,4.00,0.00,324.00
1953:Q4,11176.00,9332.00,9036.00,4.00,0.00,292.00,1844.00,1804.00,40.00,0.00,0.00,11176.00,8712.00,0.00,0.00,0.00,-8.00,964.00,76.00,68.00,0.00,0.00,0.00,8.00,0.00,1432.00
1954:Q1,11068.00,8416.00,8164.00,4.00,0.00,248.00,2652.00,2600.00,52.00,0.00,0.00,11068.00,8632.00,200.00,200.00,0.00,8.00,1040.00,88.00,76.00,0.00,0.00,0.00,12.00,0.00,1100.00
1954:Q2,12060.00,10420.00,10056.00,8.00,0.00,356.00,1640.00,1596.00,44.00,0.00,0.00,12060.00,10760.00,200.00,200.00,0.00,-36.00,-76.00,88.00,76.00,0.00,0.00,0.00,12.00,0.00,1124.00
1954:Q3,8916.00,6592.00,6136.00,4.00,0.00,452.00,2324.00,2276.00,48.00,0.00,0.00,8916.00,6536.00,200.00,200.00,0.00,36.00,1044.00,64.00,80.00,0.00,0.00,0.00,-16.00,0.00,1036.00
1954:Q4,10152.00,12040.00,11696.00,4.00,0.00,340.00,-1888.00,-1920.00,32.00,0.00,0.00,10152.00,11256.00,200.00,200.00,0.00,104.00,-160.00,44.00,80.00,0.00,0.00,0.00,-36.00,0.00,-1292.00
1955:Q1,8768.00,8548.00,8340.00,0.00,0.00,208.00,220.00,220.00,0.00,0.00,0.00,8768.00,9120.00,-100.00,-100.00,0.00,16.00,-516.00,100.00,84.00,0.00,0.00,0.00,16.00,0.00,148.00
1955:Q2,9336.00,9236.00,8760.00,-4.00,0.00,480.00,100.00,116.00,-16.00,0.00,0.00,9336.00,9324.00,-100.00,-100.00,0.00,-16.00,64.00,124.00,92.00,0.00,0.00,0.00,32.00,0.00,-60.00
1955:Q3,6156.00,6200.00,5640.00,0.00,0.00,560.00,-44.00,-24.00,-20.00,0.00,0.00,6156.00,5844.00,-100.00,-100.00,0.00,-72.00,92.00,140.00,92.00,0.00,0.00,0.00,48.00,0.00,252.00
1955:Q4,9560.00,11104.00,10716.00,0.00,0.00,388.00,-1544.00,-1536.00,-8.00,0.00,0.00,9560.00,10116.00,-100.00,-100.00,0.00,20.00,108.00,160.00,96.00,0.00,0.00,0.00,64.00,0.00,-744.00
1956:Q1,8912.00,8628.00,8148.00,4.00,0.00,476.00,284.00,244.00,40.00,0.00,0.00,8912.00,9540.00,0.00,0.00,0.00,-24.00,184.00,100.00,96.00,0.00,0.00,0.00,4.00,0.00,-888.00
1956:Q2,11516.00,11036.00,10592.00,8.00,0.00,436.00,480.00,412.00,68.00,0.00,0.00,11516.00,10924.00,0.00,0.00,0.00,-80.00,-212.00,104.00,104.00,0.00,0.00,0.00,0.00,0.00,780.00
1956:Q3,6360.00,6548.00,6100.00,4.00,0.00,444.00,-188.00,-252.00,64.00,0.00,0.00,6360.00,6064.00,0.00,0.00,0.00,-4.00,40.00,104.00,108.00,0.00,0.00,0.00,-4.00,0.00,156.00
1956:Q4,10924.00,12336.00,11816.00,4.00,0.00,516.00,-1412.00,-1444.00,32.00,0.00,0.00,10924.00,11260.00,0.00,0.00,0.00,0.00,164.00,116.00,112.00,0.00,0.00,0.00,4.00,0.00,-616.00
1957:Q1,14812.00,13136.00,12680.00,-4.00,0.00,460.00,1676.00,1720.00,-44.00,0.00,0.00,14812.00,14116.00,0.00,0.00,0.00,40.00,240.00,128.00,116.00,0.00,0.00,0.00,12.00,0.00,288.00
1957:Q2,12904.00,13288.00,12852.00,-8.00,0.00,444.00,-384.00,-316.00,-68.00,0.00,0.00,12904.00,12972.00,0.00,0.00,0.00,-56.00,384.00,128.00,120.00,0.00,0.00,0.00,8.00,0.00,-524.00
1957:Q3,7964.00,7540.00,7076.00,-8.00,0.00,472.00,424.00,500.00,-76.00,0.00,0.00,7964.00,6984.00,0.00,0.00,0.00,56.00,784.00,136.00,124.00,0.00,0.00,0.00,12.00,0.00,4.00
1957:Q4,13512.00,14356.00,13868.00,-4.00,0.00,492.00,-844.00,-800.00,-44.00,0.00,0.00,13512.00,13676.00,0.00,0.00,0.00,-156.00,124.00,132.00,128.00,0.00,0.00,0.00,4.00,0.00,-264.00
1958:Q1,23504.00,14716.00,14240.00,-4.00,0.00,480.00,8788.00,8828.00,-40.00,0.00,0.00,23504.00,15412.00,2200.00,2200.00,0.00,-124.00,2108.00,148.00,136.00,0.00,0.00,0.00,12.00,0.00,3760.00
1958:Q2,20552.00,15700.00,15236.00,0.00,0.00,464.00,4852.00,4860.00,-8.00,0.00,0.00,20552.00,15472.00,2200.00,2200.00,0.00,16.00,2512.00,148.00,140.00,0.00,0.00,0.00,8.00,0.00,204.00
1958:Q3,10356.00,11768.00,11264.00,-4.00,0.00,508.00,-1412.00,-1408.00,-4.00,0.00,0.00,10356.00,11212.00,-400.00,-400.00,0.00,104.00,-752.00,152.00,144.00,0.00,0.00,0.00,8.00,0.00,40.00
1958:Q4,13036.00,14900.00,14400.00,0.00,0.00,500.00,-1864.00,-1852.00,-12.00,0.00,0.00,13036.00,14300.00,-400.00,-400.00,0.00,108.00,-644.00,152.00,152.00,0.00,0.00,0.00,0.00,0.00,-480.00
1959:Q1,9808.00,10248.00,9724.00,4.00,0.00,520.00,-440.00,-456.00,16.00,0.00,0.00,9808.00,10400.00,-400.00,-400.00,0.00,-28.00,-488.00,204.00,156.00,0.00,0.00,0.00,48.00,0.00,120.00
1959:Q2,11968.00,13648.00,13104.00,0.00,0.00,544.00,-1680.00,-1708.00,28.00,0.00,0.00,11968.00,13544.00,-400.00,-400.00,0.00,44.00,12.00,208.00,160.00,0.00,0.00,0.00,48.00,0.00,-1440.00
1959:Q3,5964.00,8128.00,7528.00,4.00,0.00,596.00,-2164.00,-2188.00,24.00,0.00,0.00,5964.00,8060.00,-400.00,-400.00,0.00,-44.00,-1032.00,224.00,168.00,0.00,0.00,0.00,56.00,0.00,-844.00
1959:Q4,8480.00,11160.00,10568.00,4.00,0.00,588.00,-2680.00,-2704.00,24.00,0.00,0.00,8480.00,10108.00,-400.00,-400.00,0.00,-140.00,-132.00,236.00,176.00,0.00,0.00,0.00,60.00,0.00,-1192.00
1960:Q1,8704.00,9956.00,9436.00,4.00,0.00,516.00,-1252.00,-1284.00,32.00,0.00,0.00,8704.00,9608.00,-928.00,-928.00,0.00,-20.00,248.00,196.00,180.00,0.00,0.00,0.00,16.00,0.00,-400.00
1960:Q2,14208.00,12080.00,11544.00,4.00,0.00,532.00,2128.00,2096.00,32.00,0.00,0.00,14208.00,12820.00,-724.00,-724.00,0.00,40.00,1352.00,208.00,192.00,0.00,0.00,0.00,16.00,0.00,512.00
1960:Q3,17444.00,12804.00,12272.00,4.00,0.00,528.00,4640.00,4600.00,40.00,0.00,0.00,17444.00,13220.00,1036.00,1036.00,0.00,-40.00,2132.00,220.00,196.00,0.00,0.00,0.00,24.00,0.00,876.00
1960:Q4,20800.00,12064.00,11484.00,4.00,0.00,576.00,8736.00,8696.00,40.00,0.00,0.00,20800.00,12096.00,6616.00,6616.00,0.00,-72.00,1780.00,232.00,200.00,0.00,0.00,0.00,32.00,0.00,148.00
1961:Q1,23120.00,23544.00,22936.00,4.00,0.00,604.00,-424.00,-464.00,40.00,0.00,0.00,23120.00,22264.00,1088.00,1088.00,0.00,152.00,940.00,260.00,212.00,0.00,0.00,0.00,48.00,0.00,-1584.00
1961:Q2,24052.00,18612.00,17996.00,4.00,0.00,612.00,5440.00,5396.00,44.00,0.00,0.00,24052.00,19452.00,2364.00,2364.00,0.00,-48.00,1356.00,268.00,220.00,0.00,0.00,0.00,48.00,0.00,660.00
1961:Q3,17148.00,10748.00,10064.00,4.00,0.00,680.00,6400.00,6352.00,48.00,0.00,0.00,17148.00,11760.00,2972.00,2972.00,0.00,48.00,992.00,276.00,228.00,0.00,0.00,0.00,48.00,0.00,1100.00
1961:Q4,18636.00,20268.00,19532.00,4.00,0.00,732.00,-1632.00,-1656.00,24.00,0.00,0.00,18636.00,20060.00,-2024.00,-2024.00,0.00,-64.00,344.00,288.00,236.00,0.00,0.00,0.00,52.00,0.00,32.00
1962:Q1,33236.00,27592.00,26812.00,0.00,0.00,780.00,5644.00,5628.00,16.00,0.00,0.00,33236.00,25592.00,5180.00,5180.00,0.00,24.00,2192.00,276.00,248.00,0.00,0.00,0.00,28.00,0.00,-28.00
1962:Q2,27956.00,24192.00,23632.00,0.00,0.00,560.00,3764.00,3764.00,0.00,0.00,0.00,27956.00,25632.00,636.00,636.00,0.00,40.00,1016.00,284.00,252.00,0.00,0.00,0.00,32.00,0.00,348.00
1962:Q3,21624.00,21836.00,21152.00,0.00,0.00,684.00,-212.00,-208.00,-4.00,0.00,0.00,21624.00,23252.00,-2604.00,-2604.00,0.00,-120.00,244.00,300.00,268.00,0.00,0.00,0.00,32.00,0.00,552.00
1962:Q4,31752.00,29596.00,28856.00,4.00,0.00,736.00,2156.00,2152.00,4.00,0.00,0.00,31752.00,29456.00,388.00,388.00,0.00,-4.00,488.00,304.00,272.00,0.00,0.00,0.00,32.00,0.00,1120.00
1963:Q1,33368.00,28864.00,27956.00,4.00,0.00,904.00,4504.00,4456.00,48.00,0.00,0.00,33368.00,27004.00,1376.00,1376.00,0.00,-36.00,3208.00,244.00,288.00,0.00,0.00,0.00,-44.00,0.00,1572.00
1963:Q2,27748.00,25088.00,24404.00,8.00,0.00,676.00,2660.00,2600.00,60.00,0.00,0.00,27748.00,26880.00,-736.00,-736.00,0.00,-24.00,832.00,248.00,296.00,0.00,0.00,0.00,-48.00,0.00,548.00
1963:Q3,22944.00,19020.00,18184.00,4.00,0.00,832.00,3924.00,3860.00,64.00,0.00,0.00,22944.00,20944.00,-172.00,-172.00,0.00,-16.00,1176.00,256.00,308.00,0.00,0.00,0.00,-52.00,0.00,756.00
1963:Q4,34076.00,29408.00,28484.00,8.00,0.00,916.00,4668.00,4616.00,52.00,0.00,0.00,34076.00,29604.00,2280.00,2280.00,0.00,40.00,1356.00,268.00,320.00,0.00,0.00,0.00,-52.00,0.00,528.00
1964:Q1,27384.00,23008.00,22040.00,4.00,0.00,964.00,4376.00,4348.00,28.00,0.00,0.00,27384.00,20944.00,4148.00,4148.00,0.00,0.00,884.00,328.00,332.00,0.00,0.00,0.00,-4.00,0.00,1080.00
1964:Q2,29440.00,25172.00,24120.00,0.00,0.00,1052.00,4268.00,4244.00,24.00,0.00,0.00,29440.00,27164.00,-1088.00,-1088.00,0.00,-12.00,1684.00,332.00,344.00,0.00,0.00,0.00,-12.00,0.00,1360.00
1964:Q3,27424.00,22328.00,21260.00,4.00,0.00,1064.00,5096.00,5072.00,24.00,0.00,0.00,27424.00,24336.00,-572.00,-572.00,0.00,-68.00,2116.00,352.00,356.00,0.00,0.00,0.00,-4.00,0.00,1260.00
1964:Q4,37428.00,32112.00,30960.00,0.00,0.00,1152.00,5316.00,5296.00,20.00,0.00,0.00,37428.00,31976.00,1448.00,1448.00,0.00,128.00,2192.00,364.00,372.00,0.00,0.00,0.00,-8.00,0.00,1320.00
1965:Q1,35332.00,29880.00,28948.00,8.00,0.00,924.00,5452.00,5384.00,68.00,0.00,0.00,35332.00,27812.00,4132.00,4132.00,0.00,-48.00,2384.00,436.00,388.00,0.00,0.00,0.00,48.00,0.00,616.00
1965:Q2,29168.00,20536.00,19636.00,8.00,0.00,892.00,8632.00,8568.00,64.00,0.00,0.00,29168.00,23276.00,3588.00,3588.00,0.00,0.00,1128.00,440.00,400.00,0.00,0.00,0.00,40.00,0.00,736.00
1965:Q3,30552.00,22752.00,21860.00,8.00,0.00,884.00,7800.00,7740.00,60.00,0.00,0.00,30552.00,23984.00,2444.00,2444.00,0.00,-40.00,3272.00,468.00,416.00,0.00,0.00,0.00,52.00,0.00,424.00
1965:Q4,37628.00,35888.00,34608.00,8.00,0.00,1272.00,1740.00,1664.00,76.00,0.00,0.00,37628.00,34820.00,-876.00,-876.00,0.00,0.00,2712.00,484.00,432.00,0.00,0.00,0.00,52.00,0.00,488.00
1966:Q1,23804.00,21608.00,20660.00,8.00,0.00,940.00,2196.00,2132.00,64.00,0.00,0.00,23804.00,18776.00,3572.00,3572.00,0.00,0.00,112.00,504.00,452.00,0.00,0.00,0.00,52.00,0.00,840.00
1966:Q2,23252.00,15692.00,14852.00,8.00,0.00,832.00,7560.00,7488.00,72.00,0.00,0.00,23252.00,20296.00,-712.00,-712.00,0.00,-40.00,2372.00,512.00,468.00,0.00,0.00,0.00,44.00,0.00,824.00
1966:Q3,11924.00,8236.00,7624.00,0.00,0.00,612.00,3688.00,3692.00,-4.00,0.00,0.00,11924.00,9400.00,264.00,264.00,0.00,-40.00,1912.00,512.00,480.00,0.00,0.00,0.00,32.00,0.00,-124.00
1966:Q4,22396.00,26564.00,25552.00,0.00,0.00,1012.00,-4168.00,-4172.00,4.00,0.00,0.00,22396.00,26012.00,-4684.00,-4684.00,0.00,-40.00,708.00,612.00,588.00,0.00,0.00,0.00,24.00,0.00,-212.00
1967:Q1,50464.00,41900.00,40916.00,8.00,0.00,976.00,8564.00,8468.00,96.00,0.00,0.00,50464.00,38152.00,3812.00,3812.00,0.00,120.00,6116.00,508.00,484.00,0.00,0.00,0.00,24.00,0.00,1756.00
1967:Q2,44040.00,34492.00,33284.00,12.00,0.00,1196.00,9548.00,9460.00,88.00,0.00,0.00,44040.00,41416.00,-3116.00,-3116.00,0.00,80.00,3476.00,660.00,572.00,68.00,0.00,0.00,20.00,0.00,1524.00
1967:Q3,35076.00,31820.00,31004.00,12.00,0.00,804.00,3256.00,3156.00,100.00,0.00,0.00,35076.00,31756.00,1288.00,1288.00,0.00,-40.00,432.00,824.00,588.00,208.00,0.00,0.00,28.00,0.00,816.00
1967:Q4,32872.00,30632.00,29480.00,12.00,0.00,1140.00,2240.00,2124.00,116.00,0.00,0.00,32872.00,29356.00,2332.00,2332.00,0.00,28.00,-948.00,1136.00,740.00,368.00,0.00,0.00,28.00,0.00,968.00
1968:Q1,32776.00,34104.00,32832.00,16.00,0.00,1256.00,-1328.00,-1472.00,144.00,0.00,0.00,32776.00,32460.00,-1228.00,-1228.00,0.00,252.00,2208.00,304.00,488.00,-212.00,0.00,0.00,28.00,0.00,-1220.00
1968:Q2,16352.00,13712.00,12216.00,16.00,0.00,1480.00,2640.00,2484.00,156.00,0.00,0.00,16352.00,20528.00,-4984.00,-4984.00,0.00,-36.00,1544.00,552.00,668.00,-132.00,0.00,0.00,16.00,0.00,-1252.00
1968:Q3,40444.00,25156.00,24548.00,12.00,0.00,596.00,15288.00,15168.00,120.00,0.00,0.00,40444.00,32100.00,1640.00,1640.00,0.00,116.00,4888.00,1024.00,728.00,284.00,0.00,0.00,12.00,0.00,676.00
1968:Q4,43808.00,33508.00,32000.00,16.00,0.00,1492.00,10300.00,10164.00,136.00,0.00,0.00,43808.00,35860.00,2068.00,2068.00,0.00,72.00,3956.00,1136.00,780.00,336.00,0.00,0.00,20.00,0.00,716.00
1969:Q1,7904.00,30474.00,28312.00,24.00,422.00,1716.00,-22570.00,-23188.00,196.00,422.00,0.00,7904.00,17108.00,-5456.00,-5456.00,0.00,-72.00,-2576.00,-216.00,476.00,-712.00,0.00,0.00,20.00,0.00,-884.00
1969:Q2,-708.00,-660.00,-2728.00,8.00,656.00,1404.00,-48.00,-780.00,76.00,656.00,0.00,-708.00,17196.00,-12396.00,-12396.00,0.00,8.00,-5848.00,1352.00,964.00,364.00,0.00,0.00,24.00,0.00,-1020.00
1969:Q3,-19200.00,6426.00,4880.00,32.00,610.00,904.00,-25626.00,-26516.00,280.00,610.00,0.00,-19200.00,-5016.00,-4272.00,-4272.00,0.00,-208.00,-11192.00,1028.00,720.00,272.00,0.00,0.00,36.00,0.00,460.00
1969:Q4,9368.00,21344.00,19360.00,28.00,280.00,1676.00,-11976.00,-12536.00,280.00,280.00,0.00,9368.00,5248.00,508.00,508.00,0.00,-356.00,-3704.00,708.00,836.00,-164.00,0.00,0.00,36.00,0.00,6964.00
1970:Q1,15608.00,9042.00,7888.00,72.00,106.00,976.00,6566.00,5836.00,624.00,106.00,0.00,15608.00,5060.00,3584.00,2784.00,800.00,-124.00,5432.00,784.00,868.00,-128.00,0.00,0.00,44.00,0.00,872.00
1970:Q2,58156.00,39580.00,38104.00,36.00,72.00,1368.00,18576.00,18180.00,324.00,72.00,0.00,58156.00,38712.00,5452.00,3852.00,1600.00,88.00,12264.00,1216.00,880.00,284.00,0.00,0.00,52.00,0.00,424.00
1970:Q3,81820.00,37420.00,35408.00,28.00,60.00,1924.00,44400.00,44092.00,248.00,60.00,0.00,81820.00,69264.00,1656.00,56.00,1600.00,632.00,13760.00,828.00,932.00,-168.00,0.00,0.00,64.00,0.00,-4320.00
1970:Q4,63860.00,36428.00,33652.00,16.00,60.00,2700.00,27432.00,27216.00,156.00,60.00,0.00,63860.00,55876.00,1688.00,88.00,1600.00,412.00,8392.00,1124.00,864.00,184.00,0.00,0.00,76.00,0.00,-3632.00
1971:Q1,119016.00,97406.00,94888.00,20.00,-26.00,2524.00,21610.00,21432.00,204.00,-26.00,0.00,119016.00,96960.00,10388.00,8788.00,1600.00,68.00,10176.00,1164.00,1008.00,80.00,0.00,0.00,76.00,0.00,260.00
1971:Q2,80036.00,77122.00,74424.00,16.00,-22.00,2704.00,2914.00,2800.00,136.00,-22.00,0.00,80036.00,68336.00,6720.00,5120.00,1600.00,148.00,3904.00,652.00,792.00,-212.00,0.00,0.00,72.00,0.00,276.00
1971:Q3,61304.00,54646.00,51480.00,48.00,222.00,2896.00,6658.00,6028.00,408.00,222.00,0.00,61304.00,50864.00,3364.00,1764.00,1600.00,52.00,5504.00,1116.00,1072.00,-24.00,0.00,0.00,68.00,0.00,404.00
1971:Q4,67016.00,44306.00,40820.00,20.00,130.00,3336.00,22710.00,22392.00,188.00,130.00,0.00,67016.00,53880.00,2576.00,976.00,1600.00,-40.00,9312.00,912.00,948.00,-104.00,0.00,0.00,68.00,0.00,376.00
1972:Q1,89984.00,84838.00,82392.00,40.00,-66.00,2472.00,5146.00,4864.00,348.00,-66.00,0.00,89984.00,72532.00,10524.00,8924.00,1600.00,-80.00,4424.00,600.00,972.00,-436.00,0.00,0.00,64.00,0.00,1984.00
1972:Q2,84096.00,64916.00,62840.00,28.00,-64.00,2112.00,19180.00,18968.00,276.00,-64.00,0.00,84096.00,70772.00,3936.00,2336.00,1600.00,-32.00,6952.00,1276.00,1232.00,-24.00,0.00,0.00,68.00,0.00,1192.00
1972:Q3,89288.00,70604.00,66168.00,-108.00,204.00,4340.00,18684.00,19468.00,-988.00,204.00,0.00,89288.00,81952.00,-3932.00,-5532.00,1600.00,472.00,4612.00,1528.00,1336.00,128.00,0.00,0.00,64.00,0.00,4656.00
1972:Q4,90196.00,62418.00,58200.00,-108.00,206.00,4120.00,27778.00,28548.00,-976.00,206.00,0.00,90196.00,68092.00,5396.00,3796.00,1600.00,-16.00,10948.00,1992.00,1424.00,504.00,0.00,0.00,64.00,0.00,3784.00
1973:Q1,118192.00,64962.00,61704.00,160.00,26.00,3072.00,53230.00,51816.00,1388.00,26.00,0.00,118192.00,85968.00,16396.00,14772.00,1624.00,656.00,9304.00,2036.00,1520.00,452.00,0.00,0.00,64.00,0.00,3832.00
1973:Q2,80176.00,56656.00,53352.00,48.00,-76.00,3332.00,23520.00,23464.00,132.00,-76.00,0.00,80176.00,59392.00,10804.00,9184.00,1620.00,-160.00,4280.00,1924.00,1364.00,500.00,0.00,0.00,60.00,0.00,3936.00
1973:Q3,65500.00,-7718.00,-10636.00,144.00,186.00,2588.00,73218.00,71752.00,1280.00,186.00,0.00,65500.00,53188.00,-824.00,-2432.00,1608.00,-560.00,10444.00,2780.00,1792.00,924.00,0.00,0.00,64.00,0.00,472.00
1973:Q4,49796.00,43516.00,40732.00,112.00,148.00,2524.00,6280.00,5552.00,580.00,148.00,0.00,49796.00,43944.00,-992.00,-2592.00,1600.00,-604.00,2432.00,2008.00,1388.00,560.00,0.00,0.00,60.00,0.00,3008.00
1974:Q1,94684.00,68012.00,65360.00,48.00,-24.00,2628.00,26672.00,26416.00,280.00,-24.00,0.00,94684.00,79744.00,10760.00,8672.00,2088.00,604.00,3084.00,2340.00,1668.00,348.00,268.00,0.00,56.00,0.00,-1848.00
1974:Q2,91392.00,25048.00,22076.00,52.00,-28.00,2948.00,66344.00,65668.00,704.00,-28.00,0.00,91392.00,67096.00,3432.00,1552.00,1880.00,-576.00,9604.00,3532.00,1716.00,1184.00,572.00,0.00,60.00,0.00,8304.00
