1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q3,-15136.00,-25068.00,-4796.00,13856.00,56.00,-368.00,972.00,212.00,-53538.00,-43536.00,-10001.00,38402.00
2000:Q4,68892.00,32298.00,16508.00,18068.00,56.00,-368.00,1034.00,1296.00,-4250.00,-20915.00,16664.00,73142.00
2001:Q1,7236.00,-1098.00,492.00,10388.00,308.00,-384.00,1082.00,-3552.00,-21712.00,-18009.00,-3703.00,28948.00
2001:Q2,-23480.00,-25741.00,1260.00,-508.00,308.00,-384.00,1137.00,448.00,-6384.00,-220.00,-6164.00,-17096.00
2001:Q3,116433.00,73579.00,8000.00,33236.00,304.00,-384.00,1190.00,508.00,78471.00,68136.00,10335.00,37962.00
2001:Q4,-52966.00,-34529.00,6444.00,-27820.00,308.00,-384.00,1243.00,1772.00,-77400.00,-89015.00,11615.00,24434.00
2002:Q1,-32641.00,-14997.00,2996.00,-7216.00,-7400.00,-7404.00,1297.00,84.00,-89114.00,-89638.00,524.00,56473.00
2002:Q2,28002.00,12428.00,964.00,29188.00,-7404.00,-7408.00,1350.00,-1116.00,61331.00,66357.00,-5026.00,-33329.00
2002:Q3,34636.00,29563.00,960.00,17580.00,-7400.00,-7404.00,1404.00,-68.00,1473.00,439.00,1034.00,33163.00
2002:Q4,7772.00,20642.00,964.00,588.00,-7400.00,-7408.00,1458.00,-1072.00,21353.00,11770.00,9584.00,-13581.00
2003:Q1,-9056.00,-24648.00,-508.00,6812.00,4716.00,1912.00,1513.00,1148.00,5824.00,4136.00,1687.00,-14879.00
2003:Q2,2544.00,-264.00,-512.00,-6052.00,4716.00,1908.00,1567.00,1180.00,51939.00,58423.00,-6484.00,-49395.00
2003:Q3,8488.00,534.00,-508.00,-8.00,4716.00,1908.00,1622.00,224.00,45096.00,41994.00,3102.00,-36608.00
2003:Q4,-9549.00,-22550.00,-512.00,6148.00,4716.00,1908.00,1677.00,-936.00,37813.00,32968.00,4846.00,-47363.00
2004:Q1,46681.00,-2619.00,8356.00,17492.00,9164.00,11880.00,1732.00,676.00,-6412.00,-19813.00,13402.00,53092.00
2004:Q2,-52396.00,12128.00,8352.00,-60164.00,-8960.00,-5996.00,1787.00,456.00,63617.00,50672.00,12945.00,-116013.00
2004:Q3,60369.00,26454.00,8352.00,33940.00,-11172.00,-244.00,1843.00,1196.00,75696.00,59491.00,16205.00,-15327.00
2004:Q4,27224.00,-8866.00,8356.00,6800.00,12848.00,6740.00,1899.00,-552.00,11613.00,2685.00,8928.00,15611.00
2005:Q1,30202.00,9566.00,8676.00,-16464.00,17732.00,-1804.00,10844.00,1652.00,40733.00,22147.00,18586.00,-10531.00
2005:Q2,-4172.00,-1324.00,8676.00,5408.00,-9564.00,-4160.00,2208.00,-5416.00,56628.00,40949.00,15680.00,-60801.00
2005:Q3,-33690.00,-6870.00,8676.00,-12784.00,-29440.00,-1832.00,6400.00,2160.00,27469.00,14226.00,13243.00,-61159.00
2005:Q4,-11159.00,-8467.00,8676.00,-7208.00,9036.00,-2564.00,-11776.00,1144.00,36264.00,26517.00,9747.00,-47424.00
2006:Q1,57736.00,13568.00,9008.00,-4204.00,31336.00,5428.00,656.00,1944.00,23669.00,6224.00,17446.00,34066.00
2006:Q2,-31668.00,-5644.00,9008.00,-8012.00,-16488.00,-9608.00,-1908.00,984.00,24820.00,2841.00,21979.00,-56488.00
2006:Q3,46687.00,-9413.00,9012.00,33024.00,8632.00,2748.00,856.00,1828.00,7369.00,-3372.00,10742.00,39318.00
2006:Q4,17221.00,-1715.00,9008.00,-26500.00,20480.00,17304.00,500.00,-1856.00,-33487.00,-31701.00,-1786.00,50708.00
2007:Q1,-80110.00,-83770.00,3780.00,-7928.00,12484.00,-1760.00,-5888.00,2972.00,-4198.00,-8540.00,4342.00,-75911.00
2007:Q2,-74110.00,-32746.00,3784.00,-30388.00,-7540.00,-6580.00,-380.00,-260.00,-22692.00,-29508.00,6816.00,-51418.00
2007:Q3,-47961.00,-52289.00,3780.00,308.00,-244.00,-632.00,1172.00,-56.00,-25614.00,-26001.00,387.00,-22346.00
2007:Q4,-74872.00,-29568.00,3784.00,-24260.00,-14460.00,-4488.00,-748.00,-5132.00,-76967.00,-77237.00,271.00,2095.00
2008:Q1,-12618.00,39962.00,6684.00,-42708.00,-4196.00,-12424.00,636.00,-572.00,-52698.00,-51114.00,-1584.00,40080.00
2008:Q2,-152127.00,-58007.00,6680.00,-52180.00,-35752.00,-15140.00,-24.00,2296.00,-72308.00,-82223.00,9916.00,-79819.00
2008:Q3,-32622.00,54918.00,6684.00,-69364.00,1076.00,-25360.00,-260.00,-316.00,-36552.00,-38753.00,2200.00,3930.00
2008:Q4,-297645.00,-24369.00,6684.00,-179684.00,-73552.00,-25824.00,-688.00,-212.00,-66387.00,-76731.00,10344.00,-231258.00
2009:Q1,-33425.00,-34797.00,-6260.00,9432.00,-12496.00,10180.00,-268.00,784.00,-34898.00,-33876.00,-1022.00,1473.00
2009:Q2,-29552.00,-7480.00,-6260.00,-35424.00,14796.00,716.00,-3176.00,7276.00,68524.00,83876.00,-15352.00,-98076.00
2009:Q3,97251.00,17515.00,-6260.00,61996.00,24172.00,-4028.00,-3136.00,6992.00,49311.00,50653.00,-1342.00,47939.00
2009:Q4,-47973.00,11747.00,-6264.00,-6636.00,-5184.00,-35040.00,-4480.00,-2116.00,37431.00,42835.00,-5404.00,-85404.00
2010:Q1,2453.00,13833.00,-732.00,-23276.00,12576.00,5808.00,-416.00,-5340.00,11388.00,12221.00,-834.00,-8935.00
2010:Q2,1618.00,-3382.00,-732.00,34016.00,-25788.00,-2700.00,300.00,-96.00,20160.00,18301.00,1859.00,-18542.00
2010:Q3,32432.00,568.00,-732.00,-1360.00,13608.00,11700.00,616.00,8032.00,13835.00,9958.00,3877.00,18598.00
2010:Q4,41205.00,17609.00,-732.00,16988.00,22184.00,-4500.00,536.00,-10880.00,66921.00,67739.00,-818.00,-25715.00
2011:Q1,63755.00,30019.00,584.00,18756.00,8820.00,3812.00,-556.00,2320.00,44410.00,40227.00,4182.00,19345.00
2011:Q2,-25227.00,-17827.00,584.00,18448.00,-20688.00,-4756.00,-1436.00,448.00,34523.00,35003.00,-480.00,-59751.00
2011:Q3,8222.00,23402.00,584.00,13560.00,-25088.00,-4904.00,3272.00,-2604.00,34060.00,30343.00,3717.00,-25838.00
2011:Q4,33554.00,-410.00,584.00,-8524.00,19328.00,26644.00,556.00,-4624.00,-775.00,-3011.00,2236.00,34329.00
2012:Q1,32093.00,2073.00,7608.00,8204.00,26048.00,-14848.00,1184.00,1824.00,42315.00,33253.00,9062.00,-10222.00
2012:Q2,26120.00,17012.00,7608.00,9556.00,-20740.00,13944.00,-688.00,-572.00,35974.00,25831.00,10143.00,-9853.00
2012:Q3,36295.00,-9389.00,7608.00,16508.00,17916.00,912.00,-580.00,3320.00,16590.00,7311.00,9279.00,19705.00
2012:Q4,-27220.00,-440.00,7608.00,-6284.00,-8116.00,-18548.00,944.00,-2384.00,31173.00,21785.00,9388.00,-58394.00
2013:Q1,34646.00,-11962.00,3172.00,7420.00,30424.00,-576.00,804.00,5364.00,31317.00,25605.00,5712.00,3329.00
2013:Q2,-90121.00,-24957.00,3176.00,-52932.00,-8108.00,-6716.00,-648.00,64.00,11966.00,7513.00,4453.00,-102086.00
2013:Q3,33046.00,-6458.00,3172.00,24052.00,10676.00,16.00,940.00,648.00,50188.00,47134.00,3054.00,-17142.00
2013:Q4,69521.00,7065.00,3176.00,21912.00,43524.00,-1784.00,-868.00,-3504.00,22498.00,19321.00,3177.00,47024.00
2014:Q1,40766.00,-10334.00,1752.00,31128.00,7300.00,5032.00,2696.00,3192.00,28996.00,27325.00,1671.00,11770.00
2014:Q2,36731.00,4483.00,4440.00,29008.00,-2844.00,-952.00,116.00,2480.00,43294.00,38209.00,5085.00,-6563.00
2014:Q3,10827.00,17767.00,3196.00,-11648.00,2968.00,-3364.00,824.00,1084.00,-12155.00,-15559.00,3404.00,22982.00
2014:Q4,-12660.00,-17484.00,5588.00,12268.00,360.00,-8272.00,332.00,-5452.00,-63234.00,-68049.00,4815.00,50573.00
2015:Q1,73869.00,23257.00,15160.00,19076.00,1384.00,10000.00,1696.00,3296.00,138928.00,123598.00,15330.00,-65059.00
2015:Q2,-31576.00,15972.00,6108.00,-27612.00,-18904.00,-5604.00,968.00,-2504.00,10912.00,4807.00,6105.00,-42489.00
2015:Q3,-27941.00,-10461.00,6560.00,8640.00,-23416.00,-8880.00,292.00,-676.00,-19642.00,-26553.00,6911.00,-8298.00
2015:Q4,-39764.00,-36040.00,8080.00,-17708.00,8092.00,1840.00,-608.00,-3420.00,-29396.00,-36954.00,7558.00,-10368.00
2016:Q1,20404.00,-39800.00,6116.00,41392.00,5284.00,5624.00,-1608.00,3396.00,74133.00,68274.00,5859.00,-53729.00
2016:Q2,-2632.00,-1600.00,6152.00,17680.00,-16468.00,-4304.00,-1828.00,-2264.00,95807.00,89059.00,6747.00,-98439.00
