1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1956:Q4,26854.00,0.00,2196.00,1753.00,2657.00,0.00,0.00,7261.00,671.00,6089.00,0.00,6089.00,0.00,0.00,501.00,0.00,6961.00,0.00,567.00,5459.00,44421.00,1608.00,138.00,0.00,3381.00,0.00,3381.00,13894.00,1789.00,12105.00,788.00,22505.00,2107.00,670.00,1437.00,0.00,2625.00
1957:Q1,26350.00,0.00,2097.00,1456.00,2729.00,0.00,0.00,7348.00,787.00,6028.00,0.00,6028.00,0.00,0.00,533.00,0.00,6621.00,0.00,586.00,5513.00,45661.00,1588.00,198.00,0.00,3598.00,0.00,3598.00,14006.00,1788.00,12218.00,767.00,23140.00,2364.00,670.00,1694.00,0.00,2486.00
1957:Q2,27351.00,0.00,2074.00,2082.00,2598.00,0.00,0.00,7262.00,773.00,5944.00,0.00,5944.00,0.00,0.00,545.00,0.00,7112.00,0.00,645.00,5578.00,47488.00,1649.00,176.00,0.00,3724.00,0.00,3724.00,14062.00,1860.00,12202.00,807.00,24411.00,2659.00,670.00,1989.00,0.00,2645.00
1957:Q3,26485.00,0.00,2007.00,1998.00,2599.00,0.00,0.00,7142.00,967.00,5608.00,0.00,5608.00,0.00,0.00,567.00,0.00,6484.00,0.00,659.00,5596.00,48428.00,1898.00,153.00,0.00,3755.00,0.00,3755.00,14135.00,1952.00,12183.00,813.00,24882.00,2792.00,670.00,2122.00,0.00,2388.00
1957:Q4,26528.00,0.00,1959.00,2102.00,2533.00,0.00,0.00,7475.00,954.00,5930.00,0.00,5930.00,0.00,0.00,591.00,0.00,6091.00,0.00,658.00,5710.00,49654.00,1975.00,131.00,0.00,3816.00,0.00,3816.00,14731.00,2106.00,12625.00,876.00,25394.00,2731.00,670.00,2061.00,0.00,2233.00
1958:Q1,26977.00,0.00,2099.00,1669.00,3473.00,0.00,0.00,6980.00,1067.00,5288.00,0.00,5288.00,0.00,0.00,625.00,0.00,6328.00,0.00,628.00,5800.00,50553.00,2042.00,160.00,0.00,4087.00,0.00,4087.00,14851.00,2150.00,12701.00,825.00,25736.00,2852.00,670.00,2182.00,0.00,2320.00
1958:Q2,27487.00,0.00,2304.00,1945.00,3524.00,0.00,0.00,6346.00,911.00,4811.00,0.00,4811.00,0.00,0.00,624.00,0.00,6840.00,0.00,630.00,5898.00,51976.00,2084.00,132.00,0.00,4427.00,0.00,4427.00,15047.00,2368.00,12679.00,863.00,26385.00,3038.00,670.00,2368.00,0.00,2514.00
1958:Q3,28717.00,0.00,2276.00,1596.00,3534.00,0.00,0.00,7141.00,868.00,5649.00,0.00,5649.00,0.00,0.00,624.00,0.00,7537.00,0.00,643.00,5990.00,52898.00,2031.00,172.00,0.00,4515.00,0.00,4515.00,15399.00,2546.00,12853.00,860.00,26777.00,3144.00,670.00,2474.00,0.00,2786.00
1958:Q4,30093.00,0.00,2111.00,2006.00,3414.00,0.00,0.00,7523.00,843.00,6035.00,0.00,6035.00,0.00,0.00,645.00,0.00,8305.00,0.00,619.00,6115.00,53961.00,1958.00,149.00,0.00,4734.00,0.00,4734.00,15770.00,2647.00,13123.00,871.00,27409.00,3070.00,670.00,2400.00,0.00,3095.00
1959:Q1,31002.00,0.00,2270.00,1950.00,3444.00,0.00,0.00,7946.00,753.00,6542.00,0.00,6542.00,0.00,0.00,651.00,0.00,8475.00,0.00,673.00,6244.00,54487.00,1793.00,143.00,0.00,4903.00,0.00,4903.00,15711.00,2546.00,13165.00,840.00,27971.00,3126.00,670.00,2456.00,0.00,3193.00
1959:Q2,33461.00,0.00,2207.00,2122.00,3084.00,0.00,0.00,9867.00,744.00,8454.00,0.00,8454.00,0.00,0.00,669.00,0.00,9039.00,0.00,734.00,6408.00,56176.00,2111.00,137.00,0.00,4968.00,0.00,4968.00,16026.00,2609.00,13417.00,910.00,28769.00,3255.00,670.00,2585.00,0.00,3451.00
1959:Q3,34261.00,0.00,2086.00,2046.00,2873.00,0.00,0.00,11068.00,729.00,9635.00,0.00,9635.00,0.00,0.00,704.00,0.00,8906.00,0.00,748.00,6534.00,56818.00,2085.00,145.00,0.00,5098.00,0.00,5098.00,16198.00,2681.00,13517.00,914.00,29295.00,3083.00,670.00,2413.00,0.00,3452.00
1959:Q4,35291.00,0.00,2132.00,2140.00,2575.00,0.00,0.00,11706.00,757.00,10360.00,0.00,10360.00,0.00,0.00,589.00,0.00,9363.00,0.00,771.00,6604.00,57408.00,1997.00,132.00,0.00,5207.00,0.00,5207.00,16199.00,2861.00,13338.00,964.00,29827.00,3082.00,670.00,2412.00,0.00,3689.00
1960:Q1,34980.00,0.00,2374.00,1576.00,2475.00,0.00,0.00,12092.00,1083.00,10387.00,0.00,10387.00,0.00,0.00,622.00,0.00,8811.00,0.00,945.00,6707.00,58365.00,1888.00,121.00,0.00,5486.00,0.00,5486.00,16267.00,2741.00,13526.00,964.00,30416.00,3223.00,670.00,2553.00,0.00,3544.00
1960:Q2,35914.00,0.00,2738.00,1873.00,2603.00,0.00,0.00,11990.00,1041.00,10296.00,0.00,10296.00,0.00,0.00,653.00,0.00,9081.00,0.00,847.00,6782.00,59433.00,1807.00,140.00,0.00,5611.00,0.00,5611.00,16549.00,2700.00,13849.00,1100.00,30773.00,3453.00,750.00,2703.00,0.00,3753.00
1960:Q3,36156.00,0.00,2978.00,1836.00,2822.00,0.00,0.00,12336.00,1234.00,10429.00,0.00,10429.00,0.00,0.00,673.00,0.00,8460.00,0.00,841.00,6883.00,60222.00,1705.00,191.00,0.00,5687.00,0.00,5687.00,16839.00,2734.00,14105.00,1114.00,31138.00,3548.00,750.00,2798.00,0.00,3580.00
1960:Q4,37677.00,0.00,2960.00,2122.00,2859.00,0.00,0.00,12610.00,1291.00,10651.00,0.00,10651.00,0.00,0.00,668.00,0.00,9302.00,0.00,899.00,6925.00,62242.00,1555.00,148.00,0.00,5784.00,0.00,5784.00,17401.00,3010.00,14391.00,1725.00,31865.00,3764.00,824.00,2940.00,0.00,3984.00
1961:Q1,39439.00,0.00,3223.00,2642.00,2463.00,0.00,0.00,12654.00,1343.00,10635.00,0.00,10635.00,0.00,0.00,676.00,0.00,10468.00,0.00,969.00,7020.00,63493.00,1555.00,189.00,0.00,5869.00,0.00,5869.00,17954.00,3017.00,14937.00,1465.00,32620.00,3841.00,824.00,3017.00,0.00,4479.00
1961:Q2,39660.00,0.00,3553.00,2518.00,2628.00,0.00,0.00,12291.00,1322.00,10288.00,0.00,10288.00,0.00,0.00,681.00,0.00,10536.00,0.00,1000.00,7134.00,64674.00,1705.00,213.00,0.00,6042.00,0.00,6042.00,17782.00,3209.00,14573.00,1648.00,33340.00,3944.00,824.00,3120.00,0.00,4440.00
1961:Q3,41312.00,0.00,3562.00,2744.00,2903.00,0.00,0.00,12987.00,1441.00,10874.00,0.00,10874.00,0.00,0.00,672.00,0.00,10900.00,0.00,1018.00,7198.00,66719.00,2064.00,238.00,0.00,6109.00,0.00,6109.00,18409.00,3260.00,15149.00,1800.00,34141.00,3958.00,824.00,3134.00,0.00,4524.00
1961:Q4,42406.00,0.00,3087.00,3098.00,2911.00,0.00,0.00,13064.00,1360.00,11035.00,0.00,11035.00,0.00,0.00,669.00,0.00,11808.00,0.00,1185.00,7253.00,68212.00,1806.00,236.00,0.00,6221.00,0.00,6221.00,19205.00,3740.00,15465.00,1831.00,34717.00,4196.00,995.00,3201.00,0.00,4902.00
1962:Q1,42963.00,0.00,3349.00,3381.00,2904.00,0.00,0.00,13277.00,1384.00,11023.00,0.00,11023.00,84.00,0.00,786.00,0.00,11548.00,0.00,1195.00,7309.00,69798.00,1686.00,234.00,0.00,6422.00,0.00,6422.00,19906.00,4129.00,15777.00,2085.00,35221.00,4244.00,995.00,3249.00,0.00,4878.00
1962:Q2,40722.00,0.00,3362.00,3420.00,2991.00,0.00,0.00,13719.00,1317.00,11468.00,0.00,11468.00,169.00,0.00,765.00,0.00,8793.00,0.00,1030.00,7407.00,71424.00,1963.00,296.00,0.00,6737.00,0.00,6737.00,20065.00,4144.00,15921.00,2039.00,35929.00,4395.00,995.00,3400.00,0.00,3847.00
1962:Q3,41525.00,0.00,3338.00,2861.00,3129.00,0.00,0.00,14379.00,1293.00,12118.00,0.00,12118.00,253.00,0.00,715.00,0.00,9267.00,0.00,1078.00,7473.00,72308.00,1528.00,788.00,0.00,6831.00,0.00,6831.00,19855.00,4099.00,15756.00,2259.00,36577.00,4470.00,995.00,3475.00,0.00,4185.00
1962:Q4,43501.00,0.00,2981.00,3233.00,3409.00,0.00,0.00,14797.00,1387.00,12379.00,0.00,12379.00,337.00,0.00,694.00,0.00,10336.00,0.00,1190.00,7555.00,73610.00,1163.00,790.00,0.00,7215.00,0.00,7215.00,20299.00,4153.00,16146.00,2304.00,37276.00,4563.00,1117.00,3446.00,0.00,4714.00
1963:Q1,44983.00,0.00,3563.00,2914.00,3802.00,0.00,0.00,14941.00,1370.00,12498.00,0.00,12498.00,421.00,0.00,652.00,0.00,10950.00,0.00,1187.00,7626.00,75401.00,1242.00,828.00,0.00,7709.00,0.00,7709.00,20559.00,3981.00,16578.00,2240.00,38210.00,4613.00,1117.00,3496.00,0.00,4943.00
1963:Q2,46836.00,0.00,3427.00,3250.00,3939.00,0.00,0.00,15692.00,1427.00,13051.00,0.00,13051.00,504.00,0.00,710.00,0.00,11526.00,0.00,1241.00,7761.00,77742.00,1235.00,1065.00,0.00,8216.00,0.00,8216.00,21336.00,4105.00,17231.00,1868.00,39143.00,4879.00,1117.00,3762.00,0.00,5053.00
1963:Q3,48077.00,0.00,3466.00,3169.00,4128.00,0.00,0.00,16030.00,1568.00,13169.00,0.00,13169.00,588.00,0.00,705.00,0.00,12031.00,0.00,1370.00,7883.00,78682.00,1204.00,1000.00,0.00,8287.00,0.00,8287.00,21572.00,4268.00,17304.00,1916.00,39793.00,4910.00,1117.00,3793.00,0.00,5094.00
1963:Q4,48784.00,0.00,3233.00,3499.00,4260.00,0.00,0.00,15893.00,1437.00,13033.00,0.00,13033.00,672.00,0.00,751.00,0.00,12485.00,0.00,1579.00,7835.00,80500.00,1247.00,731.00,0.00,8208.00,0.00,8208.00,22557.00,4785.00,17772.00,1949.00,40736.00,5072.00,1179.00,3893.00,0.00,5145.00
1964:Q1,49886.00,0.00,3472.00,3573.00,4530.00,0.00,0.00,15514.00,1582.00,12394.00,0.00,12394.00,756.00,0.00,782.00,0.00,13137.00,0.00,1739.00,7921.00,82315.00,1344.00,867.00,0.00,8097.00,0.00,8097.00,23422.00,5148.00,18274.00,2058.00,41523.00,5004.00,1179.00,3825.00,0.00,5300.00
1964:Q2,50924.00,0.00,3291.00,3924.00,4870.00,0.00,0.00,15619.00,1696.00,12267.00,0.00,12267.00,840.00,0.00,816.00,0.00,13468.00,0.00,1715.00,8037.00,83970.00,968.00,978.00,0.00,8249.00,0.00,8249.00,24183.00,5374.00,18809.00,2089.00,42522.00,4981.00,1229.00,3752.00,0.00,5332.00
1964:Q3,52803.00,0.00,3579.00,4152.00,5185.00,0.00,0.00,16292.00,1653.00,12816.00,0.00,12816.00,924.00,0.00,899.00,0.00,13766.00,0.00,1730.00,8099.00,86064.00,878.00,1243.00,0.00,8205.00,0.00,8205.00,24964.00,5766.00,19198.00,2333.00,43482.00,4959.00,1229.00,3730.00,0.00,5352.00
1964:Q4,58332.00,0.00,3717.00,8253.00,5515.00,0.00,0.00,16908.00,1620.00,13321.00,0.00,13321.00,1008.00,0.00,959.00,0.00,13835.00,0.00,1957.00,8147.00,89583.00,1201.00,1097.00,0.00,8675.00,0.00,8675.00,26230.00,6512.00,19718.00,2697.00,44480.00,5203.00,1291.00,3912.00,0.00,5270.00
1965:Q1,58817.00,0.00,4387.00,8010.00,5669.00,0.00,0.00,16492.00,1885.00,12538.00,0.00,12538.00,1092.00,0.00,977.00,0.00,13914.00,0.00,2016.00,8329.00,92253.00,1191.00,1033.00,0.00,8765.00,0.00,8765.00,27620.00,7435.00,20185.00,2518.00,46064.00,5062.00,1291.00,3771.00,0.00,5180.00
1965:Q2,58408.00,0.00,4560.00,7984.00,5853.00,0.00,0.00,16197.00,1859.00,12286.00,0.00,12286.00,1176.00,0.00,876.00,0.00,13279.00,0.00,2216.00,8319.00,94367.00,1713.00,822.00,0.00,8835.00,0.00,8835.00,27767.00,7039.00,20728.00,2543.00,47531.00,5156.00,1291.00,3865.00,0.00,4809.00
1965:Q3,60171.00,0.00,4404.00,8254.00,5959.00,0.00,0.00,16568.00,1940.00,12507.00,0.00,12507.00,1260.00,0.00,861.00,0.00,14296.00,0.00,2222.00,8468.00,95692.00,1796.00,892.00,0.00,8977.00,0.00,8977.00,27724.00,7036.00,20688.00,2497.00,48536.00,5270.00,1291.00,3979.00,0.00,5041.00
1965:Q4,61176.00,0.00,3830.00,8509.00,6081.00,0.00,0.00,17385.00,1982.00,13056.00,0.00,13056.00,1344.00,0.00,1003.00,0.00,14599.00,0.00,2240.00,8532.00,103146.00,1644.00,781.00,0.00,9135.00,0.00,9135.00,28288.00,7101.00,21187.00,2669.00,55410.00,5219.00,1291.00,3928.00,0.00,5048.00
1966:Q1,60712.00,0.00,4036.00,8594.00,6291.00,0.00,0.00,16822.00,1996.00,12189.00,0.00,12189.00,1428.00,0.00,1209.00,0.00,14027.00,0.00,2285.00,8657.00,104534.00,1288.00,884.00,0.00,9494.00,0.00,9494.00,28549.00,6916.00,21633.00,2757.00,56434.00,5128.00,1291.00,3837.00,0.00,4846.00
1966:Q2,60496.00,0.00,4157.00,8713.00,6497.00,0.00,0.00,17057.00,2121.00,11634.00,0.00,11634.00,1512.00,0.00,1790.00,0.00,12923.00,0.00,2376.00,8773.00,106933.00,1429.00,917.00,0.00,9629.00,0.00,9629.00,28955.00,6887.00,22068.00,2806.00,57979.00,5218.00,1291.00,3927.00,0.00,4592.00
1966:Q3,60905.00,0.00,5564.00,8868.00,6466.00,0.00,0.00,17181.00,2388.00,11249.00,0.00,11249.00,1596.00,0.00,1948.00,0.00,11455.00,0.00,2617.00,8754.00,108548.00,1520.00,932.00,0.00,9736.00,0.00,9736.00,28939.00,6919.00,22020.00,2889.00,59176.00,5356.00,1301.00,4055.00,0.00,4122.00
1966:Q4,64025.00,0.00,6693.00,9225.00,6413.00,0.00,0.00,17261.00,2212.00,11152.00,0.00,11152.00,1680.00,0.00,2217.00,0.00,12643.00,0.00,2843.00,8947.00,109495.00,1647.00,885.00,0.00,9870.00,0.00,9870.00,29656.00,7051.00,22605.00,3011.00,59042.00,5384.00,1191.00,4193.00,0.00,4324.00
1967:Q1,68171.00,0.00,6001.00,9130.00,6852.00,0.00,0.00,17879.00,2228.00,11507.00,0.00,11507.00,1764.00,0.00,2380.00,0.00,16002.00,0.00,3150.00,9157.00,111117.00,671.00,951.00,0.00,10159.00,0.00,10159.00,30693.00,6946.00,23747.00,3242.00,60425.00,4976.00,1224.00,3752.00,0.00,4875.00
1967:Q2,72263.00,0.00,5655.00,9121.00,7233.00,0.00,0.00,18260.00,2234.00,11537.00,0.00,11537.00,1848.00,0.00,2641.00,0.00,19156.00,0.00,3461.00,9377.00,113401.00,1105.00,843.00,0.00,10396.00,0.00,10396.00,31217.00,6595.00,24622.00,3378.00,61317.00,5145.00,1266.00,3879.00,0.00,4919.00
1967:Q3,79423.00,0.00,6845.00,9447.00,7437.00,0.00,0.00,18991.00,2155.00,12022.00,0.00,12022.00,1932.00,0.00,2882.00,0.00,23588.00,0.00,3595.00,9520.00,116071.00,1572.00,827.00,0.00,10785.00,0.00,10785.00,31720.00,6728.00,24992.00,3429.00,62556.00,5182.00,1343.00,3839.00,0.00,5227.00
1967:Q4,83624.00,0.00,7259.00,9787.00,7679.00,0.00,0.00,20037.00,2247.00,13239.00,0.00,13239.00,2016.00,0.00,2535.00,0.00,25511.00,0.00,3643.00,9708.00,121792.00,2765.00,1055.00,0.00,11086.00,0.00,11086.00,32213.00,6695.00,25518.00,3696.00,65610.00,5367.00,1384.00,3983.00,0.00,5238.00
1968:Q1,83716.00,0.00,8100.00,9801.00,7374.00,0.00,0.00,19877.00,2362.00,12334.00,0.00,12334.00,2100.00,0.00,3081.00,0.00,24631.00,0.00,3868.00,10065.00,124514.00,3223.00,1357.00,0.00,11389.00,0.00,11389.00,32820.00,6490.00,26330.00,3655.00,66795.00,5275.00,1422.00,3853.00,0.00,4938.00
1968:Q2,88479.00,0.00,9439.00,9824.00,7061.00,0.00,0.00,19346.00,2475.00,11020.00,0.00,11020.00,2184.00,0.00,3667.00,0.00,28212.00,0.00,4385.00,10212.00,127198.00,3382.00,1749.00,0.00,11449.00,0.00,11449.00,33135.00,6417.00,26718.00,3905.00,68156.00,5422.00,1467.00,3955.00,0.00,5750.00
1968:Q3,92511.00,0.00,10524.00,10175.00,7230.00,0.00,0.00,20723.00,2527.00,11596.00,0.00,11596.00,2268.00,0.00,4332.00,0.00,28883.00,0.00,4624.00,10352.00,130230.00,3879.00,1832.00,0.00,11683.00,0.00,11683.00,33596.00,6422.00,27174.00,3965.00,69837.00,5438.00,1484.00,3954.00,0.00,6104.00
1968:Q4,95466.00,0.00,9404.00,10637.00,7409.00,0.00,0.00,22606.00,2826.00,12577.00,0.00,12577.00,2352.00,0.00,4851.00,0.00,29517.00,0.00,5425.00,10468.00,135845.00,4818.00,1587.00,0.00,12170.00,0.00,12170.00,33864.00,6296.00,27568.00,4305.00,73669.00,5432.00,1512.00,3920.00,0.00,6452.00
1969:Q1,97702.00,0.00,13199.00,10605.00,7188.00,0.00,0.00,21976.00,2871.00,11182.00,0.00,11182.00,2436.00,0.00,5487.00,0.00,28598.00,0.00,5346.00,10790.00,138427.00,4922.00,1856.00,0.00,12487.00,0.00,12487.00,34352.00,6182.00,28170.00,4290.00,75296.00,5224.00,1534.00,3690.00,0.00,6516.00
1969:Q2,101470.00,0.00,17100.00,10717.00,6933.00,0.00,0.00,22253.00,3426.00,10607.00,0.00,10607.00,2520.00,0.00,5700.00,0.00,27895.00,0.00,5543.00,11029.00,141642.00,4904.00,1809.00,0.00,12692.00,0.00,12692.00,35207.00,6179.00,29028.00,4429.00,77224.00,5377.00,1589.00,3788.00,0.00,6737.00
1969:Q3,100096.00,0.00,13516.00,11030.00,7048.00,0.00,0.00,24933.00,3844.00,12558.00,0.00,12558.00,2604.00,0.00,5927.00,0.00,26633.00,0.00,5643.00,11293.00,144481.00,5579.00,1618.00,0.00,13107.00,0.00,13107.00,35355.00,5883.00,29472.00,4384.00,78952.00,5486.00,1639.00,3847.00,0.00,6763.00
1969:Q4,104960.00,0.00,16844.00,11454.00,8789.00,0.00,0.00,23164.00,3820.00,10240.00,0.00,10240.00,2688.00,0.00,6416.00,0.00,26761.00,0.00,6264.00,11684.00,148990.00,5105.00,1173.00,0.00,13198.00,0.00,13198.00,36018.00,6029.00,29989.00,4896.00,83073.00,5527.00,1696.00,3831.00,0.00,6953.00
1970:Q1,107160.00,867.00,15542.00,11601.00,9007.00,0.00,0.00,25506.00,3902.00,12016.00,0.00,12016.00,2782.00,0.00,6806.00,0.00,25996.00,0.00,6347.00,12294.00,152628.00,5447.00,1172.00,0.00,13480.00,0.00,13480.00,36354.00,6052.00,30302.00,5299.00,85303.00,5573.00,1762.00,3811.00,0.00,6749.00
1970:Q2,105260.00,867.00,14861.00,11692.00,9113.00,0.00,0.00,28189.00,4352.00,13687.00,0.00,13687.00,2876.00,0.00,7274.00,0.00,21457.00,0.00,6549.00,12532.00,154952.00,4439.00,1220.00,0.00,13422.00,0.00,13422.00,36846.00,5947.00,30899.00,5445.00,87920.00,5660.00,1812.00,3848.00,0.00,5713.00
1970:Q3,110004.00,867.00,13538.00,12029.00,8033.00,0.00,0.00,31204.00,4209.00,16425.00,0.00,16425.00,2962.00,0.00,7608.00,0.00,24473.00,0.00,6948.00,12912.00,156913.00,4033.00,1141.00,0.00,13818.00,0.00,13818.00,37005.00,5989.00,31016.00,5577.00,89675.00,5664.00,1860.00,3804.00,0.00,6471.00
1970:Q4,114017.00,867.00,10456.00,12439.00,7125.00,0.00,0.00,34960.00,4307.00,19732.00,0.00,19732.00,3012.00,0.00,7909.00,0.00,27209.00,0.00,7737.00,13224.00,162222.00,3415.00,798.00,0.00,14072.00,0.00,14072.00,37952.00,5824.00,32128.00,5860.00,94349.00,5776.00,1929.00,3847.00,0.00,6573.00
1971:Q1,120488.00,1584.00,7305.00,12260.00,7190.00,0.00,0.00,40441.00,4202.00,24709.00,18661.00,6048.00,3140.00,0.00,8390.00,0.00,30545.00,0.00,7714.00,13449.00,162150.00,3379.00,1082.00,0.00,14354.00,0.00,14354.00,38577.00,5656.00,32921.00,5999.00,93028.00,5731.00,1964.00,3767.00,0.00,7287.00
1971:Q2,125469.00,1584.00,5976.00,12153.00,7259.00,0.00,0.00,47676.00,4116.00,31880.00,22758.00,9122.00,3091.00,0.00,8589.00,0.00,29701.00,0.00,7496.00,13624.00,165320.00,2997.00,1102.00,0.00,14622.00,0.00,14622.00,39301.00,5754.00,33547.00,6158.00,95439.00,5701.00,2013.00,3688.00,0.00,7486.00
1971:Q3,136127.00,1584.00,6424.00,12238.00,7360.00,0.00,0.00,58158.00,4264.00,41811.00,29772.00,12039.00,3118.00,0.00,8965.00,0.00,29859.00,0.00,7172.00,13332.00,168437.00,1924.00,1239.00,0.00,14934.00,0.00,14934.00,40458.00,6627.00,33831.00,6263.00,97825.00,5794.00,2112.00,3682.00,0.00,7218.00
1971:Q4,142445.00,1720.00,5846.00,12725.00,7454.00,0.00,0.00,62847.00,4148.00,46286.00,33025.00,13261.00,3051.00,0.00,9362.00,0.00,30811.00,0.00,7420.00,13622.00,176008.00,2059.00,1234.00,0.00,15012.00,0.00,15012.00,41539.00,7291.00,34248.00,6421.00,103902.00,5841.00,2176.00,3665.00,0.00,7641.00
1972:Q1,148871.00,2491.00,5213.00,12972.00,7950.00,0.00,0.00,66068.00,4183.00,49089.00,34933.00,14156.00,3069.00,0.00,9727.00,0.00,33513.00,0.00,7251.00,13413.00,175426.00,2763.00,1421.00,0.00,15495.00,0.00,15495.00,42480.00,7726.00,34754.00,6443.00,101047.00,5777.00,2220.00,3557.00,0.00,8779.00
1972:Q2,152092.00,2491.00,5618.00,13643.00,8248.00,0.00,0.00,67100.00,4179.00,49179.00,31871.00,17308.00,3224.00,0.00,10518.00,0.00,33803.00,0.00,7519.00,13670.00,177449.00,2849.00,1626.00,0.00,15917.00,0.00,15917.00,42011.00,7899.00,34112.00,6424.00,102790.00,5832.00,2289.00,3543.00,0.00,9359.00
1972:Q3,160417.00,2491.00,5727.00,14347.00,9412.00,0.00,0.00,71577.00,3139.00,54493.00,32714.00,21779.00,3189.00,0.00,10756.00,0.00,35099.00,0.00,7703.00,14061.00,180925.00,2730.00,1820.00,0.00,15789.00,0.00,15789.00,43296.00,9278.00,34018.00,6442.00,104982.00,5866.00,2337.00,3529.00,0.00,9616.00
1972:Q4,170319.00,2491.00,6787.00,15076.00,10580.00,0.00,0.00,73178.00,4086.00,54460.00,31845.00,22615.00,3196.00,0.00,11436.00,0.00,39059.00,0.00,8411.00,14737.00,204368.00,2664.00,2172.00,0.00,16042.00,0.00,16042.00,45055.00,10389.00,34666.00,6979.00,125510.00,5946.00,2447.00,3499.00,0.00,10537.00
1973:Q1,177399.00,2767.00,4807.00,14805.00,11538.00,0.00,200.00,81314.00,4096.00,62150.00,37971.00,24179.00,3188.00,0.00,11880.00,189.00,37594.00,0.00,8491.00,15694.00,192331.00,2661.00,2722.00,0.00,16175.00,0.00,16175.00,46787.00,11305.00,35482.00,7092.00,109828.00,7066.00,2537.00,3529.00,1000.00,12272.00
1973:Q2,177022.00,2767.00,5937.00,15950.00,12522.00,0.00,300.00,78994.00,4286.00,59215.00,34951.00,24264.00,3252.00,0.00,12241.00,166.00,34552.00,0.00,8939.00,16895.00,197826.00,2644.00,3005.00,0.00,16325.00,0.00,16325.00,48783.00,12417.00,36366.00,7156.00,112746.00,7167.00,2613.00,3554.00,1000.00,11887.00
1973:Q3,180910.00,2767.00,5379.00,16226.00,12640.00,0.00,400.00,78641.00,5264.00,57446.00,33698.00,23748.00,3387.00,0.00,12544.00,24.00,37905.00,0.00,9500.00,17428.00,201449.00,2657.00,2729.00,0.00,16546.00,0.00,16546.00,48250.00,11689.00,36561.00,7707.00,114821.00,8739.00,2716.00,3523.00,2500.00,11711.00
1973:Q4,175799.00,2767.00,4097.00,18910.00,13392.00,0.00,500.00,74666.00,4387.00,54303.00,31866.00,22437.00,3248.00,0.00,12728.00,32.00,33516.00,0.00,10074.00,17845.00,217773.00,2726.00,3329.00,0.00,17000.00,0.00,17000.00,50368.00,13104.00,37264.00,8682.00,126246.00,9422.00,2820.00,4102.00,2500.00,10026.00
1974:Q1,183956.00,2767.00,9543.00,19398.00,12930.00,0.00,600.00,74308.00,4500.00,53536.00,31483.00,22053.00,3435.00,0.00,12837.00,51.00,34242.00,0.00,10488.00,19629.00,221575.00,2936.00,3729.00,0.00,17692.00,15.00,17677.00,51342.00,14574.00,36768.00,10280.00,125396.00,10200.00,2917.00,4283.00,3000.00,10625.00
1974:Q2,183501.00,2767.00,5019.00,20763.00,15006.00,0.00,575.00,77746.00,4600.00,56242.00,34008.00,22234.00,3574.00,0.00,13330.00,118.00,30543.00,0.00,10796.00,20168.00,230447.00,3294.00,3529.00,0.00,18151.00,1.00,18150.00,57317.00,17873.00,39444.00,10881.00,127524.00,9751.00,3059.00,3692.00,3000.00,9769.00
1974:Q3,182655.00,2723.00,4840.00,20790.00,18887.00,0.00,550.00,77577.00,4700.00,55537.00,33473.00,22064.00,3524.00,0.00,13816.00,144.00,24012.00,0.00,11354.00,21778.00,238003.00,4241.00,3129.00,0.00,18655.00,90.00,18565.00,58610.00,16915.00,41695.00,11195.00,131984.00,10189.00,3141.00,3548.00,3500.00,8388.00
1974:Q4,189504.00,2809.00,3862.00,22722.00,21123.00,0.00,525.00,79545.00,4800.00,58270.00,35190.00,23080.00,2781.00,0.00,13694.00,253.00,23921.00,0.00,12138.00,22606.00,247918.00,4231.00,4946.00,0.00,19553.00,181.00,19372.00,61742.00,17760.00,43982.00,11730.00,135298.00,10418.00,3357.00,3561.00,3500.00,9011.00
1975:Q1,196528.00,2862.00,-1565.00,21020.00,21217.00,0.00,500.00,86117.00,4950.00,64320.00,40093.00,24227.00,2923.00,0.00,13924.00,290.00,30308.00,0.00,12895.00,22884.00,254962.00,4636.00,5022.00,0.00,21735.00,255.00,21480.00,61579.00,16528.00,45051.00,11542.00,139407.00,11041.00,3509.00,3532.00,4000.00,11291.00
1975:Q2,200903.00,2836.00,-5695.00,22297.00,22045.00,0.00,475.00,86490.00,5100.00,64710.00,38278.00,26432.00,2801.00,0.00,13879.00,238.00,35096.00,0.00,13367.00,23754.00,262784.00,4622.00,4822.00,0.00,23089.00,388.00,22701.00,63638.00,18530.00,45108.00,11765.00,143681.00,11167.00,3628.00,3539.00,4000.00,10805.00
