1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q3,201167.00,2671.00,-1580.00,22187.00,22329.00,0.00,462.00,85385.00,5200.00,63987.00,36642.00,27345.00,2368.00,0.00,13830.00,249.00,32046.00,0.00,13578.00,23840.00,268630.00,4692.00,5272.00,0.00,24374.00,407.00,23967.00,65535.00,20526.00,45009.00,12259.00,145176.00,11322.00,3828.00,3494.00,4000.00,9108.00
1975:Q4,204418.00,2685.00,-5997.00,23606.00,22579.00,0.00,450.00,87992.00,5300.00,65518.00,37436.00,28082.00,2691.00,0.00,14483.00,325.00,33399.00,0.00,14170.00,25209.00,278964.00,4627.00,5772.00,0.00,27099.00,559.00,26540.00,68322.00,21619.00,46703.00,12521.00,149542.00,11081.00,4011.00,3570.00,3500.00,9585.00
1976:Q1,213792.00,2653.00,-6648.00,23104.00,21185.00,0.00,425.00,90809.00,5375.00,67953.00,37571.00,30382.00,2767.00,0.00,14714.00,290.00,39514.00,0.00,15779.00,26681.00,288647.00,5342.00,6428.00,0.00,29602.00,707.00,28895.00,70021.00,22574.00,47447.00,12391.00,153575.00,11288.00,4166.00,3622.00,3500.00,9885.00
1976:Q2,214386.00,2629.00,-10364.00,24218.00,20750.00,0.00,412.00,93189.00,5450.00,69527.00,38257.00,31270.00,3078.00,0.00,15134.00,377.00,39559.00,0.00,15849.00,27767.00,298042.00,6879.00,6941.00,0.00,31162.00,920.00,30242.00,72982.00,24415.00,48567.00,12574.00,155902.00,11602.00,4530.00,3472.00,3600.00,9642.00
1976:Q3,224424.00,2654.00,-8432.00,25197.00,20015.00,0.00,400.00,97933.00,5525.00,73813.00,40119.00,33694.00,3150.00,0.00,15445.00,493.00,40120.00,0.00,17278.00,28766.00,304374.00,7348.00,6763.00,0.00,33961.00,1140.00,32821.00,73102.00,23907.00,49195.00,12167.00,159203.00,11830.00,4875.00,3455.00,3500.00,9283.00
1976:Q4,259977.00,2665.00,-11847.00,28120.00,27852.00,0.00,375.00,98420.00,5600.00,77583.00,40743.00,36840.00,2017.00,0.00,13220.00,495.00,47475.00,0.00,18894.00,47528.00,374710.00,7150.00,7441.00,0.00,35986.00,1282.00,34704.00,79764.00,28395.00,51369.00,12519.00,222283.00,9567.00,5113.00,854.00,3600.00,9453.00
1977:Q1,262769.00,2659.00,-12916.00,26587.00,28026.00,0.00,350.00,105453.00,5700.00,83869.00,43554.00,40315.00,2130.00,0.00,13754.00,642.00,44313.00,0.00,19147.00,48508.00,377738.00,7462.00,8287.00,0.00,36867.00,1608.00,35259.00,78728.00,25920.00,52808.00,12370.00,224340.00,9684.00,5298.00,786.00,3600.00,9591.00
1977:Q2,273323.00,2674.00,-13692.00,27619.00,29483.00,0.00,337.00,111488.00,5800.00,87623.00,44110.00,43513.00,2847.00,29.00,15189.00,594.00,46038.00,0.00,19309.00,49473.00,386438.00,7498.00,9731.00,0.00,38742.00,1816.00,36926.00,79950.00,26271.00,53679.00,12163.00,228345.00,10009.00,5525.00,884.00,3600.00,9823.00
1977:Q3,288764.00,2669.00,-7643.00,27984.00,28114.00,0.00,325.00,121466.00,5900.00,95798.00,43181.00,52617.00,3583.00,57.00,16128.00,548.00,44502.00,0.00,20303.00,50496.00,393369.00,7330.00,8990.00,0.00,40768.00,1962.00,38806.00,83443.00,28438.00,55005.00,11607.00,231022.00,10209.00,5768.00,841.00,3600.00,10252.00
1977:Q4,307746.00,2787.00,-12667.00,31971.00,28909.00,0.00,300.00,134492.00,6000.00,108654.00,48905.00,59749.00,4695.00,86.00,15057.00,645.00,45129.00,0.00,20767.00,55413.00,415309.00,7600.00,8756.00,0.00,41176.00,1847.00,39329.00,87427.00,31449.00,55978.00,11550.00,248299.00,10501.00,5983.00,818.00,3700.00,10110.00
1978:Q1,319462.00,2837.00,-17062.00,30636.00,30592.00,0.00,1000.00,148846.00,6100.00,122439.00,61039.00,61400.00,4919.00,114.00,15274.00,793.00,43234.00,0.00,21818.00,56768.00,426703.00,7474.00,10041.00,0.00,42601.00,1934.00,40667.00,90978.00,32596.00,58382.00,11500.00,253173.00,10936.00,6275.00,861.00,3800.00,10544.00
1978:Q2,329681.00,2843.00,-12206.00,31233.00,31355.00,0.00,1634.00,145075.00,6200.00,117423.00,57103.00,60320.00,5322.00,143.00,15987.00,1043.00,47584.00,0.00,22039.00,59081.00,433023.00,7158.00,10192.00,0.00,44032.00,2188.00,41844.00,93295.00,34072.00,59223.00,11450.00,257120.00,9776.00,6417.00,849.00,2510.00,10730.00
1978:Q3,350997.00,2939.00,-2536.00,30920.00,31585.00,0.00,1663.00,148620.00,6300.00,119448.00,56691.00,62757.00,6207.00,171.00,16494.00,1412.00,51327.00,0.00,23366.00,61701.00,439110.00,7182.00,9613.00,0.00,44906.00,2580.00,42326.00,96760.00,38845.00,57915.00,11400.00,259267.00,9982.00,6609.00,827.00,2546.00,11832.00
1978:Q4,364917.00,2989.00,-7244.00,33962.00,33158.00,0.00,2426.00,160557.00,6465.00,132901.00,68201.00,64700.00,5165.00,200.00,15826.00,901.00,47859.00,0.00,21333.00,68976.00,491390.00,6979.00,17131.00,0.00,47544.00,2880.00,44664.00,110372.00,49940.00,60432.00,11357.00,287511.00,10496.00,6850.00,935.00,2711.00,11236.00
1979:Q1,381391.00,4077.00,9189.00,31661.00,34885.00,0.00,2196.00,154998.00,7000.00,126633.00,60708.00,65925.00,5159.00,233.00,15973.00,1341.00,51322.00,0.00,21193.00,70529.00,505424.00,10179.00,22361.00,0.00,48649.00,3106.00,45543.00,108105.00,46484.00,61621.00,11089.00,293661.00,11380.00,7013.00,982.00,3385.00,11735.00
1979:Q2,384818.00,4090.00,14517.00,34805.00,33932.00,0.00,3199.00,143422.00,7500.00,113716.00,47544.00,66172.00,5270.00,266.00,16670.00,1878.00,52534.00,0.00,22559.00,73882.00,519063.00,9945.00,21989.00,0.00,49321.00,3241.00,46080.00,112610.00,48483.00,64127.00,11579.00,301333.00,12286.00,7159.00,965.00,4162.00,12022.00
1979:Q3,410561.00,4175.00,21269.00,36127.00,35352.00,0.00,3256.00,151786.00,8000.00,120244.00,52428.00,67816.00,5662.00,299.00,17581.00,2459.00,55881.00,0.00,22992.00,77264.00,541899.00,7329.00,27282.00,0.00,51779.00,3976.00,47803.00,122916.00,55195.00,67721.00,12550.00,308514.00,11529.00,7292.00,924.00,3313.00,14087.00
1979:Q4,411509.00,4173.00,11369.00,40087.00,35591.00,0.00,4113.00,146615.00,8412.00,115958.00,48572.00,67386.00,5868.00,332.00,16045.00,2888.00,55434.00,0.00,22660.00,88579.00,575610.00,7784.00,26913.00,0.00,55066.00,4553.00,50513.00,122124.00,52994.00,69130.00,12901.00,340578.00,10244.00,7402.00,942.00,1900.00,14803.00
1980:Q1,422550.00,5058.00,18766.00,39903.00,35332.00,0.00,3749.00,148137.00,8650.00,113901.00,44446.00,69455.00,7017.00,365.00,18204.00,3452.00,53575.00,0.00,22678.00,91900.00,590512.00,10319.00,30071.00,0.00,55835.00,5217.00,50618.00,122381.00,50252.00,72129.00,13481.00,347187.00,11238.00,7618.00,778.00,2842.00,14344.00
1980:Q2,433285.00,5353.00,-4959.00,44313.00,36327.00,0.00,4246.00,153670.00,8900.00,116990.00,48192.00,68798.00,7063.00,398.00,20319.00,5568.00,60991.00,0.00,30120.00,97656.00,604772.00,10771.00,31804.00,0.00,57058.00,5531.00,51527.00,128887.00,53517.00,75370.00,14367.00,350873.00,11012.00,7789.00,729.00,2494.00,17548.00
1980:Q3,443407.00,5305.00,-9139.00,40989.00,35563.00,0.00,4528.00,160558.00,9150.00,120506.00,50730.00,69776.00,7690.00,433.00,22779.00,5263.00,67590.00,0.00,30381.00,102369.00,618123.00,11826.00,29447.00,0.00,57440.00,5828.00,51612.00,135736.00,58193.00,77543.00,16571.00,355406.00,11697.00,8076.00,720.00,2901.00,19083.00
1980:Q4,478835.00,5155.00,-13103.00,42877.00,36566.00,0.00,4395.00,165281.00,9334.00,127449.00,57594.00,69855.00,8473.00,467.00,19558.00,4502.00,74586.00,0.00,31471.00,127105.00,673947.00,15596.00,31392.00,0.00,59098.00,6955.00,52143.00,143022.00,64774.00,78248.00,14720.00,396064.00,14055.00,8197.00,1842.00,4016.00,18930.00
1981:Q1,490581.00,6019.00,-18786.00,41101.00,35699.00,0.00,4076.00,177099.00,9000.00,136077.00,62258.00,73819.00,9054.00,500.00,22468.00,7712.00,76834.00,0.00,30576.00,130251.00,692687.00,19256.00,37927.00,0.00,60941.00,8483.00,52458.00,144295.00,62706.00,81589.00,16681.00,399401.00,14186.00,8392.00,1674.00,4120.00,18883.00
1981:Q2,503120.00,5637.00,-16641.00,43523.00,36749.00,0.00,3529.00,178323.00,8700.00,134740.00,59727.00,75013.00,9709.00,533.00,24641.00,8077.00,78076.00,0.00,30302.00,135545.00,708756.00,18429.00,39125.00,0.00,63361.00,9564.00,53797.00,150024.00,64609.00,85415.00,15132.00,405735.00,16950.00,8715.00,1851.00,6384.00,18417.00
1981:Q3,505661.00,5608.00,-11010.00,43818.00,36248.00,0.00,3401.00,177016.00,8400.00,129677.00,52368.00,77309.00,10340.00,567.00,28032.00,10776.00,69484.00,0.00,29270.00,141050.00,721521.00,18564.00,39943.00,0.00,64866.00,10088.00,54778.00,154448.00,67874.00,86574.00,14766.00,408141.00,20793.00,9031.00,1820.00,9942.00,15333.00
1981:Q4,523546.00,5703.00,-31802.00,40651.00,38838.00,0.00,4404.00,181556.00,8041.00,135509.00,55314.00,80195.00,10344.00,600.00,27062.00,15400.00,74683.00,0.00,29490.00,164623.00,748046.00,18924.00,41811.00,0.00,72027.00,10829.00,61198.00,157418.00,67801.00,89617.00,15043.00,421753.00,21070.00,9339.00,1573.00,10158.00,16467.00
1982:Q1,511265.00,5454.00,-40993.00,36708.00,40612.00,0.00,4870.00,184496.00,7600.00,135479.00,50172.00,85307.00,10274.00,633.00,30510.00,16653.00,68554.00,0.00,28152.00,166759.00,731925.00,18794.00,47174.00,0.00,73404.00,11381.00,62023.00,128459.00,37053.00,91406.00,11774.00,428539.00,23781.00,9552.00,1636.00,12593.00,14044.00
1982:Q2,519525.00,5351.00,-50405.00,39639.00,44891.00,0.00,5596.00,190601.00,7200.00,135478.00,48831.00,86647.00,10802.00,667.00,36454.00,17267.00,67704.00,0.00,28846.00,170035.00,747455.00,19522.00,48286.00,0.00,75480.00,13100.00,62380.00,130219.00,35094.00,95125.00,11306.00,433434.00,29208.00,9837.00,1861.00,17510.00,13513.00
1982:Q3,526487.00,5254.00,-62913.00,38088.00,45987.00,0.00,5870.00,198965.00,6800.00,141723.00,51589.00,90134.00,10413.00,700.00,39329.00,20098.00,74449.00,0.00,27741.00,172948.00,744517.00,19845.00,41159.00,0.00,78569.00,12936.00,65633.00,133905.00,34319.00,99586.00,10755.00,435887.00,24397.00,10094.00,1913.00,12390.00,13693.00
1982:Q4,603990.00,5405.00,-39271.00,39458.00,49211.00,0.00,5986.00,219806.00,6329.00,150687.00,55628.00,95059.00,10914.00,733.00,51143.00,20144.00,88324.00,0.00,30085.00,184842.00,738549.00,22810.00,49522.00,0.00,87367.00,15054.00,72313.00,136697.00,33785.00,102912.00,11041.00,406633.00,24479.00,10346.00,1798.00,12335.00,17442.00
1983:Q1,599868.00,5285.00,-45759.00,40345.00,33251.00,0.00,6048.00,227522.00,7445.00,156612.00,58771.00,97841.00,10481.00,767.00,52217.00,21499.00,98625.00,0.00,27001.00,186051.00,751013.00,23123.00,51747.00,0.00,89687.00,16787.00,72900.00,138980.00,38212.00,100768.00,10882.00,409433.00,27161.00,10761.00,1875.00,14525.00,19401.00
1983:Q2,626322.00,5234.00,-45047.00,42378.00,33987.00,0.00,6020.00,234091.00,7132.00,161723.00,61338.00,100385.00,10488.00,800.00,53948.00,23439.00,110389.00,0.00,26202.00,189629.00,757395.00,22745.00,50818.00,0.00,92509.00,18557.00,73952.00,140080.00,38591.00,101489.00,9742.00,413712.00,27789.00,10986.00,1913.00,14890.00,22898.00
1983:Q3,642462.00,5178.00,-37371.00,42508.00,33661.00,0.00,6174.00,235321.00,6959.00,162120.00,64062.00,98058.00,10281.00,833.00,55128.00,23985.00,110130.00,0.00,29143.00,193733.00,767648.00,21938.00,53082.00,0.00,93891.00,19386.00,74505.00,140909.00,37809.00,103100.00,9733.00,419774.00,28321.00,11335.00,1875.00,15111.00,24289.00
1983:Q4,660365.00,5130.00,-27650.00,45145.00,35482.00,0.00,6659.00,237441.00,7116.00,163562.00,68668.00,94894.00,11183.00,867.00,54713.00,25890.00,109555.00,0.00,29005.00,193708.00,825701.00,22626.00,141573.00,0.00,84633.00,21540.00,63093.00,143576.00,37408.00,106168.00,11131.00,393163.00,28999.00,11715.00,1812.00,15472.00,26154.00
1984:Q1,672219.00,5214.00,-28073.00,45042.00,35237.00,0.00,6184.00,242956.00,8284.00,165238.00,70200.00,95038.00,11128.00,900.00,57406.00,31823.00,105627.00,0.00,29700.00,198509.00,842816.00,23864.00,146438.00,0.00,86938.00,24158.00,62780.00,144163.00,36586.00,107577.00,11627.00,398033.00,31753.00,12039.00,2064.00,17650.00,28801.00
1984:Q2,706596.00,5052.00,-20383.00,46736.00,39130.00,0.00,6027.00,251925.00,8544.00,171303.00,72862.00,98441.00,11310.00,933.00,59835.00,39326.00,100731.00,0.00,30621.00,207431.00,866514.00,23447.00,147963.00,0.00,94088.00,30516.00,63572.00,150842.00,35909.00,114933.00,12009.00,403564.00,34601.00,12350.00,2061.00,20190.00,25051.00
1984:Q3,730277.00,4895.00,-20485.00,46640.00,39850.00,0.00,5760.00,261357.00,9720.00,176035.00,73801.00,102234.00,11776.00,967.00,62859.00,43130.00,107372.00,0.00,29834.00,211924.00,851052.00,23209.00,142799.00,0.00,90689.00,26707.00,63982.00,145488.00,33640.00,111848.00,10688.00,407961.00,30218.00,12726.00,2191.00,15301.00,25456.00
1984:Q4,775868.00,4803.00,-26228.00,49641.00,40125.00,0.00,6758.00,293903.00,8327.00,200289.00,76369.00,123920.00,11969.00,1000.00,72318.00,48668.00,104852.00,0.00,29808.00,223538.00,823405.00,23838.00,139968.00,0.00,86615.00,27721.00,58894.00,141507.00,30791.00,110716.00,10647.00,389543.00,31287.00,13141.00,2088.00,16058.00,25994.00
1985:Q1,800270.00,4857.00,-18754.00,48382.00,40689.00,0.00,6455.00,299838.00,8763.00,195702.00,71956.00,123746.00,12289.00,1050.00,82034.00,48317.00,112979.00,0.00,29100.00,228407.00,827931.00,24400.00,141748.00,0.00,88126.00,28638.00,59488.00,138444.00,28666.00,109778.00,9764.00,392718.00,32731.00,13476.00,2158.00,17097.00,30324.00
1985:Q2,829334.00,4891.00,-22556.00,50957.00,40485.00,0.00,6661.00,318067.00,7655.00,209640.00,73455.00,136185.00,13063.00,1100.00,86609.00,49099.00,120428.00,0.00,28222.00,233080.00,826240.00,24997.00,136231.00,0.00,91397.00,29838.00,61559.00,134257.00,27439.00,106818.00,9823.00,397418.00,32117.00,13816.00,1892.00,16409.00,32398.00
1985:Q3,854745.00,5191.00,-21046.00,53402.00,41802.00,0.00,7618.00,334129.00,8040.00,216962.00,73756.00,143206.00,14335.00,1150.00,93642.00,51608.00,115106.00,0.00,28937.00,237998.00,836904.00,27204.00,141303.00,0.00,93573.00,31417.00,62156.00,135460.00,29753.00,105707.00,9002.00,400734.00,29628.00,14152.00,1874.00,13602.00,37738.00
1985:Q4,927163.00,5382.00,-17518.00,54449.00,43349.00,0.00,7517.00,363921.00,8166.00,226392.00,69133.00,157259.00,17478.00,1200.00,110685.00,56021.00,136791.00,0.00,30028.00,247223.00,966271.00,32101.00,148461.00,0.00,94352.00,33923.00,60429.00,240615.00,135554.00,105061.00,9985.00,407815.00,32942.00,14442.00,1938.00,16562.00,44383.00
1986:Q1,981231.00,5577.00,-9514.00,53548.00,38895.00,0.00,8479.00,384990.00,9019.00,235450.00,73044.00,162406.00,18793.00,1250.00,120478.00,57016.00,162113.00,0.00,29553.00,250574.00,980602.00,33829.00,152917.00,0.00,104342.00,31895.00,72447.00,236979.00,132084.00,104895.00,7813.00,416821.00,27901.00,14650.00,1916.00,11335.00,58372.00
1986:Q2,1040231.00,5770.00,-15493.00,55385.00,39612.00,0.00,8509.00,416055.00,9518.00,253810.00,82701.00,171109.00,20841.00,1300.00,130586.00,65121.00,178274.00,0.00,30587.00,256411.00,995907.00,35551.00,159332.00,0.00,107949.00,36231.00,71718.00,232736.00,130062.00,102674.00,7626.00,423280.00,29433.00,15044.00,1873.00,12516.00,64259.00
1986:Q3,1079898.00,5945.00,-12981.00,55583.00,40125.00,0.00,9841.00,435451.00,8051.00,264227.00,90634.00,173593.00,22325.00,1350.00,139498.00,76486.00,172779.00,0.00,31388.00,265281.00,1018203.00,37003.00,168938.00,0.00,112437.00,39908.00,72529.00,232696.00,129525.00,103171.00,8817.00,427557.00,30755.00,15759.00,920.00,14076.00,72043.00
1986:Q4,1135598.00,5993.00,-17306.00,59554.00,40819.00,0.00,10867.00,458734.00,8038.00,269388.00,90398.00,178990.00,24989.00,1400.00,154919.00,77617.00,183172.00,0.00,31447.00,284701.00,1043000.00,37447.00,179874.00,0.00,109768.00,37407.00,72361.00,236292.00,135020.00,101272.00,9992.00,437492.00,32135.00,15924.00,927.00,15284.00,72399.00
1987:Q1,1221737.00,6299.00,-3174.00,57597.00,40830.00,0.00,11704.00,475847.00,7225.00,278755.00,93153.00,185602.00,25700.00,1450.00,162717.00,75597.00,228339.00,0.00,31224.00,297474.00,1055825.00,37743.00,180965.00,0.00,110025.00,37278.00,72747.00,234819.00,133079.00,101740.00,11938.00,444664.00,35671.00,16113.00,1080.00,18478.00,91583.00
1987:Q2,1263616.00,6262.00,-5615.00,59587.00,40145.00,0.00,10776.00,492669.00,9609.00,287408.00,93695.00,193713.00,26723.00,1500.00,167429.00,79717.00,242944.00,0.00,30573.00,306558.00,1055148.00,34071.00,181371.00,0.00,107936.00,35587.00,72349.00,234164.00,130658.00,103506.00,12678.00,452122.00,32806.00,16395.00,921.00,15490.00,99680.00
1987:Q3,1333193.00,6270.00,15958.00,58588.00,40462.00,0.00,12804.00,498561.00,10624.00,285414.00,89747.00,195667.00,28163.00,1550.00,172810.00,82427.00,259413.00,0.00,31154.00,327556.00,1071080.00,33995.00,182604.00,0.00,114390.00,40610.00,73780.00,229692.00,129350.00,100342.00,13606.00,460330.00,36463.00,16802.00,925.00,18736.00,107277.00
1987:Q4,1284280.00,6951.00,18327.00,62015.00,42250.00,0.00,13111.00,508450.00,9021.00,296301.00,101743.00,194558.00,28322.00,1600.00,173206.00,78072.00,189006.00,0.00,31546.00,334552.00,1152131.00,34722.00,213270.00,0.00,120585.00,41245.00,79340.00,236595.00,136577.00,100018.00,10600.00,506624.00,29735.00,17135.00,781.00,11819.00,94700.00
1988:Q1,1347038.00,6797.00,14315.00,61529.00,42136.00,0.00,12003.00,544406.00,10363.00,329942.00,108227.00,221715.00,28464.00,1650.00,173987.00,92107.00,199740.00,0.00,31281.00,342724.00,1154457.00,32123.00,211387.00,0.00,125656.00,42544.00,83112.00,229957.00,132518.00,97439.00,12023.00,511410.00,31901.00,17414.00,673.00,13814.00,110010.00
1988:Q2,1409605.00,6421.00,28335.00,64482.00,43846.00,0.00,11934.00,560684.00,8116.00,341268.00,107592.00,233676.00,31114.00,1700.00,178486.00,94175.00,211473.00,0.00,31390.00,356865.00,1163672.00,29965.00,220222.00,0.00,127019.00,44037.00,82982.00,228595.00,130261.00,98334.00,10459.00,515165.00,32247.00,17712.00,650.00,13885.00,105733.00
1988:Q3,1432307.00,6322.00,17811.00,63815.00,43789.00,0.00,13653.00,569872.00,11037.00,340942.00,108750.00,232192.00,32575.00,1750.00,183568.00,101961.00,211836.00,0.00,32322.00,370926.00,1179942.00,36726.00,224302.00,0.00,130721.00,46432.00,84289.00,218631.00,123425.00,95206.00,13218.00,523796.00,32548.00,18037.00,590.00,13921.00,108506.00
1988:Q4,1492831.00,6593.00,26365.00,65592.00,43372.00,0.00,13038.00,588669.00,11838.00,353839.00,115057.00,238782.00,34193.00,1800.00,186999.00,99979.00,213813.00,0.00,33644.00,401766.00,1235936.00,36745.00,228720.00,0.00,176524.00,49943.00,126581.00,216608.00,123015.00,93593.00,12165.00,535920.00,29254.00,18449.00,729.00,10076.00,128662.00
1989:Q1,1556125.00,6334.00,13854.00,66575.00,44814.00,0.00,14402.00,614923.00,13715.00,368034.00,108864.00,259170.00,38227.00,1850.00,193097.00,113775.00,226810.00,0.00,34620.00,420018.00,1275396.00,39139.00,242447.00,0.00,182279.00,54395.00,127884.00,211383.00,123124.00,88259.00,14771.00,550582.00,34795.00,18710.00,726.00,15359.00,133621.00
1989:Q2,1596375.00,6107.00,6702.00,67208.00,46938.00,0.00,17229.00,612042.00,14404.00,360797.00,99736.00,261061.00,40040.00,1900.00,194901.00,121201.00,247993.00,0.00,35194.00,435761.00,1284718.00,49785.00,245142.00,0.00,182312.00,52733.00,129579.00,201473.00,113985.00,87488.00,15326.00,559201.00,31479.00,18967.00,673.00,11839.00,137833.00
1989:Q3,1664523.00,6270.00,8049.00,67491.00,47798.00,196.00,17075.00,641437.00,14444.00,386117.00,99857.00,286260.00,43023.00,1950.00,195903.00,118606.00,275749.00,0.00,34272.00,447580.00,1306667.00,57699.00,250390.00,0.00,188660.00,57498.00,131162.00,195489.00,109293.00,86196.00,16027.00,568981.00,29421.00,19282.00,705.00,9434.00,171711.00
1989:Q4,1737525.00,6439.00,-7105.00,69510.00,49546.00,391.00,23116.00,693427.00,12683.00,423742.00,91100.00,332642.00,47219.00,2000.00,207783.00,122347.00,275709.00,0.00,36259.00,467886.00,1332553.00,63550.00,266828.00,0.00,198382.00,63022.00,135360.00,190770.00,104776.00,85994.00,13876.00,570655.00,28492.00,19623.00,586.00,8283.00,197345.00
1990:Q1,1764029.00,6373.00,-537.00,70890.00,51051.00,587.00,22259.00,687426.00,11371.00,415674.00,87762.00,327912.00,49388.00,2050.00,208943.00,144858.00,260910.00,0.00,36688.00,483524.00,1329598.00,65243.00,261211.00,0.00,203210.00,59292.00,143918.00,180104.00,96446.00,83658.00,9357.00,581726.00,28747.00,19947.00,660.00,8140.00,162878.00
1990:Q2,1807293.00,6486.00,-2116.00,74822.00,50096.00,783.00,21401.00,698805.00,11894.00,421266.00,89675.00,331591.00,50857.00,2100.00,212688.00,151960.00,269743.00,0.00,37145.00,498168.00,1359388.00,66233.00,273580.00,0.00,213887.00,65062.00,148825.00,180814.00,97097.00,83717.00,9714.00,587541.00,27619.00,20254.00,646.00,6719.00,190890.00
1990:Q3,1834503.00,6823.00,17873.00,81463.00,49159.00,978.00,20544.00,710564.00,11164.00,434145.00,91084.00,343061.00,50324.00,2150.00,212781.00,168534.00,230043.00,0.00,41198.00,507324.00,1397278.00,68961.00,287725.00,0.00,220768.00,71453.00,149315.00,175325.00,92521.00,82804.00,10605.00,606804.00,27090.00,20715.00,674.00,5701.00,166628.00
1990:Q4,1831817.00,6970.00,-3089.00,85786.00,49019.00,1174.00,19686.00,709334.00,10708.00,438363.00,96796.00,341567.00,49406.00,2200.00,208657.00,172408.00,242615.00,0.00,42568.00,505346.00,1441070.00,72258.00,297926.00,0.00,227942.00,75346.00,152596.00,168248.00,89111.00,79137.00,15475.00,629804.00,29417.00,20927.00,628.00,7862.00,197596.00
1991:Q1,1868466.00,6596.00,-2869.00,88384.00,50297.00,1369.00,19979.00,719564.00,10355.00,443257.00,102122.00,341135.00,50225.00,2250.00,213477.00,158332.00,276092.00,0.00,41530.00,509192.00,1463806.00,66944.00,296995.00,0.00,243103.00,87378.00,155725.00,165340.00,89504.00,75836.00,16753.00,647666.00,27005.00,21210.00,691.00,5104.00,220890.00
1991:Q2,1890907.00,6441.00,-4457.00,88446.00,51210.00,1565.00,20271.00,736099.00,9995.00,453173.00,100878.00,352295.00,51563.00,2300.00,219068.00,151017.00,276334.00,0.00,40814.00,523167.00,1437598.00,63878.00,284823.00,0.00,232765.00,74289.00,158476.00,159721.00,86321.00,73400.00,17146.00,650263.00,29002.00,21635.00,893.00,6474.00,224206.00
1991:Q3,1915663.00,6703.00,5907.00,93086.00,48410.00,1761.00,20564.00,748338.00,9669.00,457598.00,107021.00,350577.00,55861.00,2350.00,222860.00,142506.00,282180.00,2900.00,40938.00,522370.00,1452859.00,63669.00,282524.00,0.00,240723.00,78336.00,162387.00,158332.00,88575.00,69757.00,16796.00,660498.00,30317.00,21976.00,1330.00,7011.00,258216.00
1991:Q4,1955592.00,7008.00,-1122.00,97198.00,48880.00,1956.00,20857.00,784545.00,11314.00,476289.00,110734.00,365555.00,58531.00,2400.00,236011.00,125065.00,291200.00,5801.00,40800.00,533404.00,1455838.00,66662.00,273526.00,0.00,246379.00,82101.00,164278.00,159806.00,90463.00,69343.00,17380.00,657717.00,34368.00,22431.00,1646.00,10291.00,278976.00
1992:Q1,2107264.00,6721.00,11893.00,96597.00,155217.00,2152.00,32178.00,806512.00,10400.00,491891.00,119882.00,372009.00,61710.00,2450.00,240061.00,131864.00,279172.00,8701.00,41071.00,535186.00,1464732.00,63600.00,264833.00,0.00,245893.00,71338.00,174555.00,155745.00,86884.00,68861.00,16937.00,678420.00,39304.00,22745.00,1714.00,14845.00,257473.00
1992:Q2,2151721.00,7012.00,6314.00,98769.00,158518.00,2348.00,34724.00,841180.00,10897.00,513373.00,128672.00,384701.00,68386.00,2500.00,246024.00,127304.00,280355.00,11601.00,42031.00,541565.00,1493387.00,66033.00,267007.00,0.00,257819.00,78277.00,179542.00,160798.00,91854.00,68944.00,16957.00,689268.00,35505.00,23051.00,1853.00,10601.00,272908.00
1992:Q3,2192456.00,7216.00,19989.00,105872.00,150520.00,2543.00,33337.00,853616.00,12125.00,517962.00,134882.00,383080.00,69828.00,2550.00,251151.00,132148.00,285368.00,14501.00,42233.00,545113.00,1510128.00,67468.00,271987.00,0.00,264960.00,81505.00,183455.00,159284.00,91450.00,67834.00,17939.00,694987.00,33503.00,23432.00,1624.00,8447.00,296190.00
1992:Q4,2230236.00,6737.00,7717.00,109791.00,169457.00,2739.00,41715.00,853151.00,12902.00,520339.00,127644.00,392695.00,71352.00,2600.00,245958.00,129939.00,308847.00,17402.00,42471.00,540270.00,1476727.00,60267.00,267711.00,0.00,271940.00,78407.00,193533.00,153867.00,85107.00,68760.00,18564.00,674386.00,29992.00,23858.00,1670.00,4464.00,314266.00
1993:Q1,2272587.00,6848.00,22373.00,111840.00,154483.00,2935.00,46596.00,863546.00,12864.00,534782.00,137093.00,397689.00,73170.00,2650.00,240080.00,129945.00,323329.00,20302.00,42307.00,548083.00,1496995.00,63324.00,265061.00,0.00,285946.00,72539.00,213407.00,145819.00,79840.00,65979.00,20602.00,679807.00,36436.00,24081.00,2001.00,10354.00,365074.00
1993:Q2,2313823.00,6877.00,10001.00,117200.00,163582.00,3130.00,50351.00,892129.00,19831.00,540158.00,144208.00,395950.00,82130.00,2700.00,247310.00,125172.00,320431.00,23202.00,41866.00,559882.00,1529702.00,62911.00,263474.00,0.00,302014.00,72457.00,229557.00,144075.00,78783.00,65292.00,20405.00,704180.00,32643.00,24361.00,2423.00,5859.00,426520.00
